artist,title,spotify_uri,original_lang,lyrics_in_en,length,translation_review_required,emotion_admiration,emotion_amusement,emotion_anger,emotion_annoyance,emotion_approval,emotion_caring,emotion_confusion,emotion_curiosity,emotion_desire,emotion_disappointment,emotion_disapproval,emotion_disgust,emotion_embarrassment,emotion_excitement,emotion_fear,emotion_gratitude,emotion_grief,emotion_joy,emotion_love,emotion_nervousness,emotion_optimism,emotion_pride,emotion_realization,emotion_relief,emotion_remorse,emotion_sadness,emotion_surprise,emotion_neutral,dominant_emotion
"Peso Pluma, Estevan Plazola",HOLLYWOOD,5GTBdEjZe7zEDp1N0eCZE4,es,"I don't want to go to bed, I can't sleep
I can't finish, I can't give up
So many memories, achievements that I experienced
I have plenty of reasons to survive


I don't want to go to bed, I can't sleep
I can't finish, I can't give up
So many memories, achievements that I experienced
I have plenty of reasons to survive

Not everything is as it seems
Neta, I am live proof
Don't you believe me? I tell you
hold up

I live very fast, the life of an artist, drugs and women
Another one for the list
In the environment with large figures, important quotes
Caviar and other elegant foods
Twenty thousand as if nothing, a lot of brand name clothes
Pure tens are my ladies since before fame
But let me start, sit down, I'm going to tell you
What they didn't know about me, the truth is
I was arrested at the age of fifteen for wanting to achieve all my dreams
They called my bosses, they told them that nothing was going well.
Double pants to withstand the tapes
When they kicked me out, I felt abandoned

They are the things that one thinks
Rolando a cigar walking through Hollywood
They are the things that one thinks
Rolando a cigar walking through Hollywood

I don't want to go to bed, I can't sleep
I don't want to finish, I can't give up
So many memories, achievements that I experienced
I have plenty of reasons to survive

Compa Weight
Match one beach

I acquire what I admire, few know what I'm talking about
I take it as I have it because I signed with the devil
Our generation thinks differently
Look at the president, another one for the corrupt list
Absolute power, they live pure luxury
While one here worth
But I will continue moving forward
(But I will keep moving forward)

They are the things that one thinks
Rolando a cigar walking through Hollywood
They are the things that one thinks
Rolando a cigar walking through Hollywood

I don't want to go to bed, I can't sleep
I can't finish, I can't give up
So many achievements memories that I lived
I have plenty of reasons to survive",1935,False,0.0052,0.0007,0.0041,0.0403,0.0733,0.0095,0.0114,0.0135,0.0063,0.4545,0.0285,0.0013,0.0035,0.004,0.0098,0.0002,0.0053,0.0095,0.003,0.0271,0.0157,0.0016,0.0577,0.0084,0.0035,0.2251,0.0035,0.2378,disappointment
"DesaKTa2, Aneley",Estaba Aqui Pensando,5GUgnXDDO4raKkT9lO5F1x,es,,76741,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unclassified
V,Slow Dancing,5h1BN75CEh8wdSwE1xrbSe,ko,"It's about time we get it straight
Gimme a minute if it ain't too late
I guess it was too much, babe
Just hurting my feelings
It's so hard to hold on
Stay with me 'til the end of the day

Maybe we
Could be
Slow dancing
Until the morning
We could be romantic
The night away

Turnin' me up and back off like this
What do you want? Do you not like it?
Stop teasin’ me, girl
Now, you made me leave my heart out here
Step on me and climb up
Someone new again (Got it on, did you?)
We looked alike
A day like distant neighbors

Maybe we
Could be
Slow dancing
Until the morning
We could be romantic
The night away",547,False,0.0015,0.002,0.0106,0.0432,0.012,0.0219,0.0183,0.0503,0.0513,0.2783,0.0145,0.004,0.0027,0.0017,0.0039,0.0002,0.0089,0.0032,0.0223,0.0139,0.0101,0.0003,0.011,0.0014,0.0184,0.6198,0.0016,0.1452,sadness
BLACKPINK,JUMP,5H1sKFMzDeMtXwND3V6hRY,en,"I'm not that easy to tame
You should see me under these lights, all my tears turn to ice
That's the sweetest escape
Every time the feeling kicks in, I might stay through the night

Bet you get it now
Rocked that, didn't I?
착각 하지 마
누가 누군지, woah
Think you're running that?
Guess we gunnin' back
You know I walk, yeah, I talk it
눈 감고, 하나, 둘, 셋 (뛰어)

뛰어
뛰어
뛰어
뛰어
So come up with me, I'll take you high
That Prima donna, spice up your life
You know I got that shit that you like
So come up with me, run up, uh, jump (뛰어)

Watch me runnin' up the place
I'm already stuntin' and my girls are on the way (뛰어)
Watch me open up the place
Wanna see you bumpin', baby, bouncin' to the bass

Arе you not entertained? (No)
I ain't gotta еxplain (No)
I'm with all of my sisters (Ah)
Got 'em going insane, yeah (Yeah)
You know we on a mission (Yeah)
All gas, no brakes, yeah (Woo, woo, woo)
Breaking out of the system
Breaking out of this cage, yeah

Bet you get it now
Ate that, didn't I?
순간 잊지 마
누가 누군지, oh
Think you runnin' that?
Guess we gunnin' back
You know I walk, yeah, I talk it
눈 감고, 하나, 둘, 셋 (뛰어)

뛰-뛰-뛰어
뛰어
뛰어
뛰어
So come up with me, I'll take you high
That Prima donna, spice up your life
You know I got that shit that you like
So come up with me, run up, uh, jump (뛰어)

Watch me runnin' up the place
I'm already stuntin' and my girls are on the way (뛰어)
Watch me open up the place
Wanna see you bumpin', baby, bouncin' to the bass

BLACKPINK in your area
뛰어
뛰어",1519,True,0.0222,0.0045,0.0017,0.0082,0.117,0.011,0.0228,0.1453,0.0206,0.0129,0.0056,0.0008,0.0007,0.0644,0.0028,0.0001,0.0015,0.1497,0.0561,0.0069,0.0144,0.0015,0.0096,0.0052,0.0008,0.0135,0.0036,0.1841,unclassified
Adolescent's Orquesta,Virgen,5HCGrYR7g9u2X9Ju83yQLm,es,"Don't pretend I already know everything, I'm older than you
Don't think that with that I'm going to tie myself to your feelings
It's not your first time, I already realized, don't cry anymore, don't be afraid anymore
That's not all in love, don't worry, here I am

Don't think that I am like the one who mocked your innocence
I know that hurt you, let's not talk about it anymore.
But something here failed, and that's what I'm here for.
To talk to you about love

Now surrender, if I cry or tremble it is because of you, love
God sent me to worship you for life.
Feel me, I am the man who dies with you, love
He respects you and was born for you, girl of my life

Like the one who stepped on the rose and thought it withered
And here I was the one chosen to lift you up
I will love you and care for you, and protect you
And I even give you my life

And now surrender, if I cry or tremble it is because of you, love
God commanded me to worship you for life.
Feel me, I am the man who dies with you, love
I do love you and I live for you, my pretty darling.

(I don't care)
 Don't cry anymore, I don't care about your past
(If I love you)
 Forgive me for being late for what God has sent me
(I don't care)
 I will teach you that that is not all in love
(If I love you)
 Your feeling I opened inside and nothing had happened
(I don't care)
 Stop, we are one person
(If I love you)
 If life has so many beautiful things


Teenagers
Don't cry, girl, don't feel like your life is ending
It's not your fault that you fell in love and that they played with your feelings.
Laugh, my life, now begins a new life that awaits us
Laugh

How to avoid it? You run through my veins
(This is how I love you) You are the most beautiful rose, my soul is all yours
(I don't care) Forget that, I really ask you
(If I love you) I am yours, body and soul, body and mind

Teenagers",1797,False,0.3125,0.001,0.0133,0.0115,0.1158,0.1783,0.0083,0.0125,0.0377,0.007,0.0157,0.0025,0.0011,0.0063,0.0049,0.0129,0.0024,0.0131,0.8404,0.0047,0.0294,0.0024,0.0124,0.0021,0.0059,0.0142,0.0019,0.0161,love
"La Combinación Vallenata, Jean Carlos Centeno",Ayer Y Hoy,5HCk7iruzhQ1FbxyS3igmM,unknown,,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unclassified
"Jory Boy, Bad Bunny",No Te Hagas,5hKjEpYrJIJs6uPl7zw6Y6,es,"If you already know who I am
The man who broke you
In all the poses he gave you
Now don't say no, don't do it, yeh-eh
Baby, don't do it (Oh-oh)
If you already know who I am
The man who broke you
That in all the poses he gave you
Now don't say no, don't do it (Don't do it, mommy)
Baby, don't do it to you' (Do-do, mommy; yeh)

Better tell me you miss me
that you are crazy to do it with me
Baby, I know that you love me
Ask me to put it inside your navel
Better tell me you miss me'
That you are crazy to do it with me (Eh)
Baby, I know that you love me
It makes you stupid to listen to my voice (Eh, eh, eh)

Whatever I do, you're not going to forget me (No, no)
You are alone and scoundrel, you are going to think of me (Yeh)
Baby, don't try to fall in love with him (Wuh)
That none of these bastards are going to replace me
I know that you miss how I gave it to you (I gave it to you)
That everything I bought was Gucci or Prada (Gucci or Prada)
I was used to a bitch life (Wuh)
Now he's with that fool who doesn't give you anything (No, no, no)
You are going to be mine forever, I condemned you (Skrr)
You miss this bug like Denise misses René's (Uh)
How JLo misses Marc's (Yeh)
Fucking on the beach, the Phillies in Central Park, yeh

Better tell me you miss me'
that you are crazy to do it with me
Baby, I know that you love me
Ask me to put it inside your navel
Better tell me you miss me
That you are crazy to do it with me (Eh)
Baby, I know that you love me
It makes you sick to hear my voice

(Says, eh, hot)
He's been looking for me for weeks
She's tired of that guy
I told you this was going to happen
You can't replace me anymore, no
'You're desperate, you called me around two o'clock'
He rented a motel in Caguas so that he could be punished
To hell with the boyfriend, I turned on the Lambo and I got to him
She wanted me to rescue her and I took her to the USA

Better tell me you miss me
that you are crazy to do it with me
Baby, I know that you love me
Ask me to put it inside your navel

Yeh, yeh, yeh, yeh, yeh
Bad Bunny, baby
Jory Boy
Young Boss Entertainment
(Tell-tell him, Luian)
Mambo Kingz, Mambo Kingz!, yeah
Trap Kingz, baby
The one with the J, baby
Mera, say it, Goat
Hear This Music, Hear This Music
Mambo Kingz
Ma-Ma-Ma-, Mambo Kingz
Tell me, Luian
Hey
Young Boss",2203,False,0.0023,0.0036,0.0812,0.0862,0.016,0.0417,0.0014,0.0019,0.0114,0.0195,0.0275,0.0076,0.0012,0.0046,0.0034,0.0005,0.0015,0.0044,0.0318,0.0016,0.0041,0.0006,0.006,0.0008,0.0015,0.0357,0.0011,0.6194,neutral
Amazing Show,愛情的大壞蛋,5HVq8nS0pbM6G7YK8M7DY4,zh,"我在情歌的尾奏 落在琴聲的最後
活該今生的罪疚 默哀硬撐著淚流
想要夢見你 重建你 容顏已走遠
在不真實的空間裡好好再愛一遍
Oh, 或許這就是所謂心痛
或許我不曾真的心痛
或許這次我認真了 這次是真的愛了

就當作我是愛情的大壞蛋 不需要你原諒我
背後為你流的淚 就當我自作自受
就因為我是愛情的大壞蛋 愛情的小偷
請忘記我 讓我寂寞

今晚沒夢見你 是因為睡不著
情節像爛電影 而我不是主角
看著剪影出竅 你走遠聽不到
我只能抽著菸 兜著圈 收著淚 又一遍畫夜
我會把你的故事折成紙鶴
讓他飛到銀河
不再唱為你寫的歌 反正你不會聽了
我是真的不愛了


就當作我是愛情的大壞蛋 不需要你原諒我
背後為你流的淚 就當我自作自受
就因為我是愛情的大壞蛋 愛情的小偷
請忘記我 讓我寂寞

我在情歌的尾奏 落在琴聲的最後
活該今生的罪疚 默哀硬撐著淚流
想要夢見你 重建你 容顏已走遠
在不真實的空間裡好好再愛一遍

今晚我摧毀了最美的未曾愛過
儘管我卑微的淚水徹夜碎成敗破
就當我沒愛過 就當我沒愛過
我不配你愛我 我不配你愛我

我會把你的故事折成紙鶴
讓他飛到銀河
就當我沒愛過 就當我沒愛過
我不配你愛我 我不配你愛我",553,True,0.0036,0.0008,0.0018,0.0068,0.0472,0.0013,0.0049,0.0048,0.0012,0.0031,0.0044,0.0023,0.0005,0.0011,0.0012,0.0003,0.0003,0.0005,0.0023,0.0003,0.0035,0.0002,0.012,0.0002,0.0003,0.0018,0.0008,0.9284,neutral
ROA,FANTASÍA,5hWpXZOs7vpz0JD3CIylsb,es,"Mommy, I have a couple of fantasies that only provoke you
I'm going to tell you so that we can fulfill them when we see each other again.
I want to give you aggressive and at the same time very slow
Kiss your moles, your stretch marks, your flaws
Although I don't even know why I said ""defects"", everything about you is perfect

I have a fantasy
To eat you, kiss you, fuck you all day
Even though you're nobody's, baby, you're mine
I know you have your traumas, but trust me, trust me
I have a fantasy
To eat you, kiss you, fuck you all day
Although you are nobody's, baby, you are mine
I know you have your traumas, but trust me, trust me

'I'm a toy addict and I haven't even seen you
I know I have many whores, but I don't feel the same with any of them.
I got lost in your labyrinth
He says that this is not convenient, but I can't get out of you anymore
Tell me, what does it cost to try?
You are mine forever and I say it out loud
Because I'm going to express it
That's my crazy girl, her price is worth more than what I'm worth
Tell me what you do, let's go see each other
I'll come if he wants you to come
I really don't know if it's a mistake
But by mistake it was that I was born
They say that this world is hell
It's obvious that they don't know about you
I will be so lucky
That you feel the same thing that I'm feeling

I have a fantasy
To eat you, kiss you, fuck you all day
Although you are nobody's, baby, you are mine
I know you have your traumas, but trust me, trust me
I have a fantasy
To eat you, kiss you, fuck you all day
Although you are nobody's, baby, you are mine
I know you have your traumas, but trust me, trust me",1560,False,0.0145,0.0006,0.0151,0.032,0.3401,0.0112,0.0172,0.0295,0.0529,0.0035,0.0082,0.0024,0.0003,0.0119,0.0013,0.0003,0.0003,0.0039,0.0721,0.0007,0.0234,0.0008,0.0091,0.0007,0.0003,0.0009,0.0015,0.2139,approval
ARASHI,Love So Sweet,5I6JLJqnZICLvPebTj2YCm,ja,"The moment I realized that it wasn't the mirror or the sun that sparkled, it was you.
Far above those tearful clouds is the smiling moon, another love story
The hurt dreams go beyond yesterday
Sound in the sky, a song of love
Memories forever, a sky I'll never forget, even if we're apart
There will never be another season to meet someone you love like this.
Shining is the best lady, I’m sure my feelings will reach you softly
Believing is everything Love so sweet
From there, I point my hands towards the sky so that I can always see them, and the memories with you spread out
With that stubborn stroke, your hand changed me from being stubborn. Love Story, I started walking.
The two winding journeys
Let's become a rainbow here
Our memories are forever, the dreams we've always chased, even when we're far away
No matter how painful the night, no matter how broken the vow is
Smile and be the last lady, I'm sure your wish will come true
There's no night that won't end Love so sweet
The love that cannot be conveyed
Become a flower and fall on the city
No matter where I am, I feel you here.
Memories forever, a sky I'll never forget, even if we're apart
There will never be another season to meet someone you love like this.
Shining is the best lady, I’m sure my feelings will reach you softly
It's all about believing
There's no night that won't end
Believing is everything Love so sweet",538,False,0.0752,0.0021,0.0037,0.0052,0.0927,0.02,0.0057,0.0023,0.0556,0.0109,0.0062,0.0023,0.0013,0.0093,0.0036,0.0052,0.002,0.0348,0.9462,0.0031,0.0779,0.0032,0.0532,0.0028,0.0054,0.0135,0.0073,0.0185,love
Fleetwood Mac,Landslide,5ihS6UUlyQAfmp48eSkxuQ,en,"I took my love, took it down
I climbed a mountain and I turned around
And I saw my reflection in the snow-covered hills
'Til the landslide brought me down

Oh, mirror in the sky
What is love?
Can the child within my heart rise above?
Can I sail through the changin' ocean tides?
Can I handle the seasons of my life?
Hmm-hmm, hmm-hmm

Well, I've been afraid of changin'
'Cause I've built my life around you
But time makes you bolder
Even children get older
And I'm getting older too


Well, I've been afraid of changin'
'Cause I've built my life around you
But time makes you bolder
Even children get older
And I'm getting older too
Oh, I'm getting older too

Oh-oh, take my love, take it down
Oh-oh, climb a mountain and turn around
And if you see my reflection in the snow-covered hills
Well, the landslide bring it down

And if you see my reflection in the snow-covered hills
Well, the landslide will bring it down
Oh-ohh, the landslide bring it down",985,False,0.0104,0.0035,0.0057,0.0077,0.0653,0.0215,0.2547,0.177,0.0105,0.0158,0.0104,0.009,0.0086,0.0324,0.5562,0.001,0.0052,0.0117,0.3813,0.1498,0.0234,0.0015,0.0759,0.0036,0.0076,0.0355,0.0437,0.0715,fear
Bella Kay,iloveitiloveitiloveit,5IMpnpD0tQVcqWlVIgtAtV,en,"I like being used, it means I have a purpose
It's the little things you do, at least you're being earnest
Oh, maybe I'm too fragile
But maybe you're too mean
I've never been real good at deciphering things

Let's let fate decide
Heads, we go to yours, tails, we go to mine
You're a bad idea
But a real good time

Oh, and I'd be lying if I said I didn't love it, 'cause I do
I'm a couple minutes out from rеlapsing into you, oh, fuck it
Baby, I love it
I love it, I love it, I
I lovе it when we fight, and I like it when you're mean
We don't have to get into what that says about me, oh, shut it
Baby, I love it
I love it, I love it, I

I could tell you the truth, but first you gotta earn it
Don't gotta last 'til the moon, just tell me that I'm perfect
Oh, maybe I'm too easy (Oh, maybe I'm too easy)
But maybe you're too hard (But maybe you're too hard)
I've always been real good at taking it too far

Let's let fate decide
Heads, we go to yours, tails, we go to mine
You're a bad idea
But a real good time

Ooh, I'd be lying if I said I didn't love it, 'cause I do
I'm a couple minutes out from relapsing into you, oh, fuck it
Baby, I love it
I love it, I love it, I
I love it when we fight, and I like it when you're mean
We don't have to get into what that says about me, oh, shut it
Baby, I love it
I love it, I love it, I

(Hmm) I'm a couple minutes out from relapsing
Do you remember the last time this happened?
(Hmm) Baby, relax, sometimes it happens
Baby, relax, sometimes it happens
(Hmm) I'm a couple minutes out from relapsing
Is the key still under the mat?
(Hmm) Can you imagine the last time this happened?
Yeah, I, I loved it, I, I loved it, I

I'd be lying if I said I didn't love it, 'cause I do
I'm a couple minutes out from relapsing into you, oh, fuck it
I only love it 'cause it's you",1860,True,0.0347,0.0071,0.011,0.0155,0.1268,0.0097,0.162,0.0958,0.0117,0.0169,0.0488,0.0052,0.0028,0.0103,0.0061,0.0014,0.0012,0.0247,0.9471,0.0059,0.024,0.0007,0.0251,0.0013,0.0044,0.0082,0.0078,0.0158,love
"JC Reyes, Hades66",BARRIO FINO,5IuFotpjpllXzv7eOLKeqb,es,"Come on, let me put a couple of voices into it'

Pass me the Perco, I'll take medication
Who is going to kill? I do go down and apply it
In the chain it's $200 or something
If the ""paw"" sounds, we live in traffic
I sucked it like I did her, I made her suck
That doesn't hurt, get on, I'll lubricate you
We are a rapper and here I have my gun hooked
You've never seen a shooter with a fanatic'

I brake the van and what I'm going to hear is the AK
I fill you 'and throw', your pockets 'full' 'and bale'
150 come on, don't look here
The packages are packed, your bitch is beautiful
With the ski mask and the Nike Tech
We're going out hunting, you're going to see us
ZaZa to fly, the Jordans on your feet
Enemy that crosses me, knows that I got even (Mera, hey)

Move your ass, bitch (Zorra), I love that
Get well bitch, you're not a saint
Don't give me chatter, I have lean in the Fanta
A dead man in the wood and white sheets
And what do you want? Drugs, fucking with a famous person?
It makes you very badass, just for ticke' and I sew'
I also have an AK, that bastard is beautiful
You jump on the bug, I'm not your husband
I'll put it in you and I'll throw you out, I'll fuck you and I'll take a photo of you'
What you are is a scoundrel who wants for all the broken ones
We left for all of Seville with the glove on the motorcycle
If I catch them in Puerto Rico, the kilo' are Miguel Cotto (Haha!)

Pass me the Perco, I'll take medication
Who is going to kill? I do go down and apply it
In the chain it's $200 or something
If the ""paw"" sounds, we live in traffic
I sucked it like I did her, I made her suck
That doesn't hurt, get on, I'll lubricate you
We are a rapper and here I have my gun hooked up
You've never seen a shooter with a fanatic'

Bitchy, I'll break your toto like I break a kilo
Look at the scales, it looks like a crocodile
I hit that one, like fentanyl
He hits the tecato' in the fine neighborhood

What are you snoring me about, trili? If you don't have
What are you talking to me about, trili? If you can't
(Why are you snoring me, trili? If you don't have one)
(What are you talking to me about, trili? If you can't)

Da!
oh
Hey
Tell me, Yama
Wuh-wuh-wuh
66, son of a bitch
Tell me, JC, the JC
This is the Yama with the Hades with the JC (Haha)
Or the JC, however you want, baby girl (Woh-woh)
Hehe, go easy
Really (Prr), let's leave things like this
You know, mijo (Hehe)
So that they don't have a bad time there (Yah!), ah!
(With the ski mask and the Nike Tech)
(We're going out hunting, you're going to see us)
(ZaZa to fly, Jordans on your feet)
(Enemy that crosses me, knows that I got even)",2417,False,0.1113,0.3941,0.0718,0.064,0.0255,0.0024,0.0062,0.0192,0.0021,0.005,0.0076,0.0087,0.0014,0.005,0.001,0.0003,0.0004,0.023,0.0866,0.0006,0.0042,0.0009,0.0057,0.0005,0.0004,0.0016,0.0017,0.2881,amusement
Willie Colón,Idilio,5iwgEFKEktjBBZV3C9TTZj,es,"I am only encouraged by the divine desire to make you mine
The uncertainty that I am going through destroys me more
It is that the cruel snow of the years makes my body cold
And my patience is already running out for you waiting
And my patience is already running out for you waiting
May I wake you up with kisses at dawn
And may the idyll always last when the night comes
And when the dawn comes full of joy
Your soul and mine merge into one

May I wake you up with kisses at dawn
(May the day surprise us, sweetheart)
And may the idyll always last when the night comes
(The night is just the two of us)
And when the dawn comes full of joy
(Together just you and me)
Your soul and mine merge into one

May I wake you up with kisses at dawn
And may the idyll always last when the night comes
And when the dawn comes full of joy
Your soul and mine merge into one

May I wake you up with kisses at dawn
(May the day surprise us, sweetheart)
And may the idyll always last when the night comes
(The night is just the two of us)
And when the dawn comes full of joy
(Together just you and me)
Your soul and mine merge into one
Your soul and mine merge into one

Dreaming of you, wanting our idyll to come true
Sometimes I go to a corner and stay in the void
Suffering for you, my love, my heart calls you
Dreaming of you, wanting our idyll to come true
And you will see how beautiful love is when you really love it
There is no doubt, there is no resentment
Just one heart that is for both of us

Beautiful Willie Colón!

Dreaming of you, wanting our idyll to come true
Eh, I would wait a thousand years if it were your condition
But time flies, come and calm my passion
Dreaming of you, wanting our idyll to come true
And so, together, feel again that your soul and mine merge
In a hug, a love affair",1881,False,0.0219,0.0006,0.0066,0.0131,0.0534,0.028,0.0154,0.0095,0.1316,0.0758,0.0107,0.0032,0.0014,0.0178,0.0106,0.0008,0.0037,0.0198,0.8188,0.0185,0.0443,0.0018,0.0159,0.0027,0.006,0.0675,0.0059,0.034,love
"Post Malone, Morgan Wallen",I Had Some Help (Feat. Morgan Wallen),5IZXB5IKAD2qlvTPJYDCFB,pt,"You have a lot of courage, don't you, dear?
I only get drunk because you make me do it
You're telling all your friends that I'm crazy
As if I were the only one
Why would you stone them if you
Did you have one or two big wishes?
Living in this big glass house with a beautiful view
I thought you knew that

I had help
It's not like I can make this whole mess on my own
Don't act like you didn't help me pull the bottle off the shelf
I was very involved the whole weekend, if you didn't notice
They say, ""Teamwork makes the dream happen""
Of course I had help (Help)

(Help)

Did you think I would take the blame for us breaking up?
Walk around like you're not to blame for something
You've already lost the game you've been running away from
It feels like it's reaching you, right?
You think you're so innocent
After all the shit you did
I'm not an angel, you're not sent from heaven
I can't get us out of this

I had help
It's not like I can make this whole mess on my own
Don't act like you didn't help me pull the bottle off the shelf
I was very involved the whole weekend, if you didn't notice
They say, ""Teamwork makes the dream happen""
Of course I had help (Help)

(Help)
(Help)
(Help)

It takes two to break a heart in half, ooh
Baby you blame me and baby I blame you
Aw, if that's not the truth (Oh)

I had help
It's not like I can make this whole mess on my own
Don't act like you didn't help me pull the bottle off the shelf
I was very involved the whole weekend, if you didn't notice
They say, ""Teamwork makes the dream happen""
Of course I had help (Help)

(Help)
(Help)
(Help)",1869,False,0.0145,0.0005,0.0532,0.3392,0.0459,0.0166,0.0267,0.0678,0.006,0.2008,0.1993,0.0058,0.0028,0.0014,0.0018,0.0005,0.0014,0.0012,0.0013,0.0025,0.0189,0.0008,0.0093,0.0011,0.0019,0.0112,0.0021,0.164,annoyance
"Ariana Grande, The Weeknd",Love Me Harder,5J4ZkQpzMUFojo1CtAZYpn,en,"Tell me somethin' I need to know
Then take my breath and never let it go
If you just let me invade your space
I'll take the pleasure, take it with the pain

And if in the moment, I bite my lip
Baby, in that moment, you'll know this is
Somethin' bigger than us and beyond bliss
Give me a reason to believe it

'Cause if you want to keep me
You gotta, gotta, gotta, gotta
Got to love me harder
And if you really need me
You gotta, gotta, gotta, gotta
Got to love me harder (Lo-love me harder)

Ooh-ooh-ooh-ooh
Love me, love me, love me
Ooh-ooh-ooh-ooh
Harder, harder, harder

I know your motives and you know mine
The ones that love me, I tend to leave behind
If you know about me and choose to stay
Then take this pleasure and take it with the pain

And if in the moment, you bite your lip
When I get you moaning, you know it's real
Can you feel the pressure between your hips?
I'll make it feel like the first time

'Cause if you want to keep me
You gotta, gotta, gotta, gotta
Got to love me harder (I'ma love you harder, hey!)
And if you really need me
You gotta, gotta, gotta, gotta
Got to love me harder (Love me, baby, love me; Lo-love me harder)

Ooh-ooh-ooh-ooh
Love me, love me, love me
Ooh-ooh-ooh-ooh
Harder, harder, harder (Oh)
Ooh-ooh-ooh-ooh
Love me, love me, love me
Ooh-ooh-ooh-ooh
Harder, harder, harder (You gotta love me harder)

So what do I do if I can't figure it out? (Figure it out)
You got to try, try, try again, yeah (Woah, woah)
So what do I do if I can’t figure it out? (Figure it out)
I’m gonna leave, leave, leave again

'Cause if you want to keep me (Hey!)
You gotta, gotta, gotta, gotta
Got to love me harder (I'ma love you, love you, love)
And if you really need me (Ooh)
You gotta, gotta, gotta, gotta
Got to love me harder (Got to love me, baby)
'Cause if you want to keep me (Hey)
You gotta, gotta, gotta, gotta
Got to love me harder (Love me harder)
And if you really need me
You gotta, gotta, gotta, gotta (I'ma do it, do it, do it)
Got to love me harder (I'ma love you harder, hey!)

Ooh-ooh-ooh-ooh
Love me, love me, love me (Love me)
Ooh-ooh-ooh-ooh
Harder, harder, harder (Boy, you gotta love me, love me, baby)
Ooh-ooh-ooh-ooh
Love me, love me, love me (Just a little bit harder, harder, baby)
Ooh-ooh-ooh-ooh
Harder, harder, harder",2274,False,0.0154,0.0025,0.0131,0.0099,0.0432,0.0313,0.0103,0.0455,0.0178,0.0037,0.0051,0.0028,0.0007,0.0119,0.0031,0.0032,0.0008,0.0145,0.9368,0.002,0.0188,0.0005,0.0053,0.0007,0.0017,0.0047,0.0025,0.0435,love
Yorushika,だから僕は音楽を辞めた,5j7ixaLeGTGSv4DzKs0pCM,la,"​

Kangaetatte wakaranaishi
Aozora no shita kimi o matta
Kaze ga fuita shougo
Hirusagari o nukedasu souzou
No, kore kara dou narun darou ne
Susume kata osowaranainda yo
Kimi no me o mita
Nanimo jezu boku wa aruita


Kangaetatte wakaranaishi
Seishun nate tsumaranaishi
Yameta hazu no piano, tsukue o hiku kuse ga nukenai
No, shourai nani shiteru darou ne
Ongaku wa shite naito ii ne
Komaranaide yo

Kokoro no naka ni hitotsu sen o hiite mo
Doushite mo kienakatta ima sara nanda kara
Naa, mou omoidasu na

Machigatterun da yo
Wakattenai yo
Between nine months
Hontou mo ai mo sekai mo
Kurushisa mo jinsei mo
Dou demo ii yo
Tadashii ka dou ka shiritai no datte bouei honnou da
Kangaetanda, do not give yourself before

Kangaetatte wakaranai ga
Hontou ni toshi oitakuninda
Itsuka Shindaratte
Omou dake de mune ga karappo ni narunda
Shourai nanishiteru darou tte
Otona ni nattara wakatta yo
Nanmo shitenai sa

Shiawase na kao
Shita hito ga nikui no wa
Dou warikittara ii nda
Mitasarenai atama no oku no
Bakemono mitai na rettoukan

Machigattennai yo na
Nanda ka nda antara ningen da
Ai mo sukui mo yasashisa mo
Konkyo ga nai nante
Kimi ga warui yo
Rabusongu nanka ga itai
No datte boe honnou da
Dou demo ii ka
Do not give yourself an entrance

Kangaetatte wakaranaishi
Ikiteru dake demo kurushiishi
Ongaku to ka mou karanaishi
Kashito ka tekitou demo ii yo
I will give you a demo
Machigattennai darou
Machigattennai yo na
Machigattennai yo na

Machigatterunda yo
Wakatterunda antara ningen mo
Hontou mo ai mo sukui mo
Yasashisa mo jinsei mo
Give me a demo
Tadashii kotae ga yenai
No datte boe honnou da
I will give you a demo
Anta no seida

(Aaah) Boku datte shinnen ga atta
Ima ja gomi mitai na omoi da
Nando demo kimi o kaita
Ureru koto koso ga dou demo yokatta nda
Hontou da hontou na nda
Mukashi wa sou given
Dakara boku wa
Dakara boku wa
Ongaku o yameta",1807,False,0.002,0.002,0.0029,0.0109,0.0151,0.0011,0.0023,0.0012,0.0008,0.0041,0.0153,0.0028,0.0008,0.0012,0.0013,0.0009,0.0004,0.0011,0.0009,0.0003,0.0017,0.0003,0.0064,0.0003,0.0003,0.0019,0.0008,0.9621,neutral
