region,spotify_uri,artist,title,original_lang,dominant_emotion,emotion_love,emotion_angst,emotion_joy,emotion_heartbreak,emotion_empowerment,emotion_party,emotion_despair,emotion_hope,emotion_nostalgia,emotion_solitude,emotion_passion,emotion_relaxing
Taiwan,46V2ciN6F5bxjQWityNhkY,LNGSHOT,Moonwalkin',ko,angst,0.4608,0.9025,0.483,0.2204,0.6353,0.3594,0.4332,0.5068,0.6777,0.3255,0.6948,0.377
Taiwan,4wJ5Qq0jBN4ajy7ouZIV1c,"ROSÉ, Bruno Mars",APT.,en,party,0.7633,0.6723,0.5805,0.1776,0.7834,0.9404,0,0.55,0.1471,0.1206,0.9135,0.1387
Taiwan,55d0jw269HE9pbOt5ntCo8,G.E.M.,多遠都要在一起,zh,love,0.9659,0.7854,0.3241,0.8355,0.654,0.3632,0.1706,0.6923,0.8311,0.4534,0.8111,0
Taiwan,5Sib99jpYybZAicUMETb3h,Joker Xue,演员,zh,love,0.9468,0.2554,0.2156,0.3473,0.5347,0.104,0.1996,0.4137,0.155,0,0.286,0.263
Taiwan,5jAmIkIpskwu2hRz2YaEHi,张远,嘉賓,zh,love,0.8929,0.5586,0.1302,0.4825,0.5987,0.3188,0.3363,0.4838,0.2797,0.6493,0.217,0
Taiwan,4ecdsGz3Hg6TKPwQ0ZOdJz,CORTIS,FaSHioN,ko,empowerment,0.2607,0.3746,0.5486,0,0.931,0.3253,0,0.704,0.4063,0,0.5503,0.1598
Taiwan,3yWuTOYDztXjZxdE2cIRUa,Taylor Swift,Opalite,en,nostalgia,0.635,0.8074,0.5136,0.8291,0.6212,0.3798,0.4662,0.4489,0.8707,0.6506,0.6564,0.2416
Taiwan,6OAUhxFZzaRHHC8XiuIkvb,A-Mei Chang,人質,unknown,unclassified,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan,7qjZnBKE73H4Oxkopwulqe,sombr,back to friends,en,angst,0.4331,0.9119,0,0.863,0.2656,0.143,0.6766,0.1248,0.8931,0,0.8196,0
Taiwan,1MUZitHRpmng5NevrvNx4T,BABYMONSTER,DRIP,en,passion,0.76,0.917,0.8715,0.1762,0.9827,0.7225,0,0.9524,0.6705,0.652,0.9959,0
Taiwan,0BkBM5rY934yzHViRhd8Em,Richael Liu,两三句,unknown,unclassified,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan,6sGIMrtIzQjdzNndVxe397,Olivia Dean,So Easy (To Fall In Love),en,love,0.9767,0.2349,0.6937,0,0.8763,0.5108,0,0.8132,0.8234,0.4068,0.8627,0.6982
Taiwan,5miH0BWhRVTvHAwmnoeyXH,"Jay Chou, A-Mei Chang",不該,unknown,unclassified,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan,2Dd9EXYXI2NNrLG61OtWQv,Sam Lee,手放開,zh,heartbreak,0.8857,0.9083,0,0.9687,0,0,0.6521,0,0.864,0.9346,0.7471,0
Taiwan,59hVbgr8rfYkDbHfr8RcGI,Kenshi Yonezu,IRIS OUT,ja,love,0.9884,0.9422,0.4259,0.9422,0.2703,0,0.2672,0,0.1401,0,0.9605,0
Taiwan,3f0OEJd7mlPNhmH3fUOrqy,CORTIS,"Mention Me - From The Movie ""GOAT""",en,angst,0.2317,0.9569,0,0.6397,0.6588,0.1617,0.648,0,0.4659,0.5423,0.8176,0.379
Taiwan,1b5IRT3iraxjHOsKZx93sW,F.I.R.,月牙灣,zh,love,0.9749,0.341,0,0.7821,0.3451,0,0,0,0.869,0.8717,0.6541,0.2016
Taiwan,7so0lgd0zP2Sbgs2d7a1SZ,"Lady Gaga, Bruno Mars",Die With A Smile,en,love,0.9794,0.929,0.1561,0.917,0.5149,0.8332,0.3927,0,0.6315,0,0.9631,0
Taiwan,1aKvZDoLGkNMxoRYgkckZG,ILLIT,Magnetic,ko,passion,0.9594,0.9234,0.7461,0,0.839,0.5507,0,0.6555,0.252,0,0.966,0
Taiwan,4flk8ZgDFry6o2t0SdKsnB,PIZZALI,做我的初戀,unknown,unclassified,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan,1lcBt7LoEikqYmhUoa2cez,ROSÉ,number one girl,en,solitude,0.8808,0.9228,0.2554,0.5786,0.8248,0.2422,0.5069,0.7723,0.2477,0.9902,0.8664,0.116
Taiwan,2DcmVSLAg0ZzfOQxDshZHY,A-Lin,給我一個理由忘記,unknown,unclassified,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan,73eCSQ1DxQbaOnzy8PhKx3,David Tao,就是愛妳,en,joy,0.9729,0.491,0.9869,0.4854,0.9516,0.666,0.486,0.9321,0.5645,0.4899,0.9058,0.7222
Taiwan,6Mmdzst5fLkrKjhdkGhLpe,Joker Xue,其实,zh,love,0.9703,0.4328,0.3352,0.6917,0.8273,0.2476,0.2251,0.2723,0.1238,0.8659,0.6113,0.7746
Taiwan,2Jox8DFhnUpJZJWLsVAsAR,DIOR 大穎,人的這一生,unknown,unclassified,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan,6jYiHr12NVKLzn0X7K8aSK,Hearts2Hearts,FOCUS,en,passion,0.8541,0.85,0.8714,0,0.7413,0.3895,0.4458,0.4697,0.5048,0.2316,0.8782,0.1257
Taiwan,1zFuSla4RQ5qAJwDIQYixW,Silence Wang,像晴天像雨天（电视剧《难哄》心动曲）,unknown,unclassified,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan,0L7R4dmkwk46DEZgqx1fF7,Amazing Show,偷偷愛,zh,angst,0.7452,0.923,0,0.9099,0.1704,0,0.534,0,0.8558,0.7019,0.5296,0.1012
Taiwan,3vJIaiTIHxHhYafTSPNiH4,"Disney, Shakira",Zoo,en,party,0.9413,0.2584,0.9346,0,0.9389,0.9652,0,0.6081,0.6146,0,0.9432,0
Taiwan,3NNDJfWMGHuNpvHWTImmlW,Fish Leong,慢冷,zh,passion,0.8245,0.8888,0,0.9331,0.1061,0,0,0,0.5609,0.9686,0.9719,0
Taiwan,72OVnXDzugvrCU25lMi9au,WeiBird,"如果可以 - 電影""月老""主題曲",unknown,unclassified,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan,5DH8nF7aWoXXg5Sm3gjCWD,Ronghao Li,"不將就 (電影""何以笙簫默""片尾曲)",unknown,unclassified,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan,1sUjTLLCJzcxC15GUBrOlg,aespa,Rich Man,en,joy,0.3818,0.5085,0.9092,0.2001,0.8885,0.4458,0.1267,0.5695,0.4121,0.4682,0.6849,0.4116
USA,5y2ijHECwFYWqcAHKTZgzD,Bruno Mars,Risk It All,en,passion,0.9434,0.5866,0.2861,0,0.9001,0.382,0,0.5861,0,0.2084,0.9706,0
USA,1DwscornXpj8fmOmYVlqZt,"PinkPantheress, Zara Larsson",Stateside + Zara Larsson,en,angst,0.7197,0.9593,0.1476,0.6735,0.7401,0.3152,0.6431,0.939,0.5062,0.3201,0.8587,0.1022
USA,65DbTqJKhbwqYbZ1Okr0rc,Ella Langley,Choosin' Texas,en,heartbreak,0.8633,0.9209,0.419,0.9879,0.7374,0.2171,0.8838,0,0.9423,0.9828,0.9409,0.1562
USA,6f68Ac5tt5BQOpwr0BV9oN,Bruno Mars,I Just Might,en,heartbreak,0.6779,0.7982,0.1486,0.9105,0.747,0.4936,0.369,0.3083,0.1876,0,0.6694,0
USA,3sK8wGT43QFpWrvNQsrQya,Bad Bunny,DtMF,es,passion,0.8705,0.7411,0.7961,0.5457,0.7136,0.3917,0,0.6442,0.5967,0,0.8821,0.1165
USA,1qbmS6ep2hbBRaEZFpn7BX,Olivia Dean,Man I Need,en,empowerment,0.8202,0.8056,0.4927,0.2884,0.8903,0.5223,0.1998,0.8102,0.6573,0.3549,0.7909,0.1715
USA,7yNf9YjeO5JXUE3JEBgnYc,Dominic Fike,Babydoll,en,angst,0.5863,0.9297,0.1665,0.8637,0.5046,0.1004,0.8253,0.296,0.7517,0.8165,0.6221,0.1329
USA,3B4cjvGlPvyBLNG3AzEgkZ,Don Toliver,E85,en,love,0.9959,0.8405,0.9218,0.4997,0.5974,0.2176,0,0.9466,0.8189,0,0.9736,0.1148
USA,6sGIMrtIzQjdzNndVxe397,Olivia Dean,So Easy (To Fall In Love),en,love,0.9767,0.2349,0.6937,0,0.8763,0.5108,0,0.8132,0.8234,0.4068,0.8627,0.6982
USA,2lTm559tuIvatlT1u0JYG2,Bad Bunny,BAILE INoLVIDABLE,es,party,0.9417,0.8987,0.4153,0.9632,0.6729,0.9892,0.6286,0.2942,0.9,0.7879,0.9381,0.1534
USA,1IHWl5LamUGEuP4ozKQSXZ,Bad Bunny,Tití Me Preguntó,es,angst,0.8508,0.9544,0.1479,0.9504,0.5628,0.4194,0.8624,0.1173,0.4877,0.3797,0.7436,0
USA,5TFD2bmFKGhoCRbX61nXY5,Bad Bunny,NUEVAYoL,es,nostalgia,0.6064,0.7417,0.8949,0,0.8672,0.8919,0,0.5258,0.9602,0.5319,0.816,0.5768
USA,6QletrrmpkUpeJkipX9pgf,Bruno Mars,Cha Cha Cha,en,party,0.9085,0.9394,0.5088,0,0.9095,0.9854,0.1917,0.9817,0.8103,0,0.9567,0
USA,3qhlB30KknSejmIvZZLjOD,Djo,End of Beginning,en,nostalgia,0,0.8807,0,0.952,0,0,0.3827,0,0.9656,0.2533,0.2833,0
USA,0FlcmZ13DGRmscCroro9GO,Don Toliver,Body,en,love,0.9831,0.9018,0.6961,0,0.8606,0.715,0,0.2406,0.6261,0,0.9787,0.221
USA,1sVBT215CDmVJvfy1E2OCU,Bruno Mars,God Was Showing Off,en,empowerment,0.88,0,0.8005,0,0.9495,0.3384,0,0.7094,0.5983,0,0.7743,0.1806
USA,7ogpGbKc4Io6NCU6ydxXwZ,Alex Warren,FEVER DREAM,en,angst,0.9064,0.9793,0,0.9727,0.513,0.1821,0.9699,0.8022,0.8652,0.8603,0.9338,0
USA,2RkZ5LkEzeHGRsmDqKwmaJ,Alex Warren,Ordinary,en,love,0.9969,0.8005,0.9183,0.5757,0.8266,0.2422,0.8434,0.8303,0.3657,0,0.9705,0
USA,6J5kc12BW5HuP3d7C3vvx8,Bad Bunny,EoO,es,nostalgia,0.5536,0.5489,0.6187,0.1103,0.7441,0.4569,0.1006,0.3754,0.9593,0.1305,0.8692,0.21
USA,5IMpnpD0tQVcqWlVIgtAtV,Bella Kay,iloveitiloveitiloveit,en,love,0.9585,0.9247,0.5607,0.4247,0.599,0.3723,0.1235,0.121,0.7119,0.1624,0.9298,0.8662
USA,003vvx7Niy0yvhvHt4a68B,The Killers,Mr. Brightside,en,angst,0.6755,0.9566,0,0.9198,0.7035,0.4234,0.7923,0.43,0.2603,0.2595,0.9275,0
USA,7tICCrK3CcyRFKza7yrR0z,sombr,Homewrecker,en,heartbreak,0.87,0.9136,0,0.9412,0.5159,0.4234,0.5152,0.2845,0.6067,0,0.7979,0
USA,7qjZnBKE73H4Oxkopwulqe,sombr,back to friends,en,angst,0.4331,0.9119,0,0.863,0.2656,0.143,0.6766,0.1248,0.8931,0,0.8196,0
USA,1CPZ5BxNNd0n0nF4Orb9JS,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast",Golden,en,solitude,0.7577,0.8753,0.7564,0.7683,0.9651,0.4731,0.4223,0.9405,0.7286,0.9975,0.894,0.221
USA,53iuhJlwXhSER5J2IYYv1W,Taylor Swift,The Fate of Ophelia,en,heartbreak,0.8548,0.926,0.4806,0.9754,0.9567,0.6143,0.7167,0.6854,0.8006,0.9483,0.8998,0
USA,0ofHAoxe9vBkTCp2UQIavz,Fleetwood Mac,Dreams,en,nostalgia,0.4123,0.8891,0.1324,0.9637,0.862,0.3342,0.7968,0.2164,0.9655,0.949,0.7772,0.1948
USA,3Ac4AjYkqsvop2ydbSAhTX,Bruno Mars,Why You Wanna Fight?,en,heartbreak,0.985,0.9836,0.568,0.9886,0.8626,0.6529,0.9219,0.9344,0.9549,0.5917,0.9691,0
USA,05CjWFAcAlY6O9po6Qwakk,Ella Langley,Be Her,en,passion,0.7067,0.7165,0,0.5418,0.4463,0.2603,0.149,0,0.3235,0.4841,0.8753,0
USA,2A22iI0x4EYAVXNpKPhNEM,Ella Langley,weren't for the wind,en,other,0.4387,0.8744,0,0.636,0.1103,0,0.3233,0,0.8464,0.5065,0.5543,0
USA,1myZ6GQewhAzMH2dKtKSWK,Bruno Mars,Dance With Me,en,hope,0.9819,0.8166,0.7134,0.5139,0.8056,0.7512,0,0.9891,0.9571,0,0.9528,0.5841
USA,7aLndReanHBzpTGE5Am9H8,Luke Combs,Be By You,en,nostalgia,0.9504,0.5622,0.6318,0,0.4745,0,0,0.918,0.986,0,0.9437,0.5897
USA,4gfrYDtaRmp6HPvN80V2ob,Morgan Wallen,I Got Better,en,angst,0.8564,0.9037,0.6852,0.8806,0.8466,0.3987,0.7136,0.6949,0.8623,0.2654,0.7067,0.5863
USA,55lijDD6OAjLFFUHU9tcDm,RAYE,WHERE IS MY HUSBAND!,en,passion,0.807,0.9248,0.4645,0.7864,0.8518,0.4548,0.7885,0.5919,0.8256,0.9302,0.9579,0
USA,4i4BVY2JiH4mDSLIBdNGKD,Bruno Mars,On My Soul,en,love,0.9892,0.853,0.7585,0.7813,0.8886,0.3925,0.158,0.8764,0.6472,0.108,0.9461,0.2217
USA,70LcF31zb1H0PyJoS1Sx1r,Radiohead,Creep,en,heartbreak,0.1046,0.9218,0,0.9357,0.2036,0,0.6494,0,0.7632,0.1294,0.629,0
USA,6Qyc6fS4DsZjB2mRW9DsQs,The Goo Goo Dolls,Iris,en,heartbreak,0.9086,0.822,0.1849,0.9385,0.3309,0.2006,0.4034,0,0.701,0.5517,0.8995,0
USA,7cjoZVmWe2xsGR4wcXiV2v,Lil Uzi Vert,What You Saying,en,other,0.8631,0.8116,0.4836,0.2473,0.796,0.4653,0.2078,0.4928,0.3048,0.3963,0.885,0
USA,2gYTC8DsplN3RNdpdBcCOQ,SIENNA SPIRO,Die On This Hill,en,love,0.9514,0.8208,0.5098,0.8136,0.7511,0.3027,0.6327,0.5806,0.4697,0.8611,0.7717,0.2609
USA,1rIKgCH4H52lrvDcz50hS8,Zara Larsson,Lush Life,en,heartbreak,0.8825,0.4089,0.5462,0.9562,0.6246,0.6817,0,0.1519,0.7328,0.2327,0.9183,0.1973
USA,58ge6dfP91o9oXMzq3XkIS,Arctic Monkeys,505,en,nostalgia,0.5678,0.8857,0.1045,0.7745,0.1814,0,0,0,0.9038,0,0.7974,0.2395
USA,0cQVqPuHQP4KEwc7ZUQmj6,The Neighbourhood,Sweater Weather,en,love,0.9371,0.5033,0.2308,0.1304,0.6877,0.1303,0.1102,0.1641,0.4602,0.7644,0.8851,0.4111
USA,3yWuTOYDztXjZxdE2cIRUa,Taylor Swift,Opalite,en,nostalgia,0.635,0.8074,0.5136,0.8291,0.6212,0.3798,0.4662,0.4489,0.8707,0.6506,0.6564,0.2416
USA,77zqs8ucHCSk5jh9TYec4b,Noah Kahan,The Great Divide,en,angst,0.2297,0.6289,0,0.4643,0.3823,0,0.4394,0.4222,0.2914,0.3792,0.4654,0
USA,0myRViRgmQ3J8izICXEAVO,She & Him,I Thought I Saw Your Face Today,en,nostalgia,0.9788,0.4932,0.4776,0.5901,0.6718,0.124,0,0.3116,0.9795,0.1398,0.9309,0.3147
USA,0eaVIYo2zeOaGJeqZ5TwYz,Don Toliver,No Pole,en,angst,0.3381,0.9535,0.1493,0.8797,0.5278,0.3398,0.9131,0.248,0.4554,0.7509,0.5003,0
USA,0PV4VQCmE6Ujssr1bnswdF,Bruno Mars,Something Serious,en,love,0.9668,0.8192,0.176,0.5119,0.9063,0.1647,0.3287,0.6037,0.1595,0,0.8795,0
USA,05od2qm2MTSKCHxy1GBp5W,sombr,12 to 12,en,love,0.9843,0.8962,0.3537,0.9359,0.6196,0.6016,0.727,0.4107,0.5559,0.3001,0.8481,0.1406
USA,7so0lgd0zP2Sbgs2d7a1SZ,"Lady Gaga, Bruno Mars",Die With A Smile,en,love,0.9794,0.929,0.1561,0.917,0.5149,0.8332,0.3927,0,0.6315,0,0.9631,0
USA,0Sq6JK9kyC4MQa3KrJj5CB,Bruno Mars,Nothing Left,en,solitude,0.9632,0.9496,0.1873,0.9768,0.726,0.2094,0.9053,0.6729,0.8563,0.9833,0.8877,0
USA,5ViLKrbyL3HD6wsq3AB9eI,Dominic Fike,White Keys,en,heartbreak,0.1285,0.9647,0,0.9701,0,0,0.5476,0,0.7498,0.1361,0.309,0
USA,03tqyYWC9Um2ZqU0ZN849H,"Waka Flocka Flame, Roscoe Dash, Wale",No Hands (feat. Roscoe Dash & Wale),en,passion,0.1946,0.8842,0.3356,0,0.847,0.5641,0.1598,0.2229,0.4584,0.2605,0.9089,0.2499
USA,3pAVk6Ydn0dcGpG8gDyxSJ,"BigXthaPlug, Ella Langley",Hell At Night (feat. Ella Langley),en,heartbreak,0.4763,0.9461,0,0.9966,0.148,0.1574,0.7978,0.8779,0,0.1596,0.6682,0
USA,1VOSSXuWRcBj2rpfxNdX9v,Whiskey Myers,Broken Window Serenade,en,heartbreak,0.8503,0.5244,0,0.9415,0.3901,0,0.6892,0,0.6217,0.1054,0.3082,0
USA,6LxSe8YmdPxy095Ux6znaQ,Drake,Headlines,en,passion,0.1254,0.7836,0.1664,0,0.6611,0.3572,0.1731,0.3105,0.2172,0.5552,0.9164,0
USA,312z6PZ8wwREck8613PkJk,Olivia Dean,A Couple Minutes,en,love,0.9853,0.8732,0.4034,0.9517,0.7966,0.3412,0.2502,0.9825,0.9615,0,0.8177,0.4581
USA,2BwO5K8Q7EPAJSGze3AAh9,Sabrina Carpenter,Manchild,en,angst,0.4798,0.9651,0.2315,0.8875,0.6757,0.4086,0.804,0.4441,0.4949,0.4209,0.5854,0
USA,0KKkJNfGyhkQ5aFogxQAPU,Bruno Mars,That's What I Like,en,love,0.92,0.2866,0.8207,0,0.872,0.553,0,0.6937,0.5346,0.1271,0.5158,0.7265
USA,2QGVKiAGTa1YcDqPMhAzF7,"Mac Miller, Empire Of The Sun",The Spins,en,empowerment,0.669,0.6956,0.2601,0.3309,0.8545,0.8382,0.1131,0.58,0.2607,0,0.8325,0
USA,4WFgvKVfEhb3IUAFGrutTR,Ravyn Lenae,Love Me Not,en,passion,0.879,0.9541,0.1042,0.9329,0.3757,0.295,0.829,0.293,0.52,0,0.9561,0.1002
USA,6dOtVTDdiauQNBQEDOtlAB,Billie Eilish,BIRDS OF A FEATHER,en,love,0.9797,0.8511,0.3611,0.8613,0.5001,0.1269,0.439,0.2772,0.7265,0.8431,0.9261,0
USA,21IYMdzTrzSe191Cy5eMap,Gigi Perez,Sailor Song,en,hope,0.875,0.6128,0.5353,0.2671,0.8104,0.163,0,0.9293,0.3511,0,0.8979,0.2282
USA,0eAuGrXyGFYwur9ARUe7LJ,Malcolm Todd,Earrings,en,love,0.9691,0.8681,0,0.9514,0.1201,0,0.6794,0.2126,0.1755,0.7113,0.5196,0
USA,2CGNAOSuO1MEFCbBRgUzjd,"Kendrick Lamar, SZA",luther (with sza),unknown,unclassified,0,0,0,0,0,0,0,0,0,0,0,0
USA,3siwsiaEoU4Kuuc9WKMUy5,The Marías,No One Noticed,en,solitude,0.8159,0.9157,0.2037,0.9153,0.8295,0.4099,0.9298,0.708,0.5574,0.9948,0.7604,0.4632
USA,554qQSs9lpRVq6TlaaiIKT,EsDeeKid,4 Raws,en,angst,0,0.9742,0,0.1682,0.3785,0.4204,0.4381,0.1185,0.2646,0,0.6141,0
USA,7B3BwNecBhKvNwSMOOl7Gk,Addison Rae,Fame is a Gun,en,love,0.9802,0.7185,0.7286,0.9627,0.7711,0.3713,0.1576,0.4846,0.409,0.2167,0.8877,0
USA,4KULAymBBJcPRpk1yO4dOG,"Zach Bryan, Kacey Musgraves",I Remember Everything (feat. Kacey Musgraves),ja,heartbreak,0.7062,0.8358,0,0.9821,0.5296,0.2805,0.6258,0,0.9408,0,0.6241,0.2894
USA,2d8JP84HNLKhmd6IYOoupQ,Fetty Wap,Trap Queen,en,passion,0.5035,0.6507,0.4915,0,0.8929,0.5171,0,0.4434,0.644,0.2595,0.9128,0.4987
USA,6K4t31amVTZDgR3sKmwUJJ,Tame Impala,The Less I Know The Better,en,heartbreak,0.9433,0.9332,0,0.9808,0.4228,0.2585,0.9277,0.2149,0.3056,0,0.6411,0
USA,1zi7xx7UVEFkmKfv06H8x0,"Drake, Wizkid, Kyla",One Dance,tr,empowerment,0.7431,0.7428,0.1554,0.6537,0.8942,0.4139,0.4157,0.4445,0.4685,0.3619,0.7285,0
USA,7gF2mPcjipv2hLGHY7bi17,"White Noise Radiance, Rain Sounds","Rain Sounds for Sleeping, Pt. 06 (Continuous No Gaps)",unknown,unclassified,0,0,0,0,0,0,0,0,0,0,0,0
USA,7AeM1BGYM7emrqmQn1PuWv,Morgan Wallen,I'm The Problem,en,love,0.9791,0.8781,0,0.923,0.2944,0.3561,0.6468,0,0.2475,0.1146,0.668,0
USA,59D4DOkspUbWyMmbAPQkxZ,Bad Bunny,VOY A LLeVARTE PA PR,es,empowerment,0.2833,0.8187,0.4292,0.3169,0.9244,0.6251,0.1404,0.4609,0.6787,0.4697,0.9149,0.1632
USA,4jyyma8YdFC4S4llusSFRu,Brent Faiyaz,butterflies.,en,love,0.9916,0.7449,0.5372,0.1657,0.8715,0.4169,0.2248,0.9799,0.1663,0,0.9035,0
USA,6DH13QYXK7lKkYHSU88N48,Daniel Caesar,Who Knows,en,angst,0.8299,0.9279,0.2101,0.8558,0.4827,0.1359,0.2247,0.406,0.8316,0.2412,0.5974,0.3559
USA,3GCdLUSnKSMJhs4Tj6CV3s,"Kendrick Lamar, SZA","All The Stars (with SZA) - From ""Black Panther: The Album""",en,hope,0.5306,0.4838,0,0.4537,0.1628,0.1853,0.3409,0.7878,0.1969,0,0.4726,0
USA,68Dni7IE4VyPkTOH9mRWHr,J. Cole,No Role Modelz,en,other,0.368,0.6167,0,0.6257,0.3103,0.1246,0.4516,0.4527,0.4948,0.3767,0.3484,0
USA,1NXbNEAcPvY5G1xvfN57aA,Tame Impala,Dracula,en,hope,0.917,0.8913,0.1875,0.7162,0.51,0.2218,0.4091,0.9708,0.8624,0.646,0.9054,0
USA,3xkHsmpQCBMytMJNiDf3Ii,Benson Boone,Beautiful Things,en,love,0.9097,0.8894,0.3246,0.7035,0.6914,0.3096,0.4388,0.7875,0.4249,0.2339,0.69,0.2141
USA,6393yGahSJ9slVdOwSxOVR,Chappell Roan,Pink Pony Club,en,angst,0.8029,0.9391,0.3616,0.5149,0.8481,0.7843,0,0.3464,0.7448,0,0.8949,0
USA,7eqoqGkKwgOaWNNHx90uEZ,Frank Ocean,Nights,en,angst,0,0.9408,0,0.6653,0.3955,0.2932,0.823,0.4748,0.767,0.2422,0.6102,0
USA,33iv3wnGMrrDugd7GBso1z,Lit,My Own Worst Enemy,en,angst,0,0.9124,0,0.7735,0.3466,0.5501,0.8353,0,0.3227,0.7585,0.6993,0
USA,0FIDCNYYjNvPVimz5icugS,"The Weeknd, Playboi Carti",Timeless (feat Playboi Carti),tr,angst,0.493,0.9712,0,0.943,0.3939,0.2284,0.6057,0,0.7479,0,0.9017,0
USA,5IZXB5IKAD2qlvTPJYDCFB,"Post Malone, Morgan Wallen",I Had Some Help (Feat. Morgan Wallen),pt,heartbreak,0.3059,0.9031,0,0.933,0.6645,0.4548,0.5818,0.1741,0,0,0.6175,0
USA,3cZajhyr8LmtPfHZ9296tj,"Disco Lines, Tinashe",No Broke Boys,en,angst,0.1363,0.9401,0,0.908,0.7953,0.1104,0.7263,0,0,0.9112,0.6496,0
USA,3WMj8moIAXJhHsyLaqIIHI,Zach Bryan,Something in the Orange,en,angst,0.3379,0.9361,0,0.8924,0.2554,0,0.8458,0,0.8511,0.1289,0.6516,0
USA,7D0RhFcb3CrfPuTJ0obrod,Coldplay,Sparks,en,heartbreak,0.89,0.872,0.1244,0.9349,0.5147,0.1072,0.5013,0.3707,0.5449,0.2396,0.7554,0
USA,5UWwZ5lm5PKu6eKsHAGxOk,Foo Fighters,Everlong,en,heartbreak,0.4825,0.8869,0,0.9032,0.128,0,0.8947,0,0.5972,0.1063,0.6973,0
USA,17phhZDn6oGtzMe56NuWvj,Teddy Swims,Lose Control,en,heartbreak,0.4637,0.9696,0,0.9816,0.2032,0.3641,0.881,0,0,0.724,0.937,0
USA,2UikqkwBv7aIvlixeVXHWt,Chris Stapleton,You Should Probably Leave,en,passion,0.6354,0.9138,0,0.7336,0.1566,0.1524,0.2871,0,0,0,0.9417,0
USA,7ghKr0pCYyPPyp7t1FH8k4,Childish Gambino,Les,en,angst,0.3059,0.8577,0,0.57,0.2138,0.1702,0.629,0.4929,0.1759,0.2888,0.3389,0
USA,5mCPDVBb16L4XQwDdbRUpz,Drake,Passionfruit,en,passion,0.449,0.9889,0,0.8439,0.197,0.8855,0.8959,0,0.3954,0.6391,0.9914,0.1007
USA,2gam98EZKrF9XuOkU13ApN,"Nelly Furtado, Timbaland",Promiscuous,de,relaxing,0.5026,0.7178,0.1491,0,0.6557,0.4438,0,0.4227,0,0.4791,0.5303,0.9097
USA,5TRPicyLGbAF2LGBFbHGvO,"Kanye West, Dwele",Flashing Lights,es,angst,0.603,0.9801,0,0.8745,0.3084,0.5343,0.4917,0,0.929,0.2828,0.7398,0
USA,5e9TFTbltYBg2xThimr0rU,Fleetwood Mac,The Chain - 2004 Remaster,en,angst,0.4593,0.995,0,0.9667,0.2347,0,0.9887,0,0.8875,0.9694,0.9007,0.6473
USA,5ihS6UUlyQAfmp48eSkxuQ,Fleetwood Mac,Landslide,en,heartbreak,0.9035,0.9572,0,0.976,0.3477,0,0.663,0,0.5195,0.1894,0.7957,0
USA,1Jo0Zg7XlrA6z0mFTZVdkn,Rihanna,Don't Stop The Music,en,passion,0.9295,0.9108,0.7159,0,0.9408,0.9308,0,0.5032,0.7858,0.1106,0.9858,0.2655
USA,0WbMK4wrZ1wFSty9F7FCgu,Chappell Roan,"Good Luck, Babe!",en,heartbreak,0.6956,0.912,0.1521,0.9407,0.404,0.2783,0.394,0.1231,0.4043,0,0.8113,0.2802
USA,5g7sDjBhZ4I3gcFIpkrLuI,Bruno Mars,Locked out of Heaven,en,hope,0.8981,0.744,0.6347,0,0.8342,0.2135,0,0.9206,0.425,0,0.9091,0.1396
USA,1JSTJqkT5qHq8MDJnJbRE1,The Police,Every Breath You Take,en,heartbreak,0.9504,0.9686,0.1769,0.9902,0.6797,0.6257,0.9458,0.2521,0.8456,0.8749,0.9243,0
Colombia,569xAmXCkpM3IsEOiG4hWe,"Kenny Die, Blessd, Kris R., Sebas",Ultra Complicado (feat. Sebas) - Remix,es,nostalgia,0.4458,0.4089,0.348,0,0.4784,0.1818,0,0.1474,0.6275,0.3567,0.5867,0
Colombia,4ATzrqMF84B9iSCGUUqfTT,"Topboy TGR, Kzadores",MÁS DE AHÍ,es,angst,0,0.9164,0,0.6682,0.3652,0.1011,0.8197,0,0.1604,0,0.2556,0
Colombia,2T6BBNQW4t81x2ddqWrGzs,Yeison Jimenez,Se Acabó,es,love,0.9942,0.4145,0.9709,0.9605,0.8934,0.9214,0,0.2579,0.6756,0.1707,0.7049,0.9139
Colombia,10B0cONtHL7b8hdMRE2Du6,"Blessd, Anuel AA, Kris R., Young Fatty, CARABIN3, GeezyDee, TURY","BUENOS DIAS (feat. Tury, GeezyDee, CARABIN3)",es,passion,0.7745,0.7691,0.4547,0.2772,0.752,0.349,0,0.2677,0.5994,0.5046,0.854,0.1095
Colombia,5q2JbCNi4FcnglgPfxcV65,"Anuel AA, Daddy Yankee, Zion & Lennox, Farruko, Wisin",Sola (Remix),es,heartbreak,0.6892,0.9291,0.3512,0.9545,0.6658,0.5227,0.7038,0.3658,0.7671,0.8515,0.8819,0.1956
