artist,title,spotify_uri,lyrics,original_lang,length
"B.o.B, Bruno Mars",Nothin' on You (feat. Bruno Mars),59dLtGBS26x7kc0rHbaPrq,"Lindas garotas em todo o mundo, eu podia seguir
Mas meu tempo seria desperdiçado
Elas não são nada comparadas à você, amor
Nada contra você, amor
Elas podem dizer ""Oi"", e eu poderia dizer ""Olá""
Mas você não deve se preocupar, com o que dizem
Porque elas não são nada contra você, amor (Sim)
Nada contra você, amor
Na-na-na nada contra você, amor, na-nada contra você, ha
Sim

Eu sei que você sente de onde eu venho (De)
Independentemente do que fiz no meu passado (Fiz)
A maioria foi realmente só por pura diversão (Diversão)
Em um carrossel, só fiquei girando (Girando)
Sem direção, apenas tentando ganhar alguma coisa (Alguma?)
Indo atrás de saias, vivendo sob o sol do verão (Sol)
E assim eu perdi mais do que eu já tinha ganhado (Ganhado)
E honestamente, eu acabei sem nada (Hein?)

É tamanho absurdo, está na minha consciência
Estou pensando ""talvez eu devesse tirar""
E eu não quero soar redundante, mas eu estava pensando
Se houvesse algo que você queira saber (Que você queira saber)
Mas não importa, devemos deixar para lá (Devemos deixar para lá)
Porque nós não queremos ser um episódio de TV (Episódio de TV)
E todos os maus pensamentos, deixem para lá (Lá, lá, lá, lá, hein)

Lindas garotas em todo o mundo, eu podia seguir
Mas meu tempo seria desperdiçado
Elas não são nada comparadas à você, amor
Nada contra você, amor
Elas podem dizer ""Oi"", e eu poderia dizer ""Olá""
Mas você não deve se preocupar, com o que dizem
Porque elas não são nada contra você, amor (Sim)
Nada contra você, amor
Na-na-na nada contra você, amor, na-nada contra você, ha
Sim

Mãos para baixo, nunca haverá outra (não)
Eu estive andando por aí, e eu nunca vi outra
(nunca)
Porque o seu estilo, eu realmente não sou nada perto
(nada)
E você fica selvagem quando não veste nada (Haha)
Baby você é o pacote completo
Além disso, você paga seus impostos
E você fica na real, enquanto as outras só fantasiam
Minha Mulher Maravilha, me chame de Sr. Fantástico
Pare, agora pense nisso

Eu fui para Londres, eu fui a Paris
Fui até bem longe, Tóquio
De volta para casa, na Geórgia, em Nova Orleans
Mas você sempre rouba a cena
E assim como essa menina, você me paralisou
Como um de Nintendo 64
Se você nunca soube bem, agora você sabe, sabe


Aonde quer que eu vá, sempre ouço o seu nome
E não importa onde eu estou, menina você me faz querer
Cantar
Quer seja um ônibus, avião, carro ou trem
Não penso em mais ninguém, você é a única a ser culpada


Sim
E é assim que fazemos
E eu vou só deixar esse passeio
B. o. B
E Bruno Mars",pt,2504
SZA,Snooze,4iZ4pt7kvcaH6Yo8UoZ4s2,"Ooh
I think I know

I'll touch that fire for you
I do that three, four times again, I testify for you
I told that lie, I'd kill that bitch
I do what all of them around you scared to do, I'm not
Long as you juggin' out here for me, I got it
Mobbin', schemin', lootin', hide your bodies
Long as you dreamin' 'bout me, ain't no problem
I don't got nobody, just with you right now
To tell the truth, I look better under you

I can't lose when I'm with you
How can I snooze and miss the moment?
You just too important
Nobody do body like you do
I can't lose when I'm with you
I can't just snooze and miss the moment
You just too important
Nobody do body like you do, you do

In a droptop ride with you, I feel like Scarface (Scarface)
Like that white bitch with the bob, I'll be your main one (Your main one)
Lеt's take this argument back up to my place (My placе)
Sex remind you I'm nonviolent, I'm your day one (Day one)
We ain't have shit yet, it was magic, yeah
Smash and grab shit, yeah
Nasty habits take a hold when you not here
Ain't a home when you not here
Hard to grow when you not here, I'm sayin'

I can't lose when I'm with you
How can I snooze and miss the moment?
You just too important
Nobody do body like you do
I can't lose when I'm with you
How can I snooze and miss the moment?
You just too important
Nobody do body like you do, you do

Main one ridin'
How you frontin' on me and I'm the main one tryin'?
How you blame it on me and you the main one lyin'?
How you threatenin' to leave and I'm the main one cryin'?
Just tryna be your everything
Main one ridin'
How you frontin' on me and I'm the main one tryin'?
How you blame it on me and you the main one lyin'?
How you threatenin' to leave and I'm the main one cryin'?

I can't lose when I'm with you (Like you, like you)
How can I snooze and miss the moment? (Like you)
You just too important
Nobody do body like you do
I can't lose when I'm with you (Like you)
How can I snooze and miss the moment? (Like you)
You just too important
Nobody do body like you do, you do

Nah, nah, nah, nah
I think I know, woah
See, no, I can't lose, oh
I think I know, oh",en,2122
Ed Sheeran,Perfect,0tgVpDi06FyKpA1z0VMD4v,"I found a love for me
Oh, darlin', just dive right in and follow my lead
Well, I found a girl, beautiful and sweet
Oh, I never knew you were the someone waitin' for me

'Cause we were just kids when we fell in love
Not knowin' what it was
I will not give you up this time
But, darlin', just kiss me slow
Your heart is all I own
And in your eyes, you're holdin' mine

Baby, I'm dancin' in the dark with you between my arms
Barefoot on the grass while listenin' to our favourite song
When you said you looked a mess, I whispered underneath my breath
But you heard it, ""Darlin', you look perfect tonight""

Well, I found a woman stronger than anyone I know
She shares my dreams, I hope that, someday, I'll share her home
I found a love to carry more than just my secrets
To carry love, to carry children of our own

We are still kids, but we're so in love
Fightin' against all odds
I know we'll be alright this time
Darlin', just hold my hand
Be my girl, I'll be your man
I see my future in your eyes

Baby, I'm dancin' in the dark with you between my arms
Barefoot on the grass while listenin' to our favourite song
When I saw you in that dress, lookin' so beautiful
I don't deserve this, darlin', you look perfect tonight

No, no, no
Mm, no, no

Baby, I'm dancin' in the dark with you between my arms
We're barefoot on the grass, oh, listenin' to our favourite song
I have faith in what I see, now I know I have met
An angel in person and she looks perfect
I don't deserve this, you look perfect tonight",en,1501
OneRepublic,Counting Stars,2tpWsVSb9UEmDRxAl1zhX1,"Lately, I been, I been losin' sleep
Dreamin' about the things that we could be
But, baby, I been, I been prayin' hard
Said, ""No more countin' dollars, we'll be countin' stars
Yeah, we'll be countin' stars""

I see this life like a swingin' vine
Swing my heart across the line
In my face is flashin' signs
Seek it out and ye shall find

The old, but I'm not that old
Young, but I'm not that bold
And I don't think the world is sold
On just doin' what we're told

I feel somethin' so right doin' the wrong thing
And I feel somethin' so wrong doin' the right thing
I couldn't lie, couldn't lie, couldn't lie
Everything that kills me makes me feel alive

Lately, I been, I been losin' sleep
Dreamin' about the things that we could be
But, baby, I been, I been prayin' hard
Said, ""No more countin' dollars, we'll be countin' stars""
Lately, I been, I been losin' sleep
Dreamin' about the things that we could be
But, baby, I been, I been prayin' hard
Said, ""No more countin' dollars, we'll be, we'll be countin' stars"", yeah

I feel your love, and I feel it burn
Down this river, every turn
""Hope"" is our four-letter word
Make that money, watch it burn

Old, but I'm not that old
Young, but I'm not that bold
And I don't think the world is sold
On just doin' what we're told

And I feel somethin' so wrong doin' the right thing
I couldn't lie, couldn't lie, couldn't lie
Everything that drowns me makes me wanna fly

Lately, I been, I been losin' sleep
Dreamin' about the things that we could be
But, baby, I been, I been prayin' hard
Said, ""No more countin' dollars, we'll be countin' stars""
Lately, I been, I been losin' sleep
Dreamin' about the things that we could be
But, baby, I been, I been prayin' hard
Said, ""No more countin' dollars, we'll be, we'll be countin' stars""

Oh, take that money, watch it burn
Sink in the river the lessons I learned
Take that money, watch it burn
Sink in the river the lessons I learned
Take that money, watch it burn
Sink in the river the lessons I learned
Take that money, watch it burn
Sink in the river the lessons I learned

Everything that kills me makes me feel alive

Lately, I been, I been losin' sleep
Dreamin' about the things that we could be
But, baby, I been, I been prayin' hard
Said, ""No more countin' dollars, we'll be countin' stars""
Lately, I been, I been losin' sleep
Dreamin' about the things that we could be
But, baby, I been, I been prayin' hard
Said, ""No more countin' dollars, we'll be, we'll be countin' stars""

Take that money, watch it burn
Sink in the river the lessons I learned
Take that money, watch it burn
Sink in the river the lessons I learned
Take that money, watch it burn
Sink in the river the lessons I learned
Take that money, watch it burn
Sink in the river the lessons I learned",en,2754
Cigarettes After Sex,Apocalypse,1oAwsWBovWRIp7qLMGPIet,"You leapt from crumbling bridges watching cityscapes turn to dust
Filming helicopters crashing in the ocean from way above

Got the music in you, baby, tell me why
Got the music in you, baby, tell me why
You've been locked in here forever and you just can't say goodbye

Kisses on the foreheads of the lovers wrapped in your arms
You've been hiding them in hollowed out pianos left in the dark

Got the music in you, baby, tell me why
Got the music in you, baby, tell me why
You've been locked in here forever and you just can't say goodbye

Your lips, my lips
Apocalypse
Your lips, my lips
Apocalypse
Go and sneak us through the rivers
Flood is rising up on your knees
Oh, please
Come out and haunt me, I know you want me
Come out and haunt me

Sharing all your secrets with each other since you were kids
Sleeping soundly with the locket that she gave you clutched in your fist

Got the music in you, baby, tell me why
Got the music in you, baby, tell me why
You've been locked in here forever and you just can't say goodbye
You've been locked in here forever and you just can't say goodbye

Oh, when you're all alone
I will reach for you
When you're feeling low
I will be there too",en,1184
Bruno Mars,Talking to the Moon,161DnLWsx1i3u1JT05lzqU,"I know you're somewhere out there, somewhere far away
I want you back, I want you back
My neighbors think I'm crazy, but they don't understand
You're all I had, you're all I had

At night when the stars light up my room
I sit by myself

Talkin' to the moon
Tryna get to you
In hopes you're on the other side talkin' to me, too
Or am I a fool who sits alone
Talkin' to the moon?
Oh

I'm feeling like I'm famous, the talk of the town
They say I've gone mad, yeah, I've gone mad
But they don't know what I know, 'cause when the sun goes down
Someone's talkin' back, yeah, they're talkin' back, oh

At night when the stars light up my room
I sit by myself

Talkin' to the moon
Tryna get to you
In hopes you're on the other side talkin' to me, too
Or am I a fool who sits alone
Talkin' to the moon?

Oh-oh, oh-oh, oh-oh
Do you ever hear me callin'?
Oh-oh (Oh-oh-oh), oh-oh (Oh-oh-oh)
Oh-oh

'Cause every night, I'm talkin' to the moon
Still tryna get to you
In hopes you're on the other side talkin' to me, too
Or am I a fool who sits alone
Talkin' to the moon?
Oh

I know you're somewhere out there, somewhere far away",en,1114
"JISOO, ZAYN",EYES CLOSED (with ZAYN),4WFfPxJv1KRekG6mxn837K,"10/1
Chloe Hotline - ""Beauflex""
Drexthejoint - ""Freeze Up"" ft. CEH Poke
ISADORA - ""Pecera ☾""
Lil King - ""More Adderalls""
LynnStarr - ""Don't Let the Robots Dance""
mermaidonmars - ""Ease""
Molec - ""Вече знам (Veche znam)""
Murda Beatz, Babyface Ray & Big Sean - ""Hood Politics""
RMC Mike - ""Right Now""
Saint Avangeline - ""Carolina Creature""
Skrilla - ""Kurt Angle""
Skullcrusher - ""Living""
10/2
Calboy - ""Cry Bout That""
Danny L Harle - ""Azimuth""
George Clinton - ""Make It Fun-K""
HEALTH - ""Vibe Cop""
Kane Brown - ""Unspoken""
10/3
1Up Tee & Babyfxce E - ""You Know""
Adri Torrón & Omar Koonze - ""¿quién te lo dijo?""
AFROJACK & Aloe Blacc - ""In My World""
Alexandra Stan & ACNATRO - ""Ya Halmi (Acnatro Rеmix)""
Alison Wonderland - ""XTC""
Ashnikko - ""Wet Like"" ft. COBRAH
BENEE - ""Undеrwater""
BigWalkDog - ""Safety""
Blxst - ""Aye Girl""
CeeLo Green - ""Rest Of Your Life""
Cynthia Erivo - ""Everytime You Go Away (From the Documentary ""John Candy: I Like Me"")""
Coi Leray & Shoreline Mafia - ""Act Like You Know""
Danny L Harle - ""Azimuth""
DDG & PlaqueBoyMax - ""no dreads""
Dermot Kennedy - ""Melodies (From the Netflix Series ""Nobody Wants This"" Season 2)""
Dierks Bentley - ""IYKYK""
Ed Sheeran - ""Camera (Unplugged)""
Ella Red - ""Aphrodite""
FattMack - ""IRL""
for KING & COUNTRY & Taylor Hill - ""World on Fire""
Gabby Barrett - ""Ain't Supposed To Be""
Gary LeVox & Akon - ""Hold The Umbrella (Party Mix)""
​genesis fawn - ""Ditch Babe""
​genesis fawn - ""Vile""
HeadHuncho Amir - ""YOU THE BIGGEST""
Hit-Boy & The Alchemist - ""Business Merger""
Icewear Vezzo - ""You ain't never""
Jason Derulo - ""Who Hurt You""
Joey Trap - ""POUR SOME MORE""
Josh Groban - ""The Constant""
Justine Skye - ""YAP""
Lainey Wilson & Bing Crosby - ""Let It Snow! Let It Snow! Let It Snow!""
Lane Gang Wells - ""Trapper Of The Year"" ft. Hustleman Quise
Latbiu Hookt - ""ESCAPE""
Latbiu Hookt - ""Past.Few.Days""
Lauren Spencer Smith - ""Thick Skin""
lilbootycall - ""¡ai yai yai! (spn my head rght rnd)""
Mickey Guyton - ""Sugar Cookie""
Nathan Oswalt - ""MAKE UP YOUR MIND""
Noah Cyrus & Stephen Wilson Jr. – ""If There's A Heaven""
Reba McEntire - ""(Your Love Is Like A) Heat Wave""
Shy Glizzy - ""Athlete"" ft. G Herbo
Sigala, Leigh-Anne & Jonita Gandhi - ""Hello""
SZN4 - ""Back to Me""
Taylor Swift - ""The Fate of Ophelia""
Victoria Justice - ""Love Zombie""
Walk off the Earth & Ryan Mack - ""Where Would I Be?""
Your Stepdad - ""U SPITTIN'""
Yungeen Ace - ""Lord I Need You""
Zhang Ye, Steve Aoki & Rosie Darling - ""Where Do We Go""
10/6
Gizwop - ""Thuggin""
The Format - ""Holy Roller""
10/7
The Belair Lip Bombs - ""Back Of My Hand""
10/8
Babyfxce E - ""Real Flex""
G Herbo - ""What U Want"" ft. Jeremih
10/9
Allie X - ""Reunite""
Oklou - ""viscus"" ft. FKA twigs
Rockout Danny - ""Dumb or Something""
Rockout Danny - ""tried to Love""
TINI - ""Una Noche Más""
10/10
1900Rugrat - ""Chicken Member"" ft. BabyTron
A Boogie wit da Hoodie - ""Part Of Me""
AJ Vitanza - ""2 MUCH 2 SAY""
Alemeda & Doechii - ""Beat A B!tch Up""
Alessia Cara & Julia Michaels - ""Nighttime Thing""
BENEE - ""What""
Big Boogie - ""Toot It Up""
CEO Trayle - ""Drink & Drive""
David Guetta, Teddy Swims, Tones & I - ""Gone Gone Gone""
FINNEAS - ""Palomino""
Finesse2Tymes - ""Loyalty Ova Love""
Grace VanderWaal - ""High""
HAIM & Bon Iver - ""Tie you down""
Heembeezy - ""Break On You""
Holly Hebe - ""Strobe Lights""
JISOO & ZAYN - ""EYES CLOSED""
Joey Trap - ""GO UP""
Jon McLaughlin - ""Not There Yet""
Jordan Davis - ""Bar None (Alt. Version)""
Kodak Black & Chance the Rapper - ""Still Get Chanel""
Madonna - ""Right On Time (Original Demo Edit)""
Madison Beer - ""bittersweet""
Man-Made Sunshine - ""I Have More Than One Soul""
Melissa Etheridge - ""Don't You Want A Woman""
MexikoDro - ""Remy""
panicbaby - ""Claw Marks (Omnichord Version)""
Paul Oakenfold & Mr. Belt & Wezol - “Starry Eyed Surprise” ft. Shifty
Pixie Lott - ""Coming Of Age (Acoustic)""
RaeLynn - “Fall Together”
Robbie Williams - ""Pretty Face""
Sadie Jean - ""Move On First""
Samu Haber - ""Good Boy""
Shakira - ""Zoo""
Shayne Ward - ""Through The Night""
Skylar Grey - ""Glorious, Pt. 2""
SleazyWorld Go - ""The Torch""
Theia - ""My Sister's Hands In Mine"" ft. Jolie Holland
Tin Tin - ""Tantrum"" ft. TNSXORDS
W.i.S.H. - ""Desi Girl""
Whitney Peyton & Insane Clown Posse - ""Dark Side""
10/11
Jiah - ""Mic Check""
10/12
DeeBaby - ""Blue Pill, Red Pill""
Gorillaz - ""The Manifesto"" ft. Trueno & Proof
10/13
Jackboy - ""Free Sig""
Rod Wave - ""Leavin""
10/14
Alekset - Патрик (Patrick)
Black Fortune & SleazyWorld Go - ""Hot""
Calboy - ""Living Wrong""
DeeBaby - ""Boobie Trap at 9am""
Fall Out Boy - ""It Feels Like Christmas""
Haley Gosserand - ""Stereotype""
IXXXY - ""gone for good""
Joji - ""PIXELATED KISSES""
Wale & BNYX® - ""Mirroronnabenz""
WILD - ""When the Sun Comes Up""
10/15
Anna von Hausswolff - ""Struggle With the Beast""
HoneyKomb Brazy - ""Fish & Grits""
HWASA - ""Good Goodbye""
RNB.FOEMOB - ""Bad Bad Bad""
10/16
5 Seconds of Summer - “Boyband”
Charlie Puth - ""Changes""
Icewear Vezzo - ""Party On The 6""
Juan Duque - ""Flow Diferente""
Lil Mariko - ""Mid Dick""
Lil Kee - ""30 Days""
Maluma & Maisak - ""Un Polvito +""
Sammy Johnson, Dinah Jane & Fia - ""Backstroke"" ft. DJ Flict
Trap Dickey & Baby Kia - ""Swish""
10/17
ADÉLA - ""DeathByDevotion (Devault Remix)""
Alan Walker & Elley Duhé - ""Moonshine""
Alesso & SACHA - ""Destiny""
Anne-Marie - ""MORE DEPRESSED (STRIPPED)""
Bay Swag - ""Cafe Regal""
Ben Rector - ""This Town""
BigWalkDog - ""For the Money""
Bon Jovi & Robbie Williams - ""We Made It Look Easy""
BossMan Dlow - ""Check Callin""
BossMan Dlow & OJ da Juiceman - ""Big Dawg Status""
Brandi Carlile - “Church & State”
Calvin Harris & Jessie Reyez - ""Ocean (Marlon Hoffstadt Remix)""
Chlöe - ""Keep Watching""
Dan + Shay - ""Back to December""
David Archuleta & Esteman - ""Crème Brulée (Bilingual Version)""
Dee Mula - ""Da Backseat""
Ed Sheeran - ""Symmetry (Remix)"" ft. Karan Aujla
Ella Langley - ""Choosin' Texas""
El Snappo - ""Aquafina""
Grimes - ""Artificial Angels""
Joey Trap - ""THROWED OFF""
KSHMR & Sam Feldt - ""Pretender""
Ladytron - ""I See Red""
Lane Gang Wells - ""Knock Off""
Lauren Jauregui - ""Ego""
Leigh-Anne - ""Dead and Gone""
lilbootycall & Damian Milo - ""/.\ i wana find it insid me, 2 forgiv yu (without u) ~ ☆""
Loose Threads, Umair, Smino & Kenny Mason - ""No Syringe""
Melanie C - ""Sweat""
Mike Williams & Philip Strand - ""All My Life (In My Heart)""
Mimi Webb - ""You Don't Look At Me The Same (Live)""
Mon Rovîa - ""Field Song.""
Muni Long - “Delulu”
Natalia Natalia & Frank Lucas - ""DESAMARRAR""
Ninja Sex Party - ""Zombie Handjob""
Olga Lucía Vives - ""Pensar al revés""
RICHJAY$ - ""Bitches In Miami""
Sam Fender & Elton John - ""Talk To You""
Sara Baroni - ""Your Eyes""
Shordie Shordie - ""Passaway""
Skrilla & Lil Yachty - ""Rich Sinners""
T-Pain - ""Club Husband""
Thomas Rhett & Niall Horan - “Old Tricks”
Veeze - ""Signed A Napkin""
Wee2Hard & Yung Pape - ""ARP""
Willa Ford - “Burn Burn”
XO - ""Real Friends""
Your Stepdad - ""Clique-ish""
10/20
Eartheater - ""8""
Jackboy - ""In God's Hands""
10/21
Drexthejoint - ""RapperK""
Fox BD - ""My Unkles""
IXXXY - ""let you go""
VonOff1700 - ""Seen First""
10/22
ALT BLK ERA - ""Okay (Cyber Racing)""
Big Ro6 - ""Life Of A Victim""
DeeBaby - ""Pourin Up Dat Raw""
DeeBaby - ""Of course, WTF""
Jay Montana - ""That's Law""
Jiah - ""Who U Callin?""
TINI - ""Down""
10/23
5 Seconds of Summer - “Telephone Busy”
Calboy - ""Wild Talk""
Chuckyy - ""Speak No Englo""
LIBERTY ABSTRACT ART - ""DANCE DANCE DANCE*""
Lil Baby & G Herbo - ""All On Me""
Selena Gomez - ""In The Dark""
TwoTone - ""Jordans""
10/24
1Up Tee - ""On P""
22nd Jim, Lil Bean & Lil Yee - ""Cash Shit""
Aerosmith & YUNGBLUD - ""My Only Angel (Desert Road Version)"" ft. Steve Martin
AJ Vitanza - ""SLOW IT DOWN""
Anne-Marie & Lauren Spencer Smith - ""DEPRESSED""
Bad Company & The Pretty Reckless - ""All Right Now""
CEO Trayle & Romano - ""Flea Flickin""
Chrissy Chlapecka - ""Apollo""
David Archuleta - “Christmas in California”
David Guetta, Teddy Swims & Tones and I - ""Gone Gone Gone (Done Done Done) ""
deadmau5 - ""Ameonna""
Doodie Lo - ""Accept It""
Dumar 1k - ""Kutt Water""
Ely Oaks & Elle King - “Ex’s & Oh’s”
Em Beihold - “Scared of the Dark”
Gabby Barrett - “Where Are You Christmas”
Gareth & Joss Stone - ""Look What Your Lovin’s Done To Me""
LE SSERAFIM - ""SPAGHETTI"" ft. j-hope
Lewis Capaldi - “Almost”
Madonna - ""Human Nature (Howie Tee New Edit)""
Manu Manzo - ""MANDALA""
MARTIN (Xavier Martin) - ""The Gold Things""
Megan Moroney - ""Beautiful Things""
Megan Thee Stallion - ""LOVER GIRL""
Mike Posner & YDG - ""Please Don't Go""
Miley Cyrus - “Maybe It’s”
Mira Taylor - ""Charlotte""
Moneybagg Yo & G Herbo - ""Feet On Land""
Mumford & Sons & Hozier - ""Rubber Band Man""
Olivia Ruby - ""fridge light""
Olly Murs - “Run This Town”
Robin Schulz & Sigala - ""AM To PM"" ft. Zoe Wees
Sadie Jean - ""Know You Forever""
Tee Grizzley - ""Voicemail"" ft. Rod Wave
Tyla - ""CHANEL""
Welshly Arms - ""Glorious""
Willie Nelson - ""Christmas Love Song""
10/25
Lil Baby, YTB Fatt & YFN Lucci - ""Plenty""
10/26
Lil Zay Osama - ""6K""
10/27
Florence + the Machine - ""Sympathy Magic""
ROSALÍA, Björk & Yves Tumor - ""Berghain""
10/28
HoodRich Pablo Juan - ""First Day Out""
Rowdy Racks - ""Lean With It""
10/29
FattMack - ""I Admit It""
Rio Da Yung OG & RMC Mike - ""Back Again / Liquor Store""
RNB.FOEMOB - ""Once In A While""
10/30
Anna Von Hausswolff - ""Aging Young Women"" ft. Ethel Cain
Baby Bugs - ""Wishing for Wounds""
Big Time Rush - “Blow Your Speakers Out”
Fredo Bang - ""Really Red""
Jessie J – ""H.A.P.P.Y""
Krisko - ""Доброто Старо Време""
Maria Becerra & XROSS - ""JOJO""
Mercy Necromancy - ""I Won't Live to Tell You What I Know""
Reneé Rapp - ""Lucky (from Now You See Me: Now You Don’t)""
10/31
Alexandra Stan & Guz - ""Vacay""
Cash Cash & Hayley Kiyoko - ""Sadness""
Diana Vickers - “Pretty Boys”
Dimension & Karen Harding - ""Guardian Angel""
Ed Sheeran - ""Camera (CYRIL Remix)""
Freya Ridings - ""Wicker Woman""
Hot Shade & Mike Perry - ""What Do You Love""
Insane Clown Posse - ""Dead Bodies""
IRIS - ""Birth From Exile""
IXXXY - ""go ahead (feat. M1MI)""
Lee Brice - “Killed the Man”
Mika - “Modern Times”
Orville Peck - “Drift Away”
Mitchell Tenpenny - “Therapy”
Russell Dickerson - ""Happen to Me (Remix)"" ft. Jonas Brothers
Sleeq - ""Tunnelvisie""
Sub Focus & Grimes - ""Entwined""
yaev - ""TTM""
Zach Campbell - ""Vertigo""",ru,10014
"王赫野, 姚晓棠",最后一页 - Live,0ahuxmprOO8tfKpG5Sgkt2,,unknown,0
Malcolm Todd,Earrings,0eAuGrXyGFYwur9ARUe7LJ,"Her love is in your head
You lost your earrings in her bed
You couldn't tell her that you lost 'em
'Cause you're scared and you're not talking
So you think of what to say
Then save it for another day
'Cause you just never had the heart
Now they just drift further apart

From you, oh
From you, oh
From you, oh
From you, oh

Her love is in your head
You lost your earrings in her bed
You couldn't tell her that you lost 'em
'Cause you're scared and you're not talking
So you think of what to say
Then save it for another day
'Cause you just never had thе heart
Now they just drift further apart

(From you, oh) Extra, еxtra, read all about it
Malcolm's in his feelings and he can't get out of it
(From you, oh) Extra, extra, read all about it
Malcolm's in his feelings and he can't get out of it
(From you, oh) Extra, extra, read all about it
Malcolm's in his feelings and he can't get out of it
(From you, oh) Extra, extra, read all about it
Malcolm's in his feelings and he can't get out of it

From you, oh
From you, oh

(From you, oh) Extra, extra, read all about it
Malcolm's in his feelings and he can't get out of it
(From you, oh) Extra, extra, read all about it
Malcolm's in his feelings and he can't get out of it
Can't get out of it, can't get out of it

Okay, well, I hope you like my mixtape",en,1303
"Justin Bieber, Nicki Minaj",Beauty And A Beat,6QFCMUUq1T2Vf5sFUXcuQ7,"Yeah
Young Money
Nicki Minaj
Justin, rrr

Show you off
Tonight, I wanna show you off (Ayy, ayy, ayy)
What you got
A billion could've never bought (Ayy, ayy, ayy)

We gonna party like it's 3012 tonight
I wanna show you all the finer things in life
So, just forget about the world, we young tonight
I'm coming for ya, I'm coming for ya

'Cause all I need
Is a beauty and a beat
Who can make my life complete
It's all (All) 'bout you
When the music makes you move
Baby, do it like you do
'Cause all—


Body rock
Girl, I can feel your body rock (Ayy, ayy, ayy)
Take a bow
You're on the hottest ticket now, ooh (Ayy, ayy, ayy)

We gonna party like it's 3012 tonight
I want to show you all the finer things in life
So just forget about the world, we young tonight
I'm coming for ya, I'm coming for ya

'Cause all I need
Is a beauty and a beat
Who can make my life complete
It's all (All) 'bout you
When the music makes you move
Baby, do it like you do (Uh, uh)
'Cause all—

I-I-I-I-In time, ink lines
B-B-Bitches couldn't get on my incline
World tours, i-i-it's mine
Ten little letters on a big sign
Justin Bieber
You know I'ma hit 'em with the ether
Buns out, wiener
But I gotta keep an eye out for Selener (Ow, ow)
B-b-beauty, beauty and the beast
Beauty from the East
Beautiful confessions of the priest
Beast, beauty from the streets
Beat will get deceased
Every time beauty on the beat eats
Body rock, oh (Yeah, yeah, yeah, yeah)
I wanna feel your body rock (Let's go, let's go, frr)

'Cause all I need (All I need is love)
Is a beauty and a beat
Who can make my life complete (Oh, oh, oh, oh-woah)
It's all 'bout you (All I need is you)
When the music makes you move
Baby, do it like you do (Do)
'Cause all—",en,1707
Arctic Monkeys,I Wanna Be Yours,5XeFesFbtLpXzIVDNQP22n,"I wanna be your vacuum cleaner
Breathin' in your dust
I wanna be your Ford Cortina
I will never rust
If you like your coffee hot
Let me be your coffee pot
You call the shots, babe
I just wanna be yours

Secrets I have held in my heart
Are harder to hide than I thought
Maybe I just wanna be yours

I wanna be yours
I wanna be yours
Wanna be yours
Wanna be yours
Wanna be yours

Let me be your 'leccy meter
An' I'll never run out
Let me be the portable heater
That you'll get cold without
I wanna be your setting lotion (Wanna be)
Hold your hair in deep devotion (How deep?)
At least as deep as the Pacific Ocean
I wanna be yours

Secrets I have held in my heart
Are harder to hide than I thought
Maybe I just wanna be yours

I wanna be yours
I wanna be yours
Wanna be yours
Wanna be yours
Wanna be yours
Wanna be yours
Wanna be yours
Wanna be yours
Wanna be yours
Wanna be yours

I wanna be your vacuum cleaner (Wanna be yours)
Breathin' in your dust (Wanna be yours)
I wanna be your Ford Cortina (Wanna be yours)
I will never rust (Wanna be yours)
I just wanna be yours (Wanna be yours)
I just wanna be yours (Wanna be yours)
I just wanna be yours (Wanna be yours)",en,1165
Harry Styles,As It Was,4Dvkj6JhhA12EX05fT7y2e,"Come on, Harry, we wanna say goodnight to you

Holdin' me back
Gravity's holdin' me back
I want you to hold out the palm of your hand
Why don't we leave it at that?
Nothin' to say
When everything gets in the way
Seems you cannot be replaced
And I'm the one who will stay, oh-oh-oh

In this world, it's just us
You know it's not the same as it was
In this world, it's just us
You know it's not the same as it was
As it was, as it was
You know it's not the same

Answer the phone
""Harry, you're no good alone
Why are you sitting at home on the floor?
What kind of pills are you on?""
Ringin' the bell
And nobody's coming to help
Your daddy lives by himself
He just wants to know that you're well, oh-oh-oh

In this world, it's just us
You know it's not the same as it was
In this world, it's just us
You know it's not the same as it was
As it was, as it was
You know it's not the same

Go home, get ahead, light-speed internet
I don't wanna talk about the way that it was
Leave America, two kids follow her
I don't wanna talk about who's doin' it first

(Hey)
As it was
You know it's not the same as it was
As it was, as it was",en,1124
