spotify_uri,language,lyrics_en
JOHN WYSE NOLAN (In the background, in Irish National For ester's uniform, doffs his plumed hat.) Prosper! Give shade on languorous days, trees of Ireland!
THE YEWS (Murmuring.) Who came to Poulaphouca with the high school excursion? Who left his nutquesting classmates to seek our shade?
BLOOM (Pigeonbreasted, bottleshouldered, padded, in nondescript juvenile grey and black striped suit, too small for him, white tennis shoes, bordered stockings with turnover tops, and a red school cap with badge.) I was in my teens, a growing boy. A little then sufficed, a jolting car, the mingling odours of the ladies' cloakroom and lavatory, the throng penned tight on the old Royal stairs, for they love crushes, instincts of the herd, and the dark sexsmelling theatre unbridles vice. Even a pricelist of their hosiery. And then the heat. There were sunspots that summer. End of school. And tipsycake. Halcyon days.
(Halcyon Days, high school boys in blue and white football jerseys and shorts, Master Donald Turnbull, Master Abraham Chatterton, Master Owen Goldberg, Master Jack Meredith, Master Percy Apjohn, stand in a clearing of the trees and shout to Master Leopold Bloom.)
THE HALCYON DAYS Mackerel! Live us again. Hurray!
(They cheer.)
BLOOM (Hobbledehoy, warmgloved, mammamufflered, stunned with spent snowballs, struggles to rise.) Again! I feel sixteen! What a lark! Let's ring all the bells in Montague Street. (He cheers feebly.) Hurray for the High School!
THE ECHO Fool!
THE YEWS (Rustling.) She is right, our sister. Whisper. (Whispered kisses are heard in all the wood. Faces of hamadryads peep out from the boles and among the leaves and break blossoming into bloom.) Who profaned our silent shade?
THE NYMPH (Coyly through parting fingers.) There! In the open air?
THE YEWS (Sweeping downward.) Sister, yes. And on our virgin sward.
THE WATERFALL
Poulaphouca Poulaphouca
Phoucaphouca Phoucaphouca.

THE NYMPH (With wide fingers.) O! Infamy!
BLOOM I was precocious. Youth. The fauns. I sacrificed to the god of the forest. The flowers that bloom in the spring. It was pairing time. Capillary attraction is a natural phenomenon. Lotty Clarke, flaxenhaired, I saw at her night toilette through ill-closed curtains, with poor papa's operaglasses. The wanton ate grass wildly. She rolled downhill at Rialto Bridge to tempt me with her flow of animal spirits. She climbed their crooked tree and I... A saint couldn't resist it. The demon possessed me. Besides, who saw?
(Staggering Bob, a whitepolled calf thrusts a ruminating head with humid nostrils through the foliage.)
STAGGERING BOB Me. Me see.
BLOOM Simply satisfying a need. (With pathos.) No girl would when I went girling. Too ugly. They wouldn't play.
(High on Ben Howth through rhododendrons a nannygoat passes, plumpuddered, buttytailed, dropping curvants.)
THE NANNYGOAT (Bleats.) Megegaggegg! Nannannanny!
BLOOM (Hatless, flushed, covered with burn of thistledown and gotrepine.) Regularly engaged. Circumstances alter cases. (He gazes intently downwards on the water.) Thirtytwo head over heels per second. Press nightmare. Giddy Elijah. Fall from cliff. Sad end of government printer's clerk. (Through silversilent summer air the dummy of Bloom, rolled in a mummy, rolls rotatingly from the Lion's Head cliff into the purple Waiting waters.)
THE DUMMYMUMMY Bbbbblllllbbblblodschbg?
(Far out in the bay between Bailey and Kish lights the Erin's King sails, sending a broadening plume of coalsmoke from her funnel towards the land.)
COUNCILLOR NANNETI (Alone on deck, in dark alpaca, yellow kitefaced, his hand in his waistcoat opening, declaims.) When my country takes her place among the nations of the earth, then, and not till then let my epitaph be written. I have...
BLOOM Done. Prff.
THE NYMPH (Loftily.) We immortals, as you saw today, have not such a place and no hair there either. We are stonecold and pure. We eat electric light. (She arches her body in lascivious crispation, placing her forefinger in her mouth.) Spoke to me. Heard from behind. How then could you... ?
BLOOM (Pacing the heather abjectly.) O, I have been a perfect pig. Enemas too I have administered. One third of a pint of quassia, to which add a tablespoonful of rocksalt. Up the fundament. With Hamilton Long's syringe, the ladies' friend.
THE NYMPH In my presence. The powderpuff. (She blushes and makes a knee.) And the rest.
BLOOM (Dejected.) Yes. Peccavi! I have paid homage on that living altar where the back changes name. (With sudden fervour.) For why should the dainty scented jewelled hand, the hand that rules... ?
(Figures wind serpenting in slow woodland pattern around the treestems, cooeeing.)
THE VOICE OF KITTY (In the thicket.) Show us one of them cushions.
THE VOICE OF FLORRY Here.
(A grouse wings clumsily through the underwood.)
THE VOICE OF LYNCH (In the thicket.) Whew! Piping hot!
THE VOICE OF ZOE (From the thicket.) Came from a hot place.
THE VOICE OF VIRAG (A birdchief bluestreaked and feathered in war panoply with his assegai, striding through a crackling canebrake over beechmast and acorns.) Hot! Hot! Ware Sitting Bull!
BLOOM It overpowers me. The warm impress of her warm form. Even to sit where a woman has sat, especially with divaricated thighs, as though to grant the last favours, most especially with previously well uplifted white sateen coatpans. So womanly full. It fills me full.
THE WATERFALL
Phillaphulla Poulaphouca
Poulaphouca Poulaphouca.

THE YEWS Ssh! Sister, speak!
THE NYMPH (Eyeless, in nun's white habit, coif and huge winged wimple, softly, with remote eyes.) Tranquilia convent. Sister Agatha. Mount Carmel, the apparitions of Knock and Lourdes. No more desire. (She reclines her head, sighing.) Only the ethereal. Where dreamy creamy gull waves o'er the waters dull.
(Bloom half rises. His back trousers button snaps.)
THE BUTTON Bip!
(Two sluts of the Coombe dance rainily by, shawled, yelling flatly.)
THE SLUTS
O Leopold lost the pin of his drawers
He didn't know what to do,
To keep it up,
To keep it up.

BLOOM (Coldly.) You have broken the spell. The last straw. If there were only ethereal where would you all be, postulants and novices? Shy but willing, like an ass pissing.
THE YEWS (Their silverfoil of leaves precipitating, their skinny arms ageing and swaying.) Deciduously!
THE NYMPH Sacrilege! To attempt my virtue! (A large moist stain appears on her robe.) Sully my innocence! You are not fit to touch the garment of a pure woman. (She clutches in her robe.) Wait, Satan. You'll sing no more lovesongs. Amen. Amen. Amen. Amen. (She draws a poniard and, clad in the sheathmail of an elected knight of nine, strikes at his loins.) Nekum!
BLOOM (Starts up, seizes her hand.) Hoy! Nebrakada! Cat of nine lives! Fair play, madam. No pruning knife. The fox and the grapes, is it? What do we lack with your barbed wire? Crucifix not thick enough? (He clutches her veil.) A holy abbot you want or Brophy, the lame gardener, or the spoutless statue of the watercarrier or good Mother Alphonsus, eh Reynard?
THE NYMPH (With a cry, flees from him unveiled, her plaster cast cracking, a cloud of stench escaping from the cracks.) Poli... !
BLOOM (Calls after her.) As if you didn't get it on the double yourselves. No jerks and multiple mucosities all over you. I tried it. Your strength our weakness. What's our stud fee? What will you pay on the nail? You fee men dancers on the Riviera, I read. (The fleeing nymph raises a keen.) Eh! I have sixteen years of black slave labour behind me. And would a jury give me five shillings alimony tomorrow, eh? Fool someone else, not me. (He sniffs.) But. Onions. Stale. Sulphur. Grease.
(The figure of Bella Cohen stands before him.)
BELLA You'll know me the next time.
BLOOM (Composed, regards her.) Passée. Mutton dressed as lamb. Lone in the tooth and superfluous hairs. A raw onion the last thing at night would benefit your complexion. And take some double chin drill. Your eyes are as vapid as the glass eyes of your stuffed fox. They have the dimensions of your other features, that's all. I'm not a triple screw propeller.
BELLA (Contemptuously.) You're not game, in fact. (Her sowcunt barks.) Fohracht!
BLOOM (Contemptuously.) Clean your nailless middle finger first, the cold spunk of your bully is dripping from your cockscomb. Take a handful of hay and wipe yourself.
BELLA I know you, canvasser! Dead cod!
BLOOM I saw him, kipkeeper! Pox and gleet vendor!
BELLA (Turns to the piano.) Which of you was playing the dead march from Saul?
ZOE Me. Mind your cornflowers. (She darts to the piano and bangs chords on it with crossed arms.) The cat's ramble through the slag. (She glances back.) Eh? Who's making love to my sweeties? (She darts back to the table.) What's yours is mine and what's mine is my own.
(Kitty disconcerted coats her teeth with the silver paper. Bloom approaches Zoe.)
BLOOM (Gently.) Give me back that potato, will you? Zoe Forfeits, a fine thing and a superfine thing.
BLOOM (With feeling.) It is nothing, but still a relic of poor mamma.
ZOE
Give a thing and take it back
God'll ask you where is that
You'll say you don't know
God'll send you down below.

BLOOM There is a memory attached to it. I should like to have it.
STEPHEN To have or not to have, that is the question.
ZOE Here. (She hauls up a reef of her slip, revealing her bare thigh and unrolls the potato from the top of her stocking.) Those that hides knows where to find.
BELLA (Frowns.) Here. This isn't a musical peepshow. And don't you smash that piano. Who's paying here?
(She goes to the pianola. Stephen fumbles in his pocket and, taking out a banknote by its corner, hands it to her.)
STEPHEN (With exaggerated politeness.) This silken purse I made out of the sow's ear of the public. Madam, excuse me. If you allow me. (He indicates vaguely Lynch and Bloom.) We are all in the same sweepstake, Kinch and Lynch. Dans ce bordel où tenons nostre état.
LYNCH (Calls from the hearth.) Dedalus! Give her your blessing for me.
STEPHEN (Hands Bella a coin.) Gold. She has it.
BELLA (Looks at the money, then at Zoe, Florry and Kitty.) Do you want three girls? It's ten shillings here.
STEPHEN (Delightedly.) A hundred thousand apologies. (He fumbles again and takes out and hands her two crowns.) Permit, brevi manu, my sight is somewhat troubled.
(Bella goes to the table to count the money while Stephen talks to himself in monosyllables. Zoe bounds over to the table. Kitty leans over Zoe's neck. Lynch gets up, rights his cap and, clasping Kitty's waist, adds his head to the group.)
FLORRY (Strives heavily to rise.) Ow! My foot's asleep. (She limps over to the table. Bloom approaches.)
BELLA, ZOE. KITTY, LYNCH, BLOOM (Chattering and squabbling.) The gentleman... ten shillings... paying for the three allow me a moment... this gentleman pays separate who's touching it?... ow... mind who you're pinching... are you staying the night or a short time? who did?... you're a liar, excuse me... the gentle man paid down like a gentleman... drink... it's long after eleven.
STEPHEN (At the pianola, making a gesture of abhorrence.) No bottles! What, eleven? A riddle.
ZOE (Lifting up her pettigown and folding a half sovereign into the top of her stocking.) Hard earned on the flat of my back.
LYNCH (Lifting Kitty from the table.) Come!
KITTY Wait. (She clutches the two crowns.)
FLORRY And me?
LYNCH Hoopla! (He lifts her carries her and bumps her down on the sofa.)
STEPHEN The fox crew, the cocks flew, The bells in heaven Were striking eleven. 'Tis time for her poor soul To get out of heaven.
BLOOM (Quietly lays a half sovereign on the table between Bella and Florry.) So. Allow me. (He takes up the pound note.) Three times ten. We're square.
BELLA (Admiringly.) You're such a slyboots, old cocky. I could kiss you.
ZOE (Points.) Hum? Deep as a drawwell. (Lynch bends Kitty back over the sofa and kisses her. Bloom goes with the poundnote to Stephen.)
BLOOM This is yours.
STEPHEN How is that? Le distrait or absentminded beggar. (He fumbles again in his pocket and draws out a handful of coins. An object falls.) That fell.
BLOOM (Stooping, picks up and hands a box of matches.) This.
STEPHEN Lucifer. Thanks.
BLOOM (Quietly.) You had better hand over that cash to me to take care of. Why pay more?
STEPHEN (Hands him all his coins.) Be just before you are generous.
BLOOM I will but is it wise? (He counts.) One, seven, eleven, and five. Six. Eleven. I don't answer for what you may have lost.
STEPHEN Why striking eleven? Proparoxyton. Moment before the next Lessing says. Thirsty fox. (He laughs loudly.) Burying his grandmother. Probably he killed her.
BLOOM That is one pound six and eleven. One pound seven, say.
STEPHEN Doesn't matter a rambling damn.
BLOOM No, but...
STEPHEN (Comes to the table.) Cigarette, please. (Lynch tosses a cigarette from the sofa to the table.) And so Georgina Johnson is dead and married. (A cigarette appears on the table. Stephen looks at it.) Wonder. Parlour magic. Married. Hm. (He strikes a match and proceeds to light the cigarette with enigmatic melancholy.)
LYNCH (Watching him.) You would have a better chance of lighting it if you held the match nearer.
STEPHEN (Brings the match nearer his eye.) Lynx eye. Must get glasses. Broke them yesterday. Sixteen years ago. Distance. The eye sees all flat. (He draws the match away. It goes out.) Brain thinks. Near: far. Ineluctable modality of the visible. (He frowns mysteriously.) Hm. Sphinx. The beast that has two backs at midnight. Married.
ZOE It was a commercial traveller married her and took her away with him.
FLORRY (Nods.) Mr Lambe from London.
STEPHEN Lamb of London, who takest away the sins of our world.
LYNCH (Embracing Kitty on the sofa, chants deeply.) Dona nobis pacem. (The cigarette slips from Stephens fingers. Bloom picks it up and throws it into the grate.)
BLOOM Don't smoke. You ought to eat. Cursed dog I met. (To Zoe.) You have nothing?
ZOE Is he hungry?
STEPHEN (Extends his hand to her smiling and chants to the air of the bloodoath in the Dusk of the Gods.)
Hangende Hunger,
Fragende Frau,
Macht uns alle kaput.

ZOE (Tragically.) Hamlet, I am thy father's gimlet! (She takes his hand.) Blue eyed beauty, I'll read your hand. (She points to his forehead.) No wit, no wrinkles. (She counts.) Two, three, Mars, that's courage. (Stephen shakes his head.) No kid.
LYNCH Sheet lightning courage. The youth who could not shiver and shake. (To Zoe.) Who taught you palmistry?
ZOE (Turns.) Ask my ballocks that I haven't got. (To Stephen.) I see it in your face. The eye, like that. (She frowns with lowered head.)
LYNCH (Laughing, slaps Kitty behind twice.) Like that. Pandy bat.
(Twice loudly a pandybat cracks, the coffin of the pianola flies open, the bald little round jack-in-the-box head of Father Dolan springs up.)
FATHER DOLAN Any boy want flogging? Broke his glasses? Lazy idle little schemer. See it in your eye.
(Mild, benign, rectorial, reproving, the head of Don John Conmee rises from the pianola coffin.)
DON JOHN CONMEE Now, Father Dolan! Now. I'm sure that Stephen is a very good little boy.
ZOE (Examining Stephen's palm.) Woman's hand.
STEPHEN (Murmurs.) Continue. Lie. Hold me. Caress. I never could read His handwriting except His criminal thumbprint on the haddock.
ZOE What day were you born?
STEPHEN Thursday. Today.
ZOE Thursday's child has far to go. (She traces lines on his hand.) Line of fate. Influential friends.
FLORRY (Pointing.) Imagination.
ZOE Mount of the moon. You'll meet with a... (She peers at his hands abruptly.) I won't tell you what's not good for you. Or do you want to know?
BLOOM (Detaches her fingers and offers his palm.) More harm than good. Here. Read mine.
BELLA Show. (She turns up Bloom's hand.) I thought so. Knobby knuckles, for the women.
ZOE (Peering at Bloom's palm.) Gridiron. Travels beyond the sea and marry money.
BLOOM Wrong.
ZOE (Quickly.) O, I see. Short little finger. Henpecked husband. That wrong?
(Black Liz, a huge rooster hatching in a chalked circle, rises, stretches her wings and clucks.)
BLACK LIZ Gara. Klook. Klook. Klook.
(She sidles from her newlaid egg and waddles off.)
BLOOM (Points to his hand.) That weal there is an accident. Fell and cut it twenty-two years ago. I was sixteen.
ZOE I see, says the blind man. Tell us news.
STEPHEN See? Moves to one great goal. I am twenty two too. Sixteen years ago I twentytwo tumbled, twentytwo years ago he sixteen fell off his hobbyhorse. (He winces.) Hurt my hand somewhere. Must see a dentist. Money?
(Zoe whispers to Florry. They giggle. Bloom releases his hand and writes idly on the table in backhand, pencilling slow curves.)
FLORRY What?
(A hackneycar number three hundred and twentyfour, with a gallantbuttocked mare, driven by James Barton, Harmony Avenue, Donnybrook, trots past. Blazes Boylan and Lenehan sprawl swaying on the sideseats. The Ormond boots crouches behind on the axle. Sadly over the crossblind Lydia Douce and Mina Kennedy gaze.)
THE BOOTS (Jogging, mocks them with thumb and wriggling wormfingers.) Haw, haw, have you the horn?
(Bronze by gold they whisper.)
ZOE (To Florry.) Whisper.
(They whisper again.)
(Over the well of the car Blazes Boylan leans, his boater straw set sideways, a red flower in his mouth. Lenehan, in a yachtsman's cap and white shoes, officiously detaches a long hair from Blazes Boylan s shoulder.)
LENEHAN Ho! What do I here behold? Were you brushing the cobwebs off a few quims?
BOYLAN (Seated, smiles.) Plucking a turkey.
LENEHAN A good night's work.
BOYLAN (Holding up four thick bluntungulated fingers, winks.) Blazes Kate! Up to sample or your money back. (He holds out a forefinger.) Smell that.
LENEHAN (Smells gleefully.) Ah! Lobster and mayonnaise. Ah!
ZOE AND FLORRY (Laugh together.) Ha ha ha ha.
BOYLAN bumps surely from the car and calls loudly for all to hear. ) Hello, Bloom! Mrs Bloom up yet?
BLOOM (In a flunkey's plum plush coat and kneebreeches, buff stockings and powdered wig.) I'm afraid not, sir, the last articles...
BOYLAN (Tosses him sixpence.) Here, to buy yourself a gin and splash. (He hangs his hat smartly on a peg of Bloom's antlered head.) Show me in. I have a little private business with your wife. You understand?
BLOOM Thank you, sir. Yes, sir, Madam Tweedy is in her bath, sir.
MARION He ought to feel himself highly honoured. (She plops splashing out of the water.) Raoul, darling, come and dry me. I'm in my pelt. Only my new hat and a carriage sponge.
BOYLAN (A merry twinkle in his eye.) Topping!
BELLA What? What is it?
(Zoe whispers to her.)
MARION Let him look, the pishogue! Pimp! And scourge himself! I'll write to a powerful prostitute or Bartholomona, the bearded woman, to raise weals out on him an inch thick and make him bring me back a signed and stamped receipt.
BELLA (Laughing.) Ho ho ho ho.
BOYLAN (To Bloom, over his shoulder.) You can apply your eye to the keyhole and play with yourself while I just go through her a few times.
BLOOM Thank you, sir, I will, sir. May I bring two men chums to witness the deed and take a snapshot? (He holds an ointment jar.) Vaseline, sir? Orangeflower?... Lukewarm water?...
KITTY (From the sofa.) Tell us, Florry. Tell us. What.
(Florry whispers to her. Whispering lovewords murmur lip-lapping loudly, poppysmic plopslop.)
MINA KENNEDY (Her eyes upturned.) O, it must be like the scent of geraniums and lovely peaches! O, he simply idolises every bit of her! Stuck together! Covered with kisses!
LYDIA DOUCE (Her mouth opening.) Yumyum. O, he's carrying her round the room doing it! Ride a cock horse. You could hear them in Paris and New York. Like mouthfuls of strawberries and cream.
KITTY (Laughing.) Hee hee hee.
BOYLAN'S VOICE (Sweetly, hoarsely, in the pit of his stomach.) Ah! Gooblazqruk brukarchkrasht!
MARION'S VOICE (Hoarsely, sweetly rising to her throat.) O! Weeshwashtkissima, pooisthnapoohuck!
BLOOM (His eyes wildly dilated, clasps himself) Show! Hide! Show! Plough her! More! Shoot!
BELLA, ZOE, FLORRY. KITTY Ho ho! Ha ha! Hee hee!
LYNCH (Points.) The mirror up to nature. (He laughs.) Hu hu hu hu hu hu.
(Stephen and Bloom gaze in the mirror. The face of William Shakespeare, beardless, appears there, rigid in facial paralysis, crowned by the reflection of the reindeer antlered hatrack in the hall.)
SHAKESPEARE (In dignified ventriloquy.) 'Tis the loud laugh bespeaks the vacant mind. (To Bloom.) Thou thoughtest as how thou wastest invisible. Gaze. (He crows with a black capon's laugh.) Iagogo! How my Oldfellow chokit his Thursdaymomun. Iagogogo!
BLOOM (Smiles yellowly at the whores.) When will I hear the joke?
ZOE Before you're twice married and once a widower.
BLOOM Lapses are condoned. Even the great Napoleon, when measurements were taken near the skin after his death...
(Mrs Dignam, widow woman, her snubnose and cheeks flushed with deathtalk, tears and Tunny's tawny sherry, hurries by in her weeds, her bonnet awry, rouging and powdering her cheeks, lips and nose, a pen chivvying her brood of cygnets. Beneath her skirt appear her late husband's everyday trousers and turnedup boots, lace eights. She holds a Scottish widow's insurance policy and lace marqueeumbrella under which her brood runs with her, Patsy hopping on one short foot, his collar loose, a hank of porksteaks dangling, Freddy whimpering, Susy with a crying cods mouth, Alice struggling with the baby. She cuffs them on, her streamers flaunting aloft.)
FREDDY Ah, ma, you're dragging me along!
SUSY Mamma, the beeftea is fizzing over!
SHAKESPEARE (With paralytic rage.) Weda seca whokilla farst.
(The face of Martin Cunningham, bearded, refeatures Shakespeares beardless face. The marqueeumbrella sways drunkenly, the children run aside. Under the umbrella appears Mrs Cunningham in Merry Widow hat and kimono gown. She glides sidling and bowing, twisting japanesily.)
MRS CUNNINGHAM (Sings.) And they call me the jewel of Asia.
MARTIN CUNNINGHAM
(Gazes on her impassive.) Immense! Most bloody awful demirep!
STEPHEN Et exaltabuntur cornua iusti. Queens lay with prize bulls. Remember Pasiphae for whose lust my grandoldgross father made the first confessionbox. Forget not Madam Grissel Steevens nor the suine scions of the house of Lambert. And Noah was drunk with wine. And his ark was open.
BELLA None of that here. Come to the wrong shop.
LYNCH Let him alone. He's back from Paris.
ZOE (Runs to Stephen and links him.) O go on! Give us some parleyvoo.
(Stephen claps hat on head and leaps over to the fireplace, where he stands with shrugged shoulders, finny hands outspread, a painted smile on his face.)
LYNCH (Pommelling on the sofa.) Rmm Rmm Rmm Rrr rrrmmmmm.
STEPHEN (Gobbles, with marionette jerks. ) Thousand places of entertainment to expenses your evenings with lovely ladies saling gloves and other things perhaps her heart beerchops perfect fashionable house very eccentric where lots cocottes beautiful dressed much about princesses like are dancing cancan and walking there parisian clowneries extra foolish for bachelors foreigns the same if talking a poor english how much smart they are on things love and sensations voluptuous. Misters very selects for is pleasure must to visit heaven and hell show with mortuary candles and they tears silver which occur every night. Perfectly shocking terrific of religion's things mockery seen in universal world. All chic womans which arrive full of modesty then disrobe and squeal loud to see vampire man debauch nun very fresh young with dessous troublants. (He clocks his tongue loudly.) Ho, la la! Ce pif qu'il a!
LYNCH Vive le vampire!
THE WHORES Bravo! Parleyvoo!
STEPHEN (Grimacing with head back, laughs loudly, clapping himself) Great success of laughing. Angels much prostitutes like and holy apostles big damn ruffians. Demimondaines nicely handsome sparkling of diamonds very amiable cos turned. Or do you are fond better what belongs they moderns pleasure turpitude of old mans? (He points about him with grotesque gestures which Lynch and the whores reply to.) Caoutchouc statue woman reversible or lifesize tompeeptoms virgins nudities very lesbic the kiss five ten times. Enter gentlemen to see in mirrors every positions trapezes all that machine there besides also if desire act awfully bestial butcher's boy pollutes in warm veal liver or omelette on the belly pièce de Shakespeare.
BELLA (Clapping her belly, sinks back on the sofa with a shout of laughter.) An omelette on the... Ho! ho! ho! ho!... Omelette on the...
STEPHEN (Mincingly.) I love you, Sir darling. Speak you englishman tongue for double entente cordiale. O yes, mon loup. How much cost? Waterloo. Watercloset. (He ceases suddenly and holds up a forefinger.)
BELLA (Laughing.) Omelette...
THE WHORES (Laughing.) Encore! Encore!
STEPHEN Mark me. I dreamt of a watermelon.
ZOE Go abroad and love a foreign lady.
LYNCH Across the world for a wife.
FLORRY Dreams go by contraries.
STEPHEN (Extending his arms.) It was here. Street of harlots. In Serpentine Avenue Beelzebub showed me her, a fubsy widow. Where's the red carpet spread?
BLOOM (Approaching Stephen.) Look.
STEPHEN No, I flew. My foes beneath me. And ever shall be. World without end. (He cries.) Pater! Free!
BLOOM I say, look...
STEPHEN Break my spirit, will he? O merde alors! (He cries, his vulture talons sharpened.) Hola! Hillyho!
(Simon Dedalus' voice hilloes in answer, somewhat sleepy but ready.)
SIMON That's all right. (He swoops uncertainly through the air, wheeling, uttering cries of heartening, on strong ponderous buzzard wings.) Ho, boy! Are you going to win? Hoop! Pschatt! Stable with those halfcastes. Wouldn't let them within the bawl of an ass. Head up! Keep our flag flying! An eagle gules volant in a field argent displayed. Ulster king at arms! hai hoop! (He makes the beagle's call giving tongue.) Bulbul! Burblblbrurblbl! Hai, boy!
(The fronds and spaces of the wallpaper file rapidly across country. A stout fox drawn from covert, brush pointed, having buried his grandmother, runs swift for the open, bright-eyed, seeking badger earth, under the leaves. The pack of staghounds follows, nose to the ground, sniffing their quarry, beaglebaying, burblbrblng to be blooded. Ward Union huntsmen and huntswomen live with them, hot for a kill. From Six Mile Point, Flathouse, Nine Mile Stone follow the footpeople with knotty sticks, salmongaffs, lassos, flockmasters with stockwhips, bearbaiters with tomtoms, toreadors with bullswords, grey negroes waving torches. The crowd bowls of dicers, crown and anchor players, thimbleriggers, broadsmen. Crows and touts, hoarse bookies in high wizard hats clamour deafeningly.)
THE CROWD
Card of the races. Racing card!
Ten to one the field!
Tommy on the clay here!
Tommy on the clay!
Ten to one bar one.
Ten to one bar one.
Try your luck on spinning Jenny!
Ten to one bar one!
Sell the monkey, boys!
Sell the monkey!
I'll give ten to one!
Ten to one bar one!

(A dark horse, riderless, bolts like a phantom past the winningpost, his mane moonfoaming, his eyeballs stars. The field follows, a bunch of bucking mounts. Skeleton horses: Sceptre, Maximum the Second, Zinfandel, the Duke of Westminsters Shotover, Repulse, the Duke of Beauforts' Ceylon, prix de Paris. Dwarfs ride them, rusty armoured, leaping, leaping in their saddles. Last in a drizzle of rain, on a broken-winded isabelle nag, Cock of the North, the favourite, honey cap, green jacket, orange sleeves, Garrett Deasy up, gripping the reins, a hockey stick at the ready. His nag, stumbling on whitegaitered feet, jogs along the rocky road.)
THE ORANGE LODGES (Jeering.) Get down and push, mister. Last lap! You'll be home the night!
GARRETT DEASY (Bolt upright, his nailscraped face plastered with postage stamps, brandishes his hockeystick, his blue eyes flashing in the prism of the chandelier as his mount lopes by at a schooling gallop.) Per vias rectas!
(A yoke of buckets leopards all over him and his rearing nag, a torrent of mutton broth with dancing coins of carrots, barley, onions, turnips, potatoes.)
THE GREEN LODGES Soft day, sir John! Soft day, your honour!
(Private Carr, Private Compton and Cissy Caffrey pass beneath the windows, singing in discord.)
STEPHEN Hark! Our friend, noise in the street!
ZOE (Holds up her hand.) Stop!
PRIVATE CARR, PRIVATE COMPTON and CISSY CAFFREY
Yet I've a sort a
Yorkshire relish for...

ZOE That's me. (She claps her hands.) Dance! Dance! (She runs to the pianola.) Who has twopence?
BLOOM Who'll.
LYNCH (Handing her coins.) Here.
STEPHEN (Cracking his fingers impatiently.) Quick! Quick! Where's my augur's rod? (He runs to the piano and takes his ashplant, beating his foot in tripudium.)
ZOE (Turns the drumhandle.) There.
(She drops two pennies in the slot. Glow pink and violet lights start forth. The drum turns purring in low hesitation waltz. Professor Goodwin, in a bowknotted periwig, in court dress, wearing a stained inverness cape, bent in two from incredible age, totters across the room, his hands fluttering. He sits tinily on the piano stool and lifts and beats handless sticks of arms on the keyboard, nodding with damsels grace, his bowknot bobbing.)
ZOE (Twirls around herself heeltapping.) Dance. Anybody here for there? Who'll dance?
(The pianola, with changing lights, plays in waltz time the prelude to My Girl's a Yorkshire Girl. Stephen throws his ashplant on the table and seizes Zoe around the waist. Florry and Bella push the table towards the fireplace. Stephen, aiming Zoe with exaggerated grace, begins to waltz her around the room. Her sleeve, falling from gracing arms, reveals a white fleshflower of vaccination. Bloom stands aside. Between the curtains, Professor Maginni inserts a leg on the toepoint of which spins a silk hat. With a deft kick, he sends it spinning to his crown and jauntyhatted skates in. He wears a slate frockcoat with claret silk lapels, a go-et of cream tulle, a green lowcut waistcoat, stock collar with white kerchief tight lavender trousers, patent pumps and canary gloves. In his buttonhole is a dahlia. He twirls in reversed directions a clouded cane, then wedges it tight in his oxter. He places a hand limply on his breastbone, bows and fondles his flower and buttons.)
MAGINNI The poetry of motion, art of callisthenics. No connection with Madam Legget Byrne's or Levinstone's. Fancy dress balls arranged. Deportment. The Katty Lanner steps. So. Watch me! My terpsichorean abilities. (He minuets forward three paces on tripping bee's feet.) Tout le monde an avant! Révérence! Tout le monde en place!
(The prelude ceases. Professor Goodwin, beating vague arms,shrivels, shrinks, his live cape falling about the stool. The air, in firmer waltz time, pounds. Stephen and Zoe circle freely. The lights change, glow, fade, gold, rose, violet.)
THE PIANOLA Two young fellows were talking about their girls, girls, girls, Sweethearts they'd left behind.
(From a corner the morning hours run out, goldhaired, slim, in girlish blue, waspwaisted, with innocent hands. Nimbly they dance, twirling their skipping ropes. The hours of noon follow in amber gold. Laughing linked, high haircombs flashing, they catch the sun in mocking mirrors, lifting their arms.)
MAGINNI (Clipclaps glovesilent hands.) Carré! Avant deux! Breathe evenly! Balance!
(The morning and noon hours waltz in their places, turning, advancing to each other, shaping their curves, bowing vis a vis. Cavaliers behind them arch and suspend their arms, with hands descending to, touching, rising from their shoulders.)
HOURS You may touch my.
CAVALIERS May I touch your?
HOURS O, but lightly!
CAVALIERS O, so lightly!
THE PIANOLA My little shy little lass has a waist.
(Zoe and Stephen turn boldly with looser swing. The twilight hours advance, from long landshadows, dispersed, lagging, languideyed, their cheeks delicate with cipria and false faint bloom. They are in grey gauze with dark bat sleeves that flutter in the land breeze.)
MAGINNI Avant! huit! Traversé! Salut! Cours de mains! Croisé!
(The eight hours steal to the last place. Morning, noon and twilight hours retreat before them. They are masked, with daggered hair and bracelets of dull bells. Weary, they curchycurchy under veils.)
THE BRACELETS Heigho! Heigho!
ZOE (Twisting, her hand to her brow.) O!
MAGINNI Los tiroirs! Chaîne de dames! La corbeille! Dos à dos!
(Arabesquing wearily, they weave a pattern on the floor, weaving, unweaving, curtseying, twisting, simply swirling.)
ZOE I'm giddy.
(She frees herself droops on a chair, Stephen seizes Florry and turns with her.)
MAGINNI Boulangère! Los ronds! Los ponts! Chevaux de bois! Escargots!
(Twining, receding, with interchanging hands, the night hours link, each with arching arms, in a mosaic of movements. Stephen and Florry turn cumbrously.)
MAGINNI Dansez avec vos dames! Changes de dames! Donnes le petit bouquet a votre dame! Remerciez!
