rank,artist,title,region,spotify_uri,lyrics
151,"Rihanna, Calvin Harris",We Found Love,Global,1zv3WFUbZ5vPxFq9I2jAU1,"Yellow diamonds in the light
And we're standin' side by side
As your shadow crosses mine
What it takes to come alive

It's the way I'm feelin', I just can't deny
But I've gotta let it go

We found love in a hopeless place
We found love in a hopeless place
We found love in a hopeless place
We found love in a hopeless place


Shine a light through an open door
Love and life, I will divide
Turn away 'cause I need you more
Feel the heartbeat in my mind

It's the way I'm feelin', I just can't deny
But I've gotta let it go-ooh-oh

We found love in a hopeless place
We found love in a hopeless place
We found love in a hopeless place
We found love in a hopeless place

Yellow diamonds in the light
And we're standin' side by side
As your shadow crosses mine

We found love in a hopeless place
We found love in a hopeless place
We found love in a hopeless place
We found love in a hopeless place


We found love in a hopeless place
We found love in a hopeless place
We found love in a hopeless place
We found love in a hopeless place"
152,"Sam Fender, Olivia Dean",Rein Me In (with Olivia Dean),Global,0MUXBhPUDF8or0kfQ0EHwV,"I let go of everything I ever had
'Cause I couldn't give the love you deserved
By The Gunner, you shouted, ""Oh my god""
It seemed churlish, but it's what I was owed, I suppose
Every flagstone of this town bears our prints
And all the bars round here serve my ghosts and carcasses
I wish I knew these things when I was young
'Cause now I've just grown so numb

We take whatever we can to get the reason back
So pleasе don't rein me in

Don't rein mе in
Please don't rein me in
I'm working myself up to a nice, warm bliss
All my memories of you ring like tinnitus
If I stop, it's just pain, please don't rein me in

There's nothing brave in walking alone
Love in exile has nowhere to go, so come on home
Mm, don't run away from my tenderness
You're so afraid of that heart inside of your chest
We were doing so well, but you were scared to be held
Took the easiest way out
I see the tears of a man too proud to reach for a hand
Well, let my love keep you safe now
So please don't

Don't rein me in
Please don't rein me in
Now I'm working myself up to a nice, warm bliss
All my memories of you ring like tinnitus
If I stop, it's just pain, please don't rein me in

And I'm, I'm stood here chewing everyone's lugs off
Telling everybody how much I fucked it up
Telling everybody how much I fucked it up
Telling everybody but you how much I fucked it up
Slow down (Don't rein me in)
Slow down (Don't rein me in)
Oh

Now I'm working myself up to a nice, warm bliss
All my memories of you ring like tinnitus
If I stop, it's just pain, please don't rein me in
Now I'm working myself up to a nice, warm bliss (Working myself)
All my memories of you ring like tinnitus
 (
My memories of you
)
If I stop, it's just pain, please don't rein me in"
153,Creedence Clearwater Revival,Have You Ever Seen The Rain,Global,2LawezPeJhN4AWuSB0GtAU,"Someone told me long ago
There's a calm before the storm
I know, it's been comin' for some time
When it's over, so they say
It'll rain a sunny day
I know, shinin' down like water

I wanna know, have you ever seen the rain?
I wanna know, have you ever seen the rain?
Comin' down on a sunny day

Yesterday, and days before
Sun is cold and rain is hard
I know, been that way for all my time
'Til forever, on it goes
Through the circle, fast and slow
I know, it can't stop, I wonder

I wanna know, have you ever seen the rain?
I wanna know, have you ever seen the rain?
Comin' down on a sunny day
Yeah
I wanna know, have you ever seen the rain?
I wanna know, have you ever seen the rain?
Comin' down on a sunny day"
155,Justin Bieber,Sorry,Global,09CtPGIpYB4BrO8qb1RGsF,"You gotta go and get angry at all of my honesty
You know I try, but I don't do too well with apologies
I hope I don't run out of time, could someone call a referee?
'Cause I just need one more shot at forgiveness
I know you know that I made those mistakes maybe once or twice
And by once or twice, I mean maybe a couple of hundred times
So let me, oh, let me redeem, oh, redeem, oh, myself tonight
'Cause I just need one more shot at second chances

Yeah, is it too late now to say sorry?
'Cause I'm missing more than just your body
Oh, is it too late now to say sorry?
Yeah, I know that I let you down
Is it too late to say I'm sorry now?

I'm sorry, yeah
Sorry, yeah
Sorry
Yeah, I know that I let you down
Is it too late to say I'm sorry now?

I'll take every single piece of the blame if you want me to
But you know that there is no innocent one in this game for two
I'll go, I'll go and then you go, you go out and spill the truth
Can we both say the words and forget this?

Yeah, is it too late now to say sorry?
'Cause I'm missing more than just your body
Oh, is it too late now to say sorry?
Yeah, I know that I let you down
Is it too late to say I'm sorry now?
I'm not just tryna get you back on me (Oh, no, no)
'Cause I'm missing more than just your body (Your body)
Oh, is it too late now to say sorry?
Yeah, I know that I let you down
Is it too late to say I'm sorry now?

I'm sorry, yeah
Sorry, oh
Sorry
Yeah, I know that I let you down (I know I let you down)
Is it too late to say I'm sorry now?
I'm sorry, yeah
Sorry, oh
Sorry
Yeah, I know that I let you down (I know I let you down)
Is it too late to say I'm sorry now?"
156,Bruno Mars,It Will Rain,Global,4rMNgxEwGWoPHIUcvB5BrB,"If you ever leave me, baby
Leave some morphine at my door
'Cause it would take a whole lot of medication
To realize what we used to have
We don't have it anymore
There's no religion that could save me
No matter how long my knees are on the floor, oh
So keep in mind all the sacrifices I'm makin'
To keep you by my side
To keep you from walkin' out the door

'Cause there'll be no sunlight, if I lose you, baby
There'll be no clear skies, if I lose you, baby
Just like the clouds, my eyes will do the same
If you walk away, every day, it'll rain, rain, rain

I'll never be your mother's favorite
Your daddy can't even look me in the eye
Ooh, if I was in their shoes, I'd be doin' the same thing
Sayin', ""There goes my little girl
Walkin' with that troublesome guy""
But they're just afraid of somethin' they can't understand
Ooh, but, little darlin', watch me change their minds
Yeah, for you, I'll try, I'll try, I'll try, I'll try

And pick up these broken pieces 'til I'm bleedin'
If that'll make you mine

'Cause there'll be no sunlight, if I lose you, baby
There'll be no clear skies, if I lose you, baby
Just like the clouds, my eyes will do the same
If you walk away, every day it'll rain, rain, rain

Oh, don't you say (Don't you say) goodbye (Goodbye)
Don't you say (Don't you say) goodbye (Goodbye)
I'll pick up these broken pieces 'til I'm bleedin'
If that'll make it right

'Cause there'll be no sunlight, if I lose you, baby
There'll be no clear skies, if I lose you, baby
Just like the clouds, my eyes will do the same
If you walk away, every day it'll rain, rain, rain"
157,Rihanna,Kiss It Better,Global,0UHB9METy4VCXNgkcGqHqS,"Kiss it, kiss it better, baby
Kiss it, kiss it better, baby

Been waitin' on that sunshine, boy
I think I need that back
Can't do it like that
No one else gon' get it like that
So why argue? You yell, but you take me back
Who cares when it feels like crack?
Boy, you know that you always do it right

Man, fuck your pride
Just take it on back, boy, take it on back, boy
Take it back all night
Just take it on back, take it on back
Mmm, do what you gotta do, keep me up all night
Hurtin' vibe, man, it hurts inside when I look you in your eye

What are you willing to do?
Oh, tell me what you're willing to do
(Kiss it, kiss it better, baby)
Oh, what are you willing to do?
Oh, tell me what you're willing to do
(Kiss it, kiss it better, baby)

Been waitin' on that sunshine, boy
I think I need that back
Can't do it like that
No one else gon' get it like that
So why argue? You here, here to take me back
Who cares when it feels like crack?
Boy, you know that you always do it right

Man, fuck your pride
Just take it on back, boy, take it on back, boy
Take it back all night
Just take it on back, take it on back
Mmm, do what you gotta do, keep me up all night
Hurtin' vibe, man, it hurts inside when I look you in your eye

What are you willing to do?
Oh, tell me what you're willing to do
(Kiss it, kiss it better, baby)
Oh, what are you willing to do?
Oh, tell me what you're willing to do
(Kiss it, kiss it better, baby)

I've been waitin' up all night
Baby, tell me what's wrong
You're gonna make it right, make it all night long
I've been waiting up all night
Baby, tell me what's wrong
Going to make it right, make it all night long

Man, fuck your pride
Just take it on back, just take it on back, babe
Take it back all night
Just take it on back, take it on back
Mmm, do what you gotta do, keep me up all night
Hurtin' vibe, man, it hurts inside when I look you in your eye

What are you willing to do?
Oh, tell me what you're willing to do
(Kiss it, kiss it better, baby)
Oh, what are you willing to do?
Oh, tell me what you're willing to do
(Kiss it, kiss it better, baby)
What are you willing to do?
Oh, tell me what you're willing to do
(Kiss it, kiss it better, baby)
Oh, what are you willing to do?
Oh, tell me what you're willing to do
(Kiss it, kiss it better, baby)

Kiss it, kiss it better, baby
Kiss it, kiss it better, baby"
158,Tom Odell,Another Love,Global,7jtQIBanIiJOMS6RyCx6jZ,"I wanna take you somewhere so you know I care
But it's so cold and I don't know where
I brought you daffodils in a pretty string
But they won't flower like they did last spring
And I wanna kiss you, make you feel alright
I'm just so tired to share my nights

I wanna cry and I wanna love
But all my tears have been used up

On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up
Up

Oh
Oh

And if somebody hurts you, I wanna fight
But my hand's been broken one too many times
So I'll use my voice, I'll be so fucking rude
Words, they always win, but I know I'll lose
And I'd sing a song that'd be just ours
But I sang 'em all to another heart

And I wanna cry, I wanna learn to love
But all my tears have been used up

On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up
Up

Oh
Oh
(Oh, need a love, now)
(My heart is thinking of)

I wanna sing a song that'd be just ours
But I sang 'em all to another heart
And I wanna cry, I wanna fall in love
But all my tears have been used up

On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up
Up"
159,"Peso Pluma, Tito Double P, LENCHO",chiclona,Global,5Q4HTsEGKanxOwL1nYCnhQ,"LENCHO
Ey, ey, ey, ey, ey

(Bien bichi la muñeca, luego me la llevo pa' la beachi)
(Un picky se chinga, luego quiere un blunt de chirris)
La taquicardia pega con la pinche chiclona
En el Cullinan echando palo, que esta noche se corona

Un pinche polvito pendejo que me entume hasta el hocico
Ando bien whiskacho, a la verga, tengo cara de maldito

Ya varias putitas, bandidas, la neta, me han aflojado
En avión privado, motita apestosa, no soy dejado

Ay, qué pinche vida tan bonita, la neta, que tengo
Y, la neta, no estoy tan carita y cargo muy buen verbo

Pa' que sepan dónde vive LENCHO (LENCHO)
Ey, ey, ey, ey, ey, ey
Compa Peso, compa Tito
Ah, ah
Ay, mamá
Double P
Uah
Arriba la Double P, compa LENCHO
Chau
Compa Tito

Un palo y un gallo y fuga pa'l gabacho
Ando al mero pedo, mi vieja nunca me la hace de pancho

Ya varias putitas, bandidas, la neta, ya han aflojado
En avión privado, motita apestosa, y no soy dejado

Ah, qué pinche vida tan bonita, la neta, que tengo
Y, la neta, no estoy tan carita, pero traigo verbo
Ah, qué pinche vida tan bonita, la neta, que tengo
Y, la neta, no estoy tan carita, a las putas las prendo

Puro Rancho Humilde, Ochoa

Bien bichi la muñeca, luego me la llevo pa' la beachi
Un picky se chinga y luego quiere un blunt de chirris
La taquicardia pega con la pinche chiclona
En la Cullinan echando pata, que esta noche se corona

Y, ay, qué pinche vida tan bonita, la neta, que tengo"
160,Guns N' Roses,Sweet Child O' Mine,Global,7snQQk1zcKl8gZ92AnueZW,"She's got a smile that it seems to me
Reminds me of childhood memories
Where everything was as fresh as the bright blue sky
Now and then, when I see her face
She takes me away to that special place
And if I stared too long, I'd probably break down and cry

Woah, oh, oh
Sweet child of mine
Woah, oh, oh, oh
Sweet love of mine


She's got eyes of the bluest skies
As if they thought of rain
I'd hate to look into those eyes and see an ounce of pain
Her hair reminds me of a warm, safe place
Where, as a child, I'd hide
And pray for the thunder and the rain to quietly pass me by

Woah, oh, oh
Sweet child of mine
Woah-woah, oh, oh, oh
Sweet love of mine

Ooh
Oh
Oh, oh-oh, yeah

Woah, oh, oh, oh
Sweet child of mine
Oh, woah-oh, woah-oh
Sweet love of mine
Woah, oh, oh, oh
Sweet child of mine, ooh, yeah
Ooh
Sweet love of mine


Where do we go?
Where do we go now?
Where do we go?
Mm-mm, oh, where do we go? (Where do we go now?)
Oh, where do we go now? (Where do we go?)
Where do we go? (Sweet child of mine)
Mm, oh, where do we go now?
Aye, aye, aye, aye, aye, aye, aye, aye (Where do we go? Where do we go?)
Ooh, where do we go now? (Where do we go?)
Oh-oh-oh-oh-oh, oh, woah
Where do we go?
Oh-oh, where do we go now?
Where do we go?
Where do we go now?
Where do we go?
Woah-oh, where do we go now?
No, no, no, no, no, no, no
Sweet child
Sweet child of mine"
161,"The Chainsmokers, Halsey",Closer,Global,7BKLCZ1jbUBVqRi2FVlTVw,"Hey, I was doing just fine before I met you
I drink too much
And that's an issue, but I'm okay
Hey, you tell your friends
It was nice to meet them
But I hope I never see them again

I know it breaks your heart
Moved to the city in a broke-down car
And four years, no calls
Now you're lookin' pretty in a hotel bar
And I-I-I can't stop
No, I-I-I can't stop

So, baby, pull me closer
In the backseat of your Rover
That I know you can't afford
Bite that tattoo on your shoulder
Pull the sheets right off the corner
Of the mattress that you stole
From your roommate back in Boulder
We ain't ever getting older

We ain't ever getting older
We ain't ever getting older

You look as good as the day I met you
I forget just why I left you, I was insane
Stay and play that Blink-182 song
That we beat to death in Tucson, okay

I know it breaks your heart
Moved to the city in a broke-down car
And four years, no calls
Now I'm lookin' pretty in a hotel bar
And I-I-I can't stop
No, I-I-I can't stop

So, baby, pull me closer
In the backseat of your Rover
That I know you can't afford
Bite that tattoo on your shoulder
Pull the sheets right off the corner
Of the mattress that you stole
From your roommate back in Boulder
We ain't ever getting older

We ain't ever getting older
We ain't ever getting older

So, baby, pull me closer
In the backseat of your Rover
That I know you can't afford
Bite that tattoo on your shoulder
Pull the sheets right off the corner
Of the mattress that you stole
From your roommate back in Boulder
We ain't ever getting older

No, We ain't ever getting older
No, we ain't ever getting older
No, we ain't ever getting older
No, we ain't ever getting older
We ain't ever getting older
No, we ain't ever getting older"
162,Tears For Fears,Everybody Wants To Rule The World,Global,2YiCMmONQcoMPX2bV1LxE0,"Welcome to your life
There's no turning back
Even while we sleep
We will find you

Acting on your best behaviour
Turn your back on Mother Nature
Everybody wants to rule the world

It's my own design
It's my own remorse
Help me to decide
Help me make the

Most of freedom and of pleasure
Nothing ever lasts forever
Everybody wants to rule the world

There's a room where the light won't find you
Holding hands while the walls come tumbling down
When they do, I'll be right behind you

So glad we've almost made it
So sad they had to fade it
Everybody wants to rule the world


I can't stand this indecision
Married with a lack of vision
Everybody wants to rule the—
Say that you'll never, never, never, never need it
One headline, why believe it?
Everybody wants to rule the world
All for freedom and for pleasure
Nothing ever lasts forever
Everybody wants to rule the world"
164,Ed Sheeran,Photograph,Global,6fxVffaTuwjgEk5h9QyRjy,"Lovin' can hurt
Lovin' can hurt sometimes
But it's the only thing that I know
And when it gets hard
You know it can get hard sometimes
It is the only thing that makes us feel alive

We keep this love in a photograph
We made these memories for ourselves
Where our eyes are never closin'
Hearts are never broken
And time's forever frozen still

So you can keep me
Inside the pocket of your ripped jeans
Holdin' me closer 'til our eyes meet
You won't ever be alone
Wait for me to come home

Lovin' can heal
Lovin' can mend your soul
And it's the only thing that I know, know
I swear it will get easier
Remember that with every piece of ya
Mm, and it's the only thing we take with us when we die

Mm, we keep this love in this photograph
We made these memories for ourselves
Where our eyes are never closin'
Hearts were never broken
And time's forever frozen still

So you can keep me
Inside the pocket of your ripped jeans
Holdin' me closer 'til our eyes meet
You won't ever be alone
And if you hurt me
Well, that's okay, baby, only words bleed
Inside these pages, you just hold me
And I won't ever let you go
Wait for me to come home

Wait for me to come home
Wait for me to come home
Wait for me to come home

Oh, you can fit me
Inside that necklace you got when you were sixteen
Next to your heartbeat, where I should be
Keep it deep within your soul
And if you hurt me
Well, that's okay, baby, only words bleed
Inside these pages, you just hold me
And I won't ever let you go

When I'm away, I will remember how you kissed me
Under the lamppost back on Sixth Street
Hearin' you whisper through the phone
""Wait for me to come home"""
165,"Tate McRae, F1 The Album",Just Keep Watching (From F1® The Movie),Global,2yWlGEgEfPot0lv3OAjuG3,
166,"DJ Japa NK, MC Meno K, MC Ryan SP, Mc Jacaré, DJ DAVI DOGDOG",Posso Até Não Te Dar Flores,Global,4G7bbgD2DHORU4frrWoCXp,"(David DogDog)
(É cachorro duas ""veiz"", hahahahaha)
(É o Japa NK, né, bebê? Bebela)
(É o Japa NK, tá, vida? Haha)

Fazendo história no off
Solto por aí
É, para de se iludir
Cê tá mentindo quando fala pela boca que eu não presto
Na sua vida, eu errei, mas eu te comi certo
É o Japa NK, é Jacaré, Jacaré
Pega essa visão, caralho

Posso até não te dar flores, mas eu dou tapa na bunda
Assume que é eu que na cama te afunda
Não tem pra que negar
Be—, be—, be—, be—, bebê, vem sentar
Vem sen—, vem sen—, vеm sentar, uh-ahn

Bebê, eu não nеgo que você me fez feliz
Mais um findi sem copão, o coração fica triste
Perdi noite de bailão, pelo date, dormi cedo
Me joguei na contramão
Vou pa rua com os parceiro

Se pa' tu tá bom, pa' mim também
Melhor coisa ficar solteiro
Esperei chegar o verão, tirei a aliança do dedo
Se pa' tu tá bom, pa' mim também
Melhor coisa é ficar solteiro
Uh, nóis tá vivendo tudo que era desejo
Senta, poca
Toda peca dela, vai querer ficar
DogDog tá de peça, Japa NK
Beat que te deixa lenta, ah
Ela senta, ela quica
Ela quica, ela quica
Ela quica, ela quica

As bebê faz a fila, uh-uh
Pra entrar na chapa do pai
Uma de cada vez, tanto faz
Uma de cada vez pro Tutu faz (Japa NK)

Bebê fumou um dry, se abriu que nem flor
Começou pelo gin, acabou no licor
Fica de costa pa mim que a visão melhorou
Mexe o corpo inteiro, no talento, amor

As bebê faz a fila, uh-uh
Vai entrar na chapa do pai
Uma de cada vez, tanto faz
Uma de cada vez pro Tutu vai

Posso até não te dar flores, mas eu dou tapa na bunda
Assume que é eu que na cama te afunda
Não tem pra que negar
Be—, be—, be—, be—, bebê, vem sentar
Vem sen—, vem sen—, vem sentar, uh-ahn"
168,Lady Gaga,Poker Face,Global,1QV6tiMFM6fSOKOGLMHYYg,"Mum-mum-mum-mah
Mum-mum-mum-mah
Mum-mum-mum-mah
Mum-mum-mum-mah
Mum-mum-mum-mah

I wanna hold 'em like they do in Texas, please (Woo)
Fold 'em, let 'em hit me, raise it, baby, stay with me (I love it)
LoveGame intuition, play the cards with spades to start
And after he's been hooked, I'll play the one that's on his heart

Oh, woah-oh, oh, oh
Oh-oh-oh-oh-oh-oh
I'll get him hot, show him what I've got
Oh, woah-oh, oh, oh
Oh-oh-oh-oh-oh-oh
I'll get him hot, show him what I've got

Can't read my, can't read my
No, he can't read my poker face
(She's got me like nobody)
Can't read my, can't read my
No, he can't read my poker face
(She's got me like nobody)

P-p-p-poker face, f-f-fuck her face
(Mum-mum-mum-mah)
P-p-p-poker face, f-f-fuck her face
(Mum-mum-mum-mah)

I wanna roll with him, a hard pair we will be (Woo)
A little gamblin' is fun when you're with me (I love it, woo)
Russian roulette is not the same without a gun
And baby, when it's love, if it's not rough, it isn't fun, fun

Oh, woah-oh, oh, oh
Oh-oh-oh-oh-oh-oh
I'll get him hot, show him what I've got
Oh, woah-oh, oh, oh
Oh-oh-oh-oh-oh-oh
I'll get him hot, show him what I've got

Can't read my, can't read my
No, he can't read my poker face
(She's got me like nobody)
Can't read my, can't read my
No, he can't read my poker face
(She's got me like nobody)

P-p-p-poker face, f-f-fuck her face
(Mum-mum-mum-mah)
P-p-p-poker face, f-f-fuck her face
(Mum-mum-mum-mah)
(Mum-mum-mum-mah)
(Mum-mum-mum-mah)

I won't tell you that I love you
Kiss or hug you
'Cause I'm bluffin' with my muffin
I'm not lyin', I'm just stunnin' with my love-glue-gunnin'
Just like a chick in the casino
Take your bank before I pay you out
I promise this, promise this
Check this hand 'cause I'm marvelous

Can't read my, can't read my
No, he can't read my poker face
(She's got me like nobody)
Can't read my, can't read my
No, he can't read my poker face
(She's got me like nobody)
Can't read my, can't read my
No, he can't read my poker face
(She's got me like nobody)
Can't read my, can't read my
No, he can't read my poker face
(She's got me like nobody)
Can't read my, can't read my
No, he can't read my poker face
(She's got me like nobody)
Can't read my, can't read my
No, he can't read my poker face
(She's got me like nobody)

P-p-p-poker face, f-f-fuck her face
P-p-p-poker face, f-f-fuck her face
(She's got me like nobody)
P-p-p-poker face, f-f-fuck her face
(Mum-mum-mum-mah)
P-p-p-poker face, f-f-fuck her face
(Mum-mum-mum-mah)
P-p-p-poker face, f-f-fuck her face
(Mum-mum-mum-mah)
P-p-p-poker face, f-f-fuck her face
(Mum-mum-mum-mah)"
169,Bad Bunny,MONACO,Global,4MjDJD8cW7iVeWInc2Bdyj,"Huh-huh-huh
Huh-huh-huh-huh
Huh-huh-huh-huh
Huh-huh-huh-huh
Huh-huh-huh, huh-huh
Huh-huh-huh, huh-huh
Huh-huh-huh-huh-huh

Dime (Ey; dime), dime, ¿esto es lo que tú quería'?
Yo soy fino (Uh), esto es trap de galería
Tú eres un charro, Rocky ""The Kid"", una porquería
Yo un campeón, Rocky Marciano, Rocky Balboa, Rocky Maivia
Tengo la ruta, tengo la vía, sí, tengo la vía
Los gasto de noche, facturo to' el día
Tanta plata que, que me gusta que
Me chapeen, por eso le meto a toa' estas arpía'
Ustedes no saben lo que es estar en altamar con doscientos cuero'
Que la azafata te mame el bicho en el cielo (Ey, ey)
Lo que es tirar quiniento' mil en el putero (Ey, ey, ey)
Por eso tu opinión me importa cero (Duh)
Por eso tú estás 101 en el top 100 y yo estoy primero
Ya no son rapero', ahora son podcastero'
Más que tú está cobrando mi barbero (Ey)
Chingando y viajando en el mundo entero (Ey, ey, ey), ey

Bebiendo mucha champaña, nunca estamos seco'
Primero llegó Verstappen, después llegó Checo
Si Pablo me viera, dirá que soy un berraco
Ustede' hablando mierda y yo y los mío' por Mónaco
Bebiendo mucha champaña, nunca estamos seco'
'Tán hablando solo', están hablando con el eco
El signo del dinero, ese e' mi nuevo zodiaco
Prende un puro, la familia está en Mónaco

Hier encore, j'avais vingt ans
Je caressais le temps, et jouais de la vie
Comme on joue de l'amour, et je vivais la nuit
Sans compter sur mes jours, qui fuyaient dans le temps

Créeme, los carros de F1 son más rápido' en persona
Sofía Vergara es linda, pero es más linda en persona (Más rica)
Lo que tú haga' a mí no me impresiona
Es como meter un gol después de Messi y Maradona
A ti no te conocen ni en tu barrio
Ayer estaba con LeBron, también con DiCaprio
Me preguntaron que cómo me fue en los estadio'
Hablamos de la familia y temas de millonario'
Digo, multimillonario', digo, je, de billonario'
Hace rato sin cojone' que me tiene la radio
Hace rato me quité del trap, yo se lo dejé a Eladio
Uy, je, querido diario
Hoy me depositaron, a los GRAMMYs nominaron
Otra vez me criticaron y ninguna me importaron
Yo sigo tranquilo, en la mía
Don Vito, Don Beno; de los Beatle', John Lennon
A mis nieto' cuando muera les vo'a dejar cien terreno'
A toa' mis doña' las pompis y los seno'
Y a mis hater' un F40 sin los freno'

¿Pa' qué? Pa' que se estrellen, je, pa' que se maten
Rojo o blanco, negro mate, ¿cuál tú quiere'?
¿Pa' qué? Pa' que se estrellen, pa' que se maten (Pa' que se maten)
Que en paz descansen, yo sigo en el yate, ey (Mmm; ¡ey!)

Bebiendo mucha champaña, nunca estamos seco' (¡No!)
Primero llegó Verstappen, después llegó Checo
Si Pablo me viera, dirá que soy un berraco
Ustede' hablando mierda y yo y los mío' por Mónaco
Bebiendo mucha champaña, nunca estamos seco'
'Tán hablando solo', están hablando con el eco
El signo del dinero, ese e' mi nuevo zodiaco
Prende un Phillie, la familia está en Mónaco

Hier encore, j'avais vingt ans
Je caressais le temps, et jouais de la vie
Comme on joue de l'amour, et je vivais la nuit
Sans compter sur mes jours, qui fuyaient dans le temps"
170,"French Montana, Swae Lee",Unforgettable,Global,3B54sVLJ402zGa6Xm4YGNe,"Es ist nicht gut genug für mich
Seitdem ich mit dir gewesen bin, ooh
Es wird nicht mit dir funktionieren
Niemand kann mich gleich machen (Ich weiß)
Ich werde an diesem Drink nippen, wenn ich im Arsch bin
Ich sollte wissen wie man aufgabelt
Ich werde den Rhythmus bekommen
Während sie gegen mich drückt, ooh, ist sie angeschwipst?
Hatte genug Konversation für 24
Ich gucke dich durch den ganzen Raum an
Schöner kleiner Körper, tanzt wie Gogo, hey
Und du bist unvergessbar
Ich muss dafür sorgen, dass du alleine bist (oeh)
Warum nicht? Eine verdammt gute Zeit hat noch niemanden geschadet
Ich hab einen kleinen Drink, aber es nicht Barcadi
Wenn du das Mädchen liebtest, tut es mir sehr, sehr leid
Ich muss es ihr geben als wären wir in einer Ehe
Oh, als wären wir in Eile
Nein, nein, ich werde es niemanden erzählen
Du bist auch auf deinem Level
Versuchen zu machen, was Liebhaber tun

Fühle mich als wäre ich frisch raus; Boosie
Wenn sie das Drama wollen, hab ich die Uzi
Schiffe die ganze Crew zum Kreuzfahrtschiff
Machen Scheiße, die du nicht mal in Filmen siehst
Fahr mit mir, fahr mit mir, Boss
Ich hab einen harten Kopf, aber ihr Arsch ist weich
Sie will den Nachnamen mit dem Ring darauf
Weil ich holte eine Millionen raus, sagte ihr, sie soll drauf planken

Und du bist unvergessbar
Ich muss dafür sorgen, dass du alleine bist
Jetzt willst du dir aussuchen
Lass den Champagner im 'Cuzi einfach spritzen

Es ist nicht gut genug für mich
Seitdem ich mit dir gewesen bin, ooh
Es wird nicht mit dir funktionieren
Niemand kann mich gleich machen (Ich weiß)
Ich werde an diesem Drink nippen, wenn ich im Arsch bin
Ich sollte wissen wie man aufgabelt
Ich werde den Rhythmus bekommen
Während sie gegen mich drückt, ooh, ist sie angeschwipst?
Hatte genug Konversation für 24
Ich gucke dich durch den ganzen Raum an
Schöner kleiner Körper, tanzt wie Gogo, hey
Und du bist unvergessbar
Ich muss dafür sorgen, dass du alleine bist (oeh)
Warum nicht? Eine verdammt gute Zeit hat noch niemanden geschadet
Ich hab einen kleinen Drink, aber es nicht Barcadi
Wenn du das Mädchen liebtest, tut es mir sehr, sehr leid
Ich muss es ihr geben als wären wir in einer Ehe
Oh, als wären wir in Eile
Nein, nein, ich werde es niemanden erzählen
Du bist auch auf deinem Level
Versuchen zu machen, was Liebhaber tun

Du bist nicht gut genug für mich
Zu viel für dich alleine
Baby, geh und sammle paar harte Bitches und bring sie nach Hause
Weißt der Jet ist auf mich
Ich werde mein bestes für dich kurven, du weißt
Also heb das Kleid für mich auf
Lass den Rest an
Zu viel Konversation für 24
Wenn du neben 24 Karat stehst
Sie ließ ihren Mann zu Hause
Sie liebt ihn nicht mehr
Ich will deinen Verstand und deinen Körper
Kümmere mich um niemanden
Also wirst du niemals jemanden verletzen
Baby girl, zeig deinen Körper, zeig deinen Körper

Und du bist unvergessbar
Ich muss dafür sorgen, dass du alleine bist
Jetzt willst du dir aussuchen
Lass den Champagner im 'Cuzi einfach spritzen
Warum nicht?

Oh, als wären wir in Eile
Nein, nein, ich werde es niemanden erzählen
Du bist auch auf deinem Level
Versuchen zu machen, was Liebhaber tun"
