rank,artist,title,region,spotify_uri,dominant_emotion,dominant_score,low_confidence,emotion_love,emotion_longing,emotion_joy,emotion_heartbreak,emotion_grief,emotion_despair,emotion_hope,emotion_lonely,emotion_sensual,emotion_anger
27,"Alleh, Yorghaki",capaz (merengueton),Argentina,2dd3G3ZqEcG2cNS1tp3oEk,longing,0.9703,False,0.9247,0.9703,0.0065,0.5944,0.194,0.6438,0.0653,0.4198,0.9421,0.2436
28,Bad Bunny,KLOuFRENS,Argentina,4MUrUT38U98olfnyzMBCzm,heartbreak,0.9839,False,0.5646,0.8657,0.075,0.9839,0.971,0.7855,0.024,0.9611,0.5105,0.4618
29,"Rauw Alejandro, Bad Bunny",Qué Pasaría...,Argentina,0l0vcZMU7AOeQmUIREoI2U,longing,0.9675,False,0.2968,0.9675,0.0667,0.6005,0.4864,0.2654,0.3269,0.9265,0.9172,0.8468
30,"J Balvin, Bad Bunny",LA CANCIÓN,Argentina,0fea68AdmYNygeTGI4RC18,longing,0.9448,False,0.3529,0.9448,0.0679,0.7682,0.6768,0.4834,0.1872,0.9353,0.6792,0.2469
31,Babasonicos,Como Eran Las Cosas,Argentina,61qPUnazSdkvua4wgA4L8C,anger,0.9392,False,0.0399,0.9049,0.0014,0.8724,0.7303,0.6735,0.0276,0.7299,0.2404,0.9392
32,Omar Courtz,POR SI MAÑANA NO ESTOY,Argentina,595wwjQiad6e6lSTScmXvz,lonely,0.9958,False,0.9512,0.9945,0.0423,0.9822,0.9153,0.4662,0.5233,0.9958,0.9181,0.2002
33,"Bizarrap, Daddy Yankee","Daddy Yankee: Bzrp Music Sessions, Vol. 0/66",Argentina,2uPMsTEKx79gJ8rB3AcT0v,longing,0.7202,False,0.6756,0.7202,0.0879,0.0151,0.0158,0.0227,0.4862,0.2183,0.4279,0.5546
34,Bad Bunny,Tití Me Preguntó,Argentina,1IHWl5LamUGEuP4ozKQSXZ,heartbreak,0.9884,False,0.4665,0.9513,0.0207,0.9884,0.8636,0.9338,0.1106,0.9756,0.5291,0.8199
35,"Bad Bunny, Ozuna, Farruko, Arcángel, Ñengo Flow, DJ Luian, Mambo Kingz",Diles,Argentina,6C1RD7YQVvt3YQj0CmuTeu,sensual,0.921,False,0.1936,0.7282,0.0662,0.0074,0.0103,0.0046,0.0521,0.0361,0.921,0.4942
36,"Young Cister, Kreamly",QLOO*,Argentina,7CMj1OOS1ho4CPEQTFKzcN,love,0.9951,False,0.9951,0.9796,0.1907,0.007,0.0173,0.0014,0.1624,0.0156,0.9858,0.025
37,Airbag,Por Mil Noches,Argentina,5vHWh24GAsXJ7tnIu8v7UN,longing,0.9915,False,0.0201,0.9915,0.0005,0.9816,0.9614,0.9427,0.001,0.9868,0.1926,0.1604
38,Cazzu,Con Otra,Argentina,2F6PBqz7aPA7K309aFKMHt,heartbreak,0.9402,False,0.0857,0.4957,0.0021,0.9402,0.819,0.8095,0.0122,0.8394,0.1678,0.7587
39,"PEPU, Pizzu",TENGO UN FEELING,Argentina,1toIsvoqn3HCpdetMXk2sJ,longing,0.9522,False,0.3344,0.9522,0.6859,0.0306,0.0589,0.0242,0.6327,0.0322,0.7138,0.1339
40,"Bizarrap, J Balvin","J Balvin: Bzrp Music Sessions, Vol. 62/66",Argentina,04YMLAsyIAe1sLb6RO5YcC,lonely,0.8754,False,0.0074,0.7473,0.0358,0.4015,0.2076,0.0751,0.1095,0.8754,0.1682,0.4455
42,No Te Va Gustar,A las Nueve,Argentina,0CgpCtEPvyDizcg2p47VrU,despair,0.9806,False,0.1821,0.6712,0.0013,0.9533,0.9106,0.9806,0.0095,0.9382,0.4757,0.9056
43,Djo,End of Beginning,Argentina,3qhlB30KknSejmIvZZLjOD,heartbreak,0.9534,False,0.0003,0.0948,0.0001,0.9534,0.9112,0.0862,0.0001,0.3736,0.0035,0.0002
44,"Bad Bunny, Chuwi",WELTiTA,Argentina,5WEF0icHWmAZBBMglBd599,love,0.9805,False,0.9805,0.9623,0.8582,0.0013,0.0013,0.0004,0.8672,0.0086,0.9762,0.0007
45,Plan B,Es un Secreto,Argentina,3KZCP2StVGdWkOKyRZNWA4,sensual,0.9781,False,0.9418,0.9641,0.4014,0.0058,0.0043,0.0014,0.6149,0.0284,0.9781,0.0039
46,"No Te Va Gustar, Juan Casanova",Tan Lejos,Argentina,44m9PAUZYeOEGeaTYh6NAl,longing,0.9566,False,0.1363,0.9566,0.1497,0.2934,0.2556,0.0226,0.7865,0.8835,0.4741,0.1267
47,"Milo j, Trueno",Gil,Argentina,5jgmQkVypORb3enASCxjYs,heartbreak,0.7956,False,0.1859,0.6695,0.0089,0.7956,0.2944,0.5287,0.0487,0.5915,0.1207,0.5513
48,"Maria Becerra, TINI, XROSS",HASTA QUE ME ENAMORO,Argentina,7rfYGYxsZzQAhlJy5B0IcW,lonely,0.9812,False,0.9027,0.9349,0.0012,0.969,0.9041,0.9529,0.0011,0.9812,0.258,0.1473
49,Gustavo Cerati,Adiós,Argentina,1rh4kDY9T4fHVDum8Foi5k,heartbreak,0.9831,False,0.6249,0.8476,0.0001,0.9831,0.9809,0.8055,0.0262,0.8561,0.03,0.0021
50,Plan B,Fronteo,Argentina,0AXKoQuC2NQ8S2QRF0Gu02,sensual,0.9264,False,0.3345,0.4572,0.0503,0.1083,0.1031,0.0467,0.074,0.4206,0.9264,0.3661
51,Bad Bunny,NO ME QUIERO CASAR,Argentina,39L3LdlHS3gqB62HPWaJRg,lonely,0.8732,False,0.0482,0.8152,0.0076,0.5495,0.1583,0.2061,0.2617,0.8732,0.5819,0.4964
53,Intoxicados,Nunca quise,Argentina,0ZAJ660VP57lLK4U7NlGOy,anger,0.8658,False,0.2271,0.8029,0.0068,0.576,0.2058,0.067,0.0029,0.3198,0.3413,0.8658
54,Callejeros,Creo,Argentina,5Bi9Cq5oVFy1OtUgecbegZ,heartbreak,0.9756,False,0.0058,0.387,0.0001,0.9756,0.9687,0.6252,0.0002,0.8703,0.0236,0.0001
55,Danny Ocean,Me Rehúso,Argentina,6ifUES3keWjwXgae8pXI3o,sensual,0.8256,False,0.5641,0.792,0.005,0.7857,0.6861,0.4893,0.0512,0.626,0.8256,0.1545
56,"Tiago PZK, Ke Personajes",Piel,Argentina,6kPCcIAGoTeRrh8qrmKa90,longing,0.9909,False,0.9732,0.9909,0.007,0.0456,0.0271,0.0055,0.1571,0.9284,0.879,0.0106
57,"Maria Becerra, El Alfa, XROSS",HACE CALOR,Argentina,4tabsd3NLLwuT90wkuNh7C,sensual,0.6833,False,0.4808,0.483,0.1516,0.0755,0.1209,0.0581,0.1301,0.0838,0.6833,0.6686
58,Patricio Rey y sus Redonditos de Ricota,Un Ángel para Tu Soledad,Argentina,6kUopck7LHVadAjAFcXiTj,lonely,0.9334,False,0.003,0.5641,0.0022,0.8242,0.5379,0.7936,0.0069,0.9334,0.5796,0.0656
59,"Luck Ra, Miranda!",TU MISTERIOSO ALGUIEN (CUARTETO) (feat. Miranda!),Argentina,4Kzi8hXKkT87SQoYClizh0,love,0.8276,False,0.8276,0.6434,0.0008,0.5992,0.1157,0.0211,0.0031,0.1687,0.2968,0.2574
60,"Omar Courtz, ROA",WO OH OH,Argentina,0h54mLixODOqU6vTcZMqVM,longing,0.9958,False,0.991,0.9958,0.6601,0.194,0.2701,0.0181,0.8873,0.3731,0.9907,0.5594
62,"Héctor ""El Father"", Wisin & Yandel",El Teléfono,Argentina,614NVFo5csQqRnryl4jXs2,longing,0.989,False,0.742,0.989,0.0524,0.6973,0.0305,0.0434,0.24,0.9719,0.967,0.457
63,"Luck Ra, Karina, RAMKY EN LOS CONTROLES",LADRON,Argentina,2NMctdE1VuUUc4VctEqamB,sensual,0.8772,False,0.7167,0.7582,0.0154,0.6148,0.4181,0.1197,0.0196,0.3175,0.8772,0.6349
64,Taylor Swift,The Fate of Ophelia,Argentina,53iuhJlwXhSER5J2IYYv1W,heartbreak,0.9609,False,0.703,0.9017,0.2118,0.9609,0.8911,0.5636,0.6806,0.9553,0.7835,0.4429
65,"Anuel AA, Haze",Amanece,Argentina,1LiN0Z98FkR1t0m8KmLcAH,longing,0.9857,False,0.9408,0.9857,0.0925,0.9015,0.5169,0.4138,0.0331,0.5865,0.9648,0.695
66,Turf,Pasos Al Costado,Argentina,7upAH0ezzsThyvr33YKn4u,heartbreak,0.8602,False,0.1446,0.6621,0.0013,0.8602,0.6436,0.1683,0.02,0.4652,0.167,0.1064
67,"Anuel AA, Daddy Yankee, Zion & Lennox, Farruko, Wisin",Sola (Remix),Argentina,5q2JbCNi4FcnglgPfxcV65,longing,0.9875,False,0.4704,0.9875,0.0421,0.9462,0.6846,0.5045,0.2168,0.9279,0.7716,0.7023
68,Felix Record,Cuentame,Argentina,2lg4MDfkK2ya3dEAFu6Wh8,sensual,0.9821,False,0.6033,0.9805,0.0165,0.8417,0.4053,0.3814,0.267,0.4931,0.9821,0.4727
69,De La Rose,Yo te conozco :):,Argentina,1yG1za0O6OK6sKa79xGtsA,longing,0.9813,False,0.3323,0.9813,0.0157,0.5625,0.3381,0.3657,0.9251,0.9694,0.9507,0.8825
70,Babasonicos,Irresponsables,Argentina,6d4d6cwiAf59mKxoRmXQoK,love,0.9363,False,0.9363,0.571,0.0003,0.873,0.7542,0.7585,0.0004,0.0483,0.7315,0.25
71,"Yan Block, Panda Black",444,Argentina,1o4xkdBe0RjSf2u6VXi4OI,longing,0.9739,False,0.4765,0.9739,0.005,0.8759,0.6274,0.5427,0.0186,0.9551,0.8933,0.8299
72,"Jere Klein, Katteyes, Mateo on the Beatz",TODO KE VER,Argentina,3D9mWy43zoJFWQUE6sz6ax,sensual,0.6322,False,0.0921,0.5407,0.0038,0.3748,0.1311,0.4139,0.036,0.505,0.6322,0.459
73,Los Huayra,La Noche Sin Tí,Argentina,6dT5W7zuEcUZHnZuVlSIJ5,lonely,0.9947,False,0.3951,0.9883,0.0002,0.9894,0.9832,0.947,0.0116,0.9947,0.0385,0.3925
74,Los Piojos,Bicho de Ciudad,Argentina,0oCiPqIEL5218yu2D996eP,longing,0.9673,False,0.9591,0.9673,0.4223,0.6552,0.2339,0.0204,0.2508,0.8354,0.9198,0.0416
75,Omar Courtz,KOKO,Argentina,1tz7RZirwiuaJw2p0jbdHb,sensual,0.9906,False,0.6707,0.9434,0.0146,0.0033,0.0032,0.0016,0.213,0.8825,0.9906,0.0698
76,Maluma,Borro Cassette,Argentina,6DUdDIRgLqCGq1DwkNWQTN,sensual,0.9784,False,0.9355,0.9778,0.1452,0.7625,0.5765,0.4371,0.4236,0.6653,0.9784,0.854
77,"Yan Block, Panda Black",Talento,Argentina,7sChwC2NZjGc2Kdni3hlDg,anger,0.9799,False,0.4291,0.8957,0.0705,0.7166,0.4827,0.4315,0.8304,0.8441,0.9406,0.9799
79,Los Tipitos,Campanas en la Noche,Argentina,0C9V5jMElp7laZZdsCHufD,longing,0.8505,False,0.5136,0.8505,0.0013,0.101,0.0951,0.0354,0.0463,0.8135,0.0357,0.0044
80,Omar Courtz,SI ESTÁS CON ALGUIEN,Argentina,7nyk5uxevcijIfl1FlJgmA,heartbreak,0.9511,False,0.4923,0.558,0.014,0.9511,0.8626,0.5695,0.0523,0.8904,0.4996,0.4055
81,"Anuel AA, Bad Bunny",Hasta Que Dios Diga,Argentina,06s3QtMJVXw1AJX3UfvZG1,sensual,0.7759,False,0.5712,0.7521,0.1687,0.0936,0.065,0.0569,0.1505,0.2855,0.7759,0.5261
82,Ciro y los Persas,Me Gusta,Argentina,67Q93kXygxCskeQiIP0V0j,sensual,0.9893,False,0.9821,0.9703,0.0136,0.6357,0.2012,0.0183,0.0786,0.3662,0.9893,0.0247
83,Bad Bunny,MONACO,Argentina,4MjDJD8cW7iVeWInc2Bdyj,sensual,0.9725,False,0.5166,0.7221,0.3848,0.1613,0.2485,0.1973,0.0759,0.5001,0.9725,0.5783
84,La T y La M,amor de veraNO,Argentina,6WJ2QzbVnjmPGKpmb6tmmO,sensual,0.9839,False,0.9806,0.9087,0.2444,0.2102,0.2404,0.0686,0.0917,0.4394,0.9839,0.4827
85,Airbag,Nunca Lo Olvides,Argentina,4581iSIX0QZNNzAQRysF3k,longing,0.9884,False,0.9535,0.9884,0.0193,0.8558,0.6947,0.3769,0.1305,0.8943,0.8783,0.139
86,"Yan Block, TORRRES",Yo sé,Argentina,5DdLSEyKh8zgCrJq2hFj92,sensual,0.9721,False,0.0479,0.8067,0.007,0.7802,0.537,0.6453,0.0117,0.451,0.9721,0.8442
87,"Milo j, Taiu",Rara Vez,Argentina,7MVIfkyzuUmQ716j8U7yGR,longing,0.9569,False,0.9229,0.9569,0.091,0.3785,0.0697,0.0055,0.0237,0.4592,0.309,0.0171
88,El Plan De La Mariposa,Túnel de la Vida,Argentina,3NlHH9zJ9uGXkm6NJDbLnO,hope,0.8299,False,0.6742,0.6821,0.0979,0.0106,0.0054,0.0005,0.8299,0.0139,0.3709,0.004
89,DesaKTa2,No Se Ve / Chingon,Argentina,1wDZFWLswOdkP3PBOWiSwI,sensual,0.995,False,0.9243,0.9894,0.0734,0.2179,0.4861,0.1423,0.0734,0.8275,0.995,0.6478
90,Airbag,Cicatrices,Argentina,23FJGRug9hlYUIBnrmkIBX,longing,0.9917,False,0.0349,0.9917,0.0023,0.9163,0.9198,0.925,0.0032,0.9864,0.9051,0.8836
91,Pablo Chill-E,Resentia,Argentina,2ANtIUI9cipWNI685VdlZb,heartbreak,0.6488,False,0.4923,0.5227,0.0242,0.6488,0.5242,0.2405,0.1054,0.5073,0.4635,0.2553
92,Jin,Don’t Say You Love Me,Argentina,27xkOIER6uDLKALIelHylZ,heartbreak,0.9816,False,0.0036,0.7414,0.0002,0.9816,0.9341,0.9381,0.0021,0.8527,0.0424,0.6914
93,Zion & Lennox,La player (Bandolera),Argentina,0VKkyBKCXyR99navhVRqcP,sensual,0.9217,False,0.1885,0.8443,0.0387,0.3414,0.2082,0.382,0.1694,0.9111,0.9217,0.4566
94,Tan Bionica,Obsesionario en La Mayor,Argentina,5EGVGkRRJ2udpRnVGpx8LM,longing,0.9953,False,0.8769,0.9953,0.0005,0.9922,0.9805,0.9678,0.0368,0.9921,0.1024,0.3701
95,"Romeo Santos, Prince Royce",Dardos,Argentina,5SudOD9R1Of6CsJVWZy6CQ,longing,0.9858,False,0.943,0.9858,0.0029,0.976,0.9435,0.8874,0.0124,0.8027,0.5856,0.8079
96,Anuel AA,Tú No Lo Amas,Argentina,0fLOPPoyIaPTe8dm2Mrft3,longing,0.9931,False,0.937,0.9931,0.0077,0.8628,0.6909,0.5207,0.4564,0.9866,0.8703,0.6182
97,Los Auténticos Decadentes,Un Osito de Peluche de Taiwán,Argentina,6iCnJkKswtMYoSmT58HmEn,lonely,0.9847,False,0.2256,0.9747,0.0001,0.9686,0.9054,0.8234,0.0002,0.9847,0.9498,0.0125
98,Patricio Rey y sus Redonditos de Ricota,Un Poco de Amor Francés,Argentina,14rcLGX83RpsORAIzC4U4g,sensual,0.9519,False,0.7738,0.8232,0.035,0.0658,0.1331,0.0052,0.0089,0.0201,0.9519,0.0085
100,La T y La M,El Doctorado,Argentina,1yg1tWFaYajN4b7vsKtYRE,longing,0.8815,False,0.4223,0.8815,0.3176,0.1837,0.1973,0.0524,0.7285,0.4014,0.6194,0.388
101,Miranda!,Tu Misterioso Alguien,Argentina,4ksf1UdqNc9pU8R4ZZrgdY,heartbreak,0.8809,False,0.6898,0.8325,0.0032,0.8809,0.5162,0.3392,0.04,0.479,0.4332,0.4922
103,KAROL G,Si Antes Te Hubiera Conocido,Argentina,73scB4Q4fcOmnsBVZPmk32,longing,0.9843,False,0.6859,0.9843,0.0465,0.3908,0.3937,0.121,0.9564,0.5149,0.9138,0.6576
104,"Fuerza Regida, Grupo Frontera",COQUETA,Argentina,1PREzVLuDT6PSE9sej4wnV,longing,0.9961,False,0.9567,0.9961,0.0201,0.8784,0.6052,0.0752,0.4978,0.675,0.9903,0.0876
105,Bad Bunny,Moscow Mule,Argentina,6Xom58OOXk2SoU711L2IXO,longing,0.9085,False,0.0678,0.9085,0.3948,0.0919,0.1113,0.1966,0.0787,0.7091,0.7467,0.8514
106,"Luck Ra, BM",La Morocha,Argentina,6vRQqxOhUFd78p5tL8jXr7,lonely,0.9919,False,0.4287,0.9917,0.0039,0.486,0.0096,0.0645,0.1312,0.9919,0.9486,0.0481
107,Los Auténticos Decadentes,Loco (Tu Forma De Ser),Argentina,3ydweVPwq9PCEVJ8WwqT6u,heartbreak,0.8376,False,0.0039,0.7724,0.0088,0.8376,0.6093,0.0601,0.0005,0.3725,0.0456,0.2299
108,Omar Courtz,⁠LUCES DE COLORES,Argentina,5dDlknAL9imbXXl7uG7oqe,sensual,0.9936,False,0.753,0.9856,0.6631,0.0278,0.0348,0.0326,0.3992,0.7716,0.9936,0.1236
109,The Police,Every Breath You Take,Argentina,1JSTJqkT5qHq8MDJnJbRE1,longing,0.9941,False,0.9614,0.9941,0.0091,0.9913,0.9886,0.9498,0.0383,0.989,0.4905,0.1935
110,"Maluma, Trap Capos, Noriel, Bryant Myers, Juhn","Cuatro Babys (feat. Trap Capos, Noriel, Bryant Myers & Juhn)",Argentina,0JoHqmlqE0W0i9prt6kcHR,lonely,0.6229,False,0.4985,0.5258,0.0272,0.1976,0.0518,0.4056,0.0537,0.6229,0.6039,0.162
111,Airbag,Cae el Sol,Argentina,1Mqfdem6pgGVoULjSkkcc9,longing,0.9881,False,0.7102,0.9881,0.0141,0.88,0.7071,0.5375,0.423,0.9694,0.4533,0.5745
112,"Eugenia Quevedo, Angela Leiva, La banda de Carlitos",No Podrás - En Vivo,Argentina,3X8jKI7kHrbhqgLboG14tw,heartbreak,0.991,False,0.0293,0.5097,0.0006,0.991,0.9863,0.9755,0.0005,0.9723,0.0421,0.9719
113,Babasonicos,Puesto,Argentina,5zpZUFF7YyPG90nkR88RYd,sensual,0.9848,False,0.9536,0.9316,0.9415,0.0974,0.0405,0.0321,0.8058,0.0475,0.9848,0.2019
116,Yandel,Encantadora,Argentina,7LABrQFfRYcZUqUwng0Heb,longing,0.5017,False,0.4745,0.5017,0.0451,0.0298,0.0832,0.1549,0.0757,0.3505,0.498,0.119
117,Bad Bunny,Otra Noche en Miami,Argentina,4vCAzANUWDE24URV6wQ4ra,longing,0.9884,False,0.1598,0.9884,0.0043,0.9675,0.9264,0.8584,0.1438,0.9845,0.5489,0.5282
118,"Bad Bunny, Bomba Estéreo",Ojitos Lindos,Argentina,3k3NWokhRRkEPhCzPmV8TW,sensual,0.9457,False,0.7069,0.9259,0.1484,0.513,0.4891,0.4836,0.0839,0.2573,0.9457,0.4446
119,"Callejero Fino, Martin Vegas",TIKI TIKI,Argentina,7GSKEUunbDOtPSG1TLXq8e,sensual,0.8524,False,0.0836,0.4081,0.037,0.468,0.226,0.2063,0.0265,0.2575,0.8524,0.5843
120,No Te Va Gustar,Ese Maldito Momento,Argentina,6MuJUSYCqA4FpMogUHzb2R,lonely,0.9952,False,0.0261,0.9228,0.0005,0.9777,0.9793,0.9675,0.0011,0.9952,0.1005,0.8736
121,Angela Torres,FAVORITA,Argentina,6EhX9FjpQZ5CohoGeqUM2u,sensual,0.9571,False,0.9476,0.9474,0.0476,0.6091,0.3317,0.3411,0.135,0.0326,0.9571,0.3682
122,Kapo,UWAIE,Argentina,0fMjldiEpgjbWQ4bBQwVzH,love,0.98,False,0.98,0.953,0.2919,0.0304,0.0167,0.0056,0.2398,0.1537,0.9757,0.0195
123,"Estelares, Jorge Serrano",Ella Dijo,Argentina,6cFf4Jfy7ThUwGzbqFcZsx,heartbreak,0.9257,False,0.7707,0.8912,0.0234,0.9257,0.8163,0.6346,0.0161,0.8813,0.8011,0.514
125,Babasonicos,El Loco,Argentina,2jEjxOyKqMpkcThWl697hf,longing,0.9609,False,0.0016,0.9609,0.0191,0.9234,0.8454,0.9521,0.0133,0.7475,0.9123,0.9575
126,Andrés Calamaro,Flaca,Argentina,1p7m9H4H8s0Y7SgRm7j3ED,love,0.9546,False,0.9546,0.8368,0.0206,0.7894,0.5047,0.1553,0.1473,0.7717,0.4563,0.0625
127,Las Pelotas,Personalmente,Argentina,7q7XFO9av9VpNJSXKJwJxD,hope,0.9549,False,0.0644,0.9545,0.0265,0.9062,0.9127,0.6295,0.9549,0.6432,0.753,0.671
128,"Rauw Alejandro, Romeo Santos",Khé?,Argentina,1YYfyJ2yCvGFCxwjsIqEK9,longing,0.9796,False,0.6815,0.9796,0.0024,0.9466,0.7219,0.4924,0.0064,0.9194,0.7642,0.5857
129,Las Pelotas,Será,Argentina,60IzIxSuVAtU71yCmHjxHH,longing,0.995,False,0.5021,0.995,0.0004,0.7361,0.8125,0.0077,0.3142,0.6615,0.843,0.8856
130,Mon Laferte,Tu Falta De Querer,Argentina,4skuEIloXWuxxgekKupkEH,longing,0.9963,False,0.9843,0.9963,0.0003,0.9944,0.9925,0.9759,0.0035,0.9883,0.1208,0.9332
131,Patricio Rey y sus Redonditos de Ricota,Esa Estrella Era Mi Lujo,Argentina,1buwr89mlvxbaqArqmvCYS,love,0.968,False,0.968,0.9296,0.5619,0.3796,0.0634,0.0499,0.2991,0.3062,0.9591,0.1471
133,Romeo Santos,Imitadora,Argentina,6r46lnXFbE9fr2d3KNaGbe,lonely,0.9879,False,0.6803,0.9796,0.0066,0.9766,0.9299,0.8534,0.0566,0.9879,0.904,0.8677
134,Milo j,M.A.I,Argentina,35ttE4t8lQZA2vuCYDg4G7,love,0.9879,False,0.9879,0.9831,0.2964,0.9477,0.8988,0.5438,0.7058,0.9348,0.5633,0.0864
135,Omar Courtz,VAMOaCOCHI,Argentina,1oghNMGW42IhtQPNU6leZz,sensual,0.9881,False,0.873,0.9865,0.2526,0.0068,0.0081,0.0039,0.4571,0.7203,0.9881,0.0338
137,"Feid, ATL Jacob",LUNA,Argentina,7bywjHOc0wSjGGbj04XbVi,longing,0.994,False,0.2271,0.994,0.0016,0.9932,0.9803,0.942,0.0198,0.9897,0.5459,0.9497
138,Anuel AA,¿Qué Nos Pasó?,Argentina,7k3qWn8D43a5ISa3x8lJux,anger,0.9383,False,0.0171,0.7282,0.0421,0.8121,0.6441,0.7534,0.0201,0.7483,0.4038,0.9383
139,"Jory Boy, Bad Bunny",No Te Hagas,Argentina,5hKjEpYrJIJs6uPl7zw6Y6,longing,0.7685,False,0.5104,0.7685,0.1068,0.5359,0.4516,0.2713,0.0666,0.5123,0.7393,0.3819
140,"Rauw Alejandro, Chencho Corleone",El Efecto,Argentina,4SJHHpKhcuXwDsCsPqshXj,sensual,0.929,False,0.2724,0.6482,0.0753,0.0384,0.0249,0.0172,0.1049,0.2187,0.929,0.0489
141,"KHEA, Duki, Cazzu, Omar Varela, MYKKA",Loca,Argentina,0vnrhysrKKRdNYFKLAGzRc,longing,0.8932,False,0.6029,0.8932,0.0146,0.7129,0.3089,0.3089,0.0506,0.5233,0.875,0.6342
143,"Maria Becerra, Paulo Londra, XROSS",RAMEN PARA DOS,Argentina,5KJacLbQNuqzR9IizaPI6h,lonely,0.9871,False,0.0256,0.8991,0.0011,0.9804,0.9579,0.954,0.0907,0.9871,0.3695,0.536
144,Plan B,Fanatica Sensual,Argentina,1DrDfpOx4P4LMxFhtOmeyD,sensual,0.9944,False,0.9131,0.8879,0.0281,0.0037,0.0061,0.0033,0.3664,0.16,0.9944,0.1127
145,"Marc Seguí, Rauw Alejandro, Pol Granch",Tiroteo - Remix,Argentina,4OwhwvKESFtuu06dTgct7i,longing,0.9953,False,0.8943,0.9953,0.0006,0.9895,0.9799,0.9537,0.5,0.971,0.5102,0.3622
147,"Trap Capos, Noriel, Bad Bunny, Arcángel",De las 2 (feat. Bad Bunny & Arcángel),Argentina,4DS7HoqrKq1dDjeYOKBlu9,longing,0.9501,False,0.615,0.9501,0.0759,0.0407,0.0217,0.0217,0.1952,0.1018,0.6871,0.2402
149,"Emilia, TINI, Nicki Nicole",blackout 🧊,Argentina,1KaXG7dVdwMH3gCtiAU39t,sensual,0.9826,False,0.2173,0.845,0.0306,0.023,0.0098,0.0082,0.167,0.3052,0.9826,0.4005
150,"Omar Courtz, De La Rose",Q U E V A S H A C E R H O Y ?,Argentina,0Sr7ssScx54yxdM2ols7nW,sensual,0.9804,False,0.6807,0.9619,0.0777,0.0116,0.0111,0.0183,0.1668,0.2601,0.9804,0.2252
152,"Bad Bunny, Los Pleneros de la Cresta",CAFé CON RON,Argentina,6VNXmo59yDYgcwLS17UNAW,longing,0.7805,False,0.0263,0.7805,0.0352,0.4204,0.4315,0.6004,0.0704,0.4827,0.6681,0.6789
153,"Omar Courtz, De La Rose, Haze",Kyoto,Argentina,7eNwwoxDR8KVzNAuGvliAO,longing,0.9799,False,0.7504,0.9799,0.1509,0.256,0.0972,0.0862,0.4112,0.8953,0.9718,0.2656
154,Sabrina Carpenter,Manchild,Argentina,2BwO5K8Q7EPAJSGze3AAh9,anger,0.9562,False,0.1594,0.7419,0.014,0.7906,0.5948,0.8796,0.0499,0.7908,0.9041,0.9562
156,"Tainy, Bad Bunny",MOJABI GHOST,Argentina,46YjJXVXWHlQ21odKktg5e,lonely,0.9966,False,0.6553,0.9905,0.0025,0.9847,0.8056,0.4891,0.9831,0.9966,0.8731,0.3301
157,Patricio Rey y sus Redonditos de Ricota,La Bestia Pop,Argentina,6BHlafXY1L2eetDCwict05,love,0.988,False,0.988,0.9653,0.8207,0.0039,0.0023,0.0003,0.8229,0.0029,0.9649,0.0035
158,"Callejero Fino, Lea in the Mix",NO LES DA,Argentina,6pryujEohwqSNKGTW33SKE,anger,0.9417,False,0.0035,0.053,0.0015,0.0525,0.0407,0.0208,0.0244,0.0326,0.0793,0.9417
159,Boza,Hecha Pa' Mi,Argentina,3VvA1wSxukMLsvXoXtlwWx,sensual,0.9762,False,0.9493,0.9139,0.3729,0.0314,0.0186,0.0378,0.0756,0.4694,0.9762,0.0752
160,"Big One, FMK, Ke Personajes",Un Finde | CROSSOVER #2,Argentina,3tiJUOfAEqIrLFRQgGgdoY,longing,0.9955,False,0.913,0.9955,0.0032,0.9542,0.8046,0.4126,0.1704,0.9743,0.8913,0.1396
161,"Bryant Myers, Anuel AA, Anonimus, Almighty",Esclava - Remix,Argentina,2Mgur7BKnpr7OG3izSNFTA,longing,0.7437,False,0.3533,0.7437,0.1307,0.3172,0.1285,0.2659,0.0181,0.3708,0.6872,0.6957
162,"DENNIS, Luísa Sonza, Emilia",MOTINHA 2.0 (Mete Marcha) - Remix,Argentina,2iDDnYmaz1HhedjI91fbmp,anger,0.9923,False,0.0008,0.2583,0.0429,0.073,0.3545,0.4258,0.0025,0.785,0.1547,0.9923
163,"Luck Ra, La K'onga, Ke Personajes",Ya No Vuelvas (Versión Cuarteto),Argentina,0u6JsFiEEXb6kaF0oqyeFi,heartbreak,0.9819,False,0.1099,0.4996,0.0003,0.9819,0.9571,0.8171,0.0014,0.7925,0.0467,0.5855
164,Bad Bunny,Enséñame a Bailar,Argentina,2NMjggapJcXXM7WccGEBUO,sensual,0.9665,False,0.9232,0.9533,0.8499,0.0028,0.0046,0.0016,0.4385,0.2107,0.9665,0.0136
165,"Lady Gaga, Bruno Mars",Die With A Smile,Argentina,7so0lgd0zP2Sbgs2d7a1SZ,longing,0.9904,False,0.9841,0.9904,0.066,0.8646,0.7249,0.1239,0.0252,0.377,0.7301,0.0101
166,"Intoxicados, Andrés Calamaro",Fuego,Argentina,6q41qt2R9K8BXEzmzImEGO,anger,0.4273,False,0.0004,0.0987,0.0001,0.1274,0.299,0.4201,0.0004,0.05,0.0059,0.4273
