rank,artist,title,region,spotify_uri
175,"Ronghao Li, A-Mei Chang",對等關係 (feat. 張惠妹),Taiwan,0mGNDAW085Jkn8IbEalZG3
176,aespa,UP - KARINA Solo,Taiwan,5sjnkOfTLCLNfkkchI2re2
177,Amazing Show,擋一根,Taiwan,6439IQyiZV5I7aOo8UREgm
178,Bad Bunny,DtMF,Taiwan,3sK8wGT43QFpWrvNQsrQya
179,Sam Lee,最近,Taiwan,0ONg8VCxzW3CCNDxDY0DNe
180,"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),Taiwan,54PbBpquVfhfrwRwvjSXbI
181,LNGSHOT,Never Let Go,Taiwan,37xebnhvUyM8VyyDDeo65d
182,F.I.R.,Lydia,Taiwan,4D4KVgVNxed4Hd3rGWlCo2
183,Nicky Lee,想太多,Taiwan,7IiSESHLOtsoEXTlXa0bjJ
184,颜人中,有些,Taiwan,4bDJJr7yG31MApWuvEasAo
185,David Tao,普通朋友,Taiwan,7CTitzr4eVIDCPUJi5Dr4B
186,Taylor Swift,Cruel Summer,Taiwan,1BxfuPKGuaTgP7aM0Bbdwr
187,aespa,Drama,Taiwan,5XWlyfo0kZ8LF7VSyfS4Ew
188,icyball 冰球樂團,能不能和我留在台北（陪我幾天）,Taiwan,63N9fNPJ5kkbvtntCwgIbm
189,KATSEYE,Gabriela,Taiwan,1xOqGUkyxGQRdCvGpvWKmL
190,Wu Bai,夢醒時分,Taiwan,51fGtLs5vdK2NOumVhMXru
191,IVE,I AM,Taiwan,70t7Q6AYG6ZgTYmJWcnkUM
192,BY2,我知道,Taiwan,7iXPSlDdL0EQwPFtUR8ye1
193,XG,HYPNOTIZE,Taiwan,3fEX9NgOeklq816Fw00uoo
194,ATEEZ,Adrenaline,Taiwan,2VKGO4DNyUK5UxCQB3b3DF
195,Eason Chan,十年,Taiwan,25pWemriUQVrZ3yIiS2IBf
196,Eric Chou,想念你想我,Taiwan,1sl9O7VLwGwdw4iXqnkbDP
197,Eric Chou,摯友,Taiwan,5evE7bweEhX83fd1ZmwPjP
198,BABYMONSTER,FOREVER,Taiwan,7a6vvAM1cjAuyVQpqv9pmu
199,NewJeans,Ditto,Taiwan,3r8RuvgbX9s7ammBn07D3W
200,马师傅,善后,Taiwan,6gYS6CQc7UMnj0Ubq3C0QT
1,Bruno Mars,Risk It All,USA,5y2ijHECwFYWqcAHKTZgzD
2,"PinkPantheress, Zara Larsson",Stateside + Zara Larsson,USA,1DwscornXpj8fmOmYVlqZt
3,Ella Langley,Choosin' Texas,USA,65DbTqJKhbwqYbZ1Okr0rc
4,Bruno Mars,I Just Might,USA,6f68Ac5tt5BQOpwr0BV9oN
5,Bad Bunny,DtMF,USA,3sK8wGT43QFpWrvNQsrQya
6,Olivia Dean,Man I Need,USA,1qbmS6ep2hbBRaEZFpn7BX
7,Dominic Fike,Babydoll,USA,7yNf9YjeO5JXUE3JEBgnYc
8,Don Toliver,E85,USA,3B4cjvGlPvyBLNG3AzEgkZ
9,Olivia Dean,So Easy (To Fall In Love),USA,6sGIMrtIzQjdzNndVxe397
10,Bad Bunny,BAILE INoLVIDABLE,USA,2lTm559tuIvatlT1u0JYG2
11,Bad Bunny,Tití Me Preguntó,USA,1IHWl5LamUGEuP4ozKQSXZ
12,Bad Bunny,NUEVAYoL,USA,5TFD2bmFKGhoCRbX61nXY5
13,Bruno Mars,Cha Cha Cha,USA,6QletrrmpkUpeJkipX9pgf
14,Djo,End of Beginning,USA,3qhlB30KknSejmIvZZLjOD
15,Don Toliver,Body,USA,0FlcmZ13DGRmscCroro9GO
16,Bruno Mars,God Was Showing Off,USA,1sVBT215CDmVJvfy1E2OCU
17,Alex Warren,FEVER DREAM,USA,7ogpGbKc4Io6NCU6ydxXwZ
18,Alex Warren,Ordinary,USA,2RkZ5LkEzeHGRsmDqKwmaJ
19,Bad Bunny,EoO,USA,6J5kc12BW5HuP3d7C3vvx8
20,Bella Kay,iloveitiloveitiloveit,USA,5IMpnpD0tQVcqWlVIgtAtV
21,The Killers,Mr. Brightside,USA,003vvx7Niy0yvhvHt4a68B
22,sombr,Homewrecker,USA,7tICCrK3CcyRFKza7yrR0z
23,sombr,back to friends,USA,7qjZnBKE73H4Oxkopwulqe
24,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast",Golden,USA,1CPZ5BxNNd0n0nF4Orb9JS
25,Taylor Swift,The Fate of Ophelia,USA,53iuhJlwXhSER5J2IYYv1W
26,Fleetwood Mac,Dreams,USA,0ofHAoxe9vBkTCp2UQIavz
27,Bruno Mars,Why You Wanna Fight?,USA,3Ac4AjYkqsvop2ydbSAhTX
28,Ella Langley,Be Her,USA,05CjWFAcAlY6O9po6Qwakk
29,Ella Langley,weren't for the wind,USA,2A22iI0x4EYAVXNpKPhNEM
30,Bruno Mars,Dance With Me,USA,1myZ6GQewhAzMH2dKtKSWK
31,Luke Combs,Be By You,USA,7aLndReanHBzpTGE5Am9H8
32,Morgan Wallen,I Got Better,USA,4gfrYDtaRmp6HPvN80V2ob
33,RAYE,WHERE IS MY HUSBAND!,USA,55lijDD6OAjLFFUHU9tcDm
34,Bruno Mars,On My Soul,USA,4i4BVY2JiH4mDSLIBdNGKD
35,Radiohead,Creep,USA,70LcF31zb1H0PyJoS1Sx1r
36,The Goo Goo Dolls,Iris,USA,6Qyc6fS4DsZjB2mRW9DsQs
37,Lil Uzi Vert,What You Saying,USA,7cjoZVmWe2xsGR4wcXiV2v
38,SIENNA SPIRO,Die On This Hill,USA,2gYTC8DsplN3RNdpdBcCOQ
39,Zara Larsson,Lush Life,USA,1rIKgCH4H52lrvDcz50hS8
40,Arctic Monkeys,505,USA,58ge6dfP91o9oXMzq3XkIS
41,The Neighbourhood,Sweater Weather,USA,0cQVqPuHQP4KEwc7ZUQmj6
42,Taylor Swift,Opalite,USA,3yWuTOYDztXjZxdE2cIRUa
43,Noah Kahan,The Great Divide,USA,77zqs8ucHCSk5jh9TYec4b
44,She & Him,I Thought I Saw Your Face Today,USA,0myRViRgmQ3J8izICXEAVO
45,Don Toliver,No Pole,USA,0eaVIYo2zeOaGJeqZ5TwYz
46,Bruno Mars,Something Serious,USA,0PV4VQCmE6Ujssr1bnswdF
47,sombr,12 to 12,USA,05od2qm2MTSKCHxy1GBp5W
48,"Lady Gaga, Bruno Mars",Die With A Smile,USA,7so0lgd0zP2Sbgs2d7a1SZ
49,Bruno Mars,Nothing Left,USA,0Sq6JK9kyC4MQa3KrJj5CB
50,Dominic Fike,White Keys,USA,5ViLKrbyL3HD6wsq3AB9eI
51,"Waka Flocka Flame, Roscoe Dash, Wale",No Hands,USA,03tqyYWC9Um2ZqU0ZN849H
52,"BigXthaPlug, Ella Langley",Hell At Night (feat. Ella Langley),USA,3pAVk6Ydn0dcGpG8gDyxSJ
53,Whiskey Myers,Broken Window Serenade,USA,1VOSSXuWRcBj2rpfxNdX9v
54,Drake,Headlines,USA,6LxSe8YmdPxy095Ux6znaQ
55,Olivia Dean,A Couple Minutes,USA,312z6PZ8wwREck8613PkJk
56,Sabrina Carpenter,Manchild,USA,2BwO5K8Q7EPAJSGze3AAh9
57,Bruno Mars,That's What I Like,USA,0KKkJNfGyhkQ5aFogxQAPU
58,"Mac Miller, Empire Of The Sun",The Spins,USA,2QGVKiAGTa1YcDqPMhAzF7
59,Ravyn Lenae,Love Me Not,USA,4WFgvKVfEhb3IUAFGrutTR
60,Billie Eilish,BIRDS OF A FEATHER,USA,6dOtVTDdiauQNBQEDOtlAB
61,Gigi Perez,Sailor Song,USA,21IYMdzTrzSe191Cy5eMap
62,Malcolm Todd,Earrings,USA,0eAuGrXyGFYwur9ARUe7LJ
63,"Kendrick Lamar, SZA",luther (with sza),USA,2CGNAOSuO1MEFCbBRgUzjd
64,The Marías,No One Noticed,USA,3siwsiaEoU4Kuuc9WKMUy5
65,EsDeeKid,4 Raws,USA,554qQSs9lpRVq6TlaaiIKT
66,Addison Rae,Fame is a Gun,USA,7B3BwNecBhKvNwSMOOl7Gk
67,"Zach Bryan, Kacey Musgraves",I Remember Everything (feat. Kacey Musgraves),USA,4KULAymBBJcPRpk1yO4dOG
68,Fetty Wap,Trap Queen,USA,2d8JP84HNLKhmd6IYOoupQ
69,Tame Impala,The Less I Know The Better,USA,6K4t31amVTZDgR3sKmwUJJ
70,"Drake, Wizkid, Kyla",One Dance,USA,1zi7xx7UVEFkmKfv06H8x0
71,"White Noise Radiance, Rain Sounds","Rain Sounds for Sleeping, Pt. 06 (Continuous No Gaps)",USA,7gF2mPcjipv2hLGHY7bi17
72,Morgan Wallen,I'm The Problem,USA,7AeM1BGYM7emrqmQn1PuWv
73,Bad Bunny,VOY A LLeVARTE PA PR,USA,59D4DOkspUbWyMmbAPQkxZ
74,Brent Faiyaz,butterflies.,USA,4jyyma8YdFC4S4llusSFRu
75,Daniel Caesar,Who Knows,USA,6DH13QYXK7lKkYHSU88N48
76,"Kendrick Lamar, SZA",All The Stars,USA,3GCdLUSnKSMJhs4Tj6CV3s
77,J. Cole,No Role Modelz,USA,68Dni7IE4VyPkTOH9mRWHr
78,Tame Impala,Dracula,USA,1NXbNEAcPvY5G1xvfN57aA
79,Benson Boone,Beautiful Things,USA,3xkHsmpQCBMytMJNiDf3Ii
80,Chappell Roan,Pink Pony Club,USA,6393yGahSJ9slVdOwSxOVR
81,Frank Ocean,Nights,USA,7eqoqGkKwgOaWNNHx90uEZ
82,Lit,My Own Worst Enemy,USA,33iv3wnGMrrDugd7GBso1z
83,"The Weeknd, Playboi Carti",Timeless (feat Playboi Carti),USA,0FIDCNYYjNvPVimz5icugS
84,"Post Malone, Morgan Wallen",I Had Some Help (Feat. Morgan Wallen),USA,5IZXB5IKAD2qlvTPJYDCFB
85,"Disco Lines, Tinashe",No Broke Boys,USA,3cZajhyr8LmtPfHZ9296tj
86,Zach Bryan,Something in the Orange,USA,3WMj8moIAXJhHsyLaqIIHI
87,Coldplay,Sparks,USA,7D0RhFcb3CrfPuTJ0obrod
88,Foo Fighters,Everlong,USA,5UWwZ5lm5PKu6eKsHAGxOk
89,Teddy Swims,Lose Control,USA,17phhZDn6oGtzMe56NuWvj
90,Chris Stapleton,You Should Probably Leave,USA,2UikqkwBv7aIvlixeVXHWt
91,Childish Gambino,Les,USA,7ghKr0pCYyPPyp7t1FH8k4
92,Drake,Passionfruit,USA,5mCPDVBb16L4XQwDdbRUpz
93,"Nelly Furtado, Timbaland",Promiscuous,USA,2gam98EZKrF9XuOkU13ApN
94,"Kanye West, Dwele",Flashing Lights,USA,5TRPicyLGbAF2LGBFbHGvO
95,Fleetwood Mac,The Chain - 2004 Remaster,USA,5e9TFTbltYBg2xThimr0rU
96,Fleetwood Mac,Landslide,USA,5ihS6UUlyQAfmp48eSkxuQ
97,Rihanna,Don't Stop The Music,USA,1Jo0Zg7XlrA6z0mFTZVdkn
98,Chappell Roan,"Good Luck, Babe!",USA,0WbMK4wrZ1wFSty9F7FCgu
99,Bruno Mars,Locked out of Heaven,USA,5g7sDjBhZ4I3gcFIpkrLuI
100,The Police,Every Breath You Take,USA,1JSTJqkT5qHq8MDJnJbRE1
101,"Gorillaz, De La Soul",Feel Good Inc.,USA,0d28khcov6AiegSCpG5TuT
102,"J Balvin, Bad Bunny",LA CANCIÓN,USA,0fea68AdmYNygeTGI4RC18
103,Treaty Oak Revival,Missed Call,USA,6ybZUqlfk938oS6WeBmDab
104,Tate McRae,Sports car,USA,5UJbgR4XF4y1DvbkxEqe8S
105,Olivia Dean,Nice To Each Other,USA,7gKxCvTDWwV9wBhdeBbr3l
106,Zara Larsson,Midnight Sun,USA,1qRV1dKLOfH1s00b9J2LUQ
107,Riley Green,Worst Way,USA,1osfLqL6L2iQsirRf83ded
108,The Marías,Sienna,USA,0InIeZW4P6VO7dUGRM4AKH
109,Sublime,Santeria,USA,2hnMS47jN0etwvFPzYk11f
110,"Tyler, The Creator, Kali Uchis",See You Again (feat. Kali Uchis),USA,7KA4W4McWYRpgf0fWsJZWB
111,Red Hot Chili Peppers,Scar Tissue,USA,32sx78QsGg6pKXn42XvF9L
112,Vance Joy,Riptide,USA,2uXlHCUbq9OMUwx3hrk06o
113,sombr,undressed,USA,0TFTAtCYhp2tQ9KcJIZb55
114,Kehlani,Folded,USA,0bxPRWprUVpQK0UFcddkrA
115,Chris Stapleton,Tennessee Whiskey,USA,3fqwjXwUGN6vbzIwvyFMhx
116,Luke Combs,Sleepless in a Hotel Room,USA,2za9t2qpWyUpIhnJcwopPt
117,"Morgan Wallen, Tate McRae",What I Want (feat. Tate McRae),USA,04emojnbYkrRmv5qtJcgVP
118,Harry Styles,Aperture,USA,45Z3m6yazmAi4jZuW0tzW0
119,Noah Kahan,Stick Season,USA,0mflMxspEfB0VbI1kyLiAv
120,Don Toliver,ATM,USA,03auLpFLdCv4HozP4pQseu
121,Shaboozey,A Bar Song (Tipsy),USA,5fZJQrFKWQLb7FpJXZ1g7K
122,Kendrick Lamar,Not Like Us,USA,6AI3ezQ4o3HUoP6Dhudph3
123,Billie Eilish,WILDFLOWER,USA,3QaPy1KgI7nu9FJEQUgn6h
124,Evanescence,Bring Me To Life,USA,0COqiPhxzoWICwFCS4eZcp
125,Ella Langley,Dandelion,USA,7FudQLDIYCX6F7ruexVn2X
126,Malcolm Todd,Sweet Boy,USA,59c2xv2kMzYM6HR9oY6BIa
127,Creedence Clearwater Revival,Have You Ever Seen The Rain,USA,2LawezPeJhN4AWuSB0GtAU
128,Justin Bieber,DAISIES,USA,5BZsQlgw21vDOAjoqkNgKb
129,"Rauw Alejandro, Bad Bunny",Qué Pasaría...,USA,0l0vcZMU7AOeQmUIREoI2U
130,Nirvana,Smells Like Teen Spirit,USA,0gucTLf7trAf37Ua1uAyAu
131,Kanye West,Heartless,USA,4EWCNWgDS8707fNSZ1oaA5
132,"Don Toliver, Rema",Secondhand (feat. Rema),USA,4Z5KKoBGxpJo8YbDcGQXd5
133,Laufey,From The Start,USA,43iIQbw5hx986dUEZbr3eN
134,Twenty One Pilots,Drag Path,USA,0TlcczkVTGpinpkGJpT81L
135,Rihanna,Love On The Brain,USA,5oO3drDxtziYU2H1X23ZIp
136,Don Toliver,Gemstone,USA,6d9Cs2D2RSIl9c0ulgnFe8
137,Lil Uzi Vert,20 Min,USA,0uxSUdBrJy9Un0EYoBowng
138,Sabrina Carpenter,Espresso,USA,2HRqTpkrJO5ggZyyK6NPWz
139,Rihanna,Kiss It Better,USA,0UHB9METy4VCXNgkcGqHqS
140,Frank Ocean,Pink + White,USA,3xKsf9qdS1CyvXSMEid6g8
141,Tears For Fears,Everybody Wants To Rule The World,USA,2YiCMmONQcoMPX2bV1LxE0
142,Zach Bryan,Pink Skies,USA,4ZJ4vzLQekI0WntDbanNC7
143,"J. Cole, Miguel",Power Trip (feat. Miguel),USA,2uwnP6tZVVmTovzX5ELooy
144,Nirvana,Come As You Are,USA,5AEOqLsRJFAoSS4ay4Jzao
145,Hozier,Take Me To Church,USA,3dYD57lRAUcMHufyqn9GcI
146,J. Cole,Work Out,USA,2wAJTrFhCnQyNSD3oUgTZO
147,Miguel,Sure Thing,USA,0JXXNGljqupsJaZsgSbMZV
148,"Dave, Tems",Raindance (feat. Tems),USA,3oTuTpF1F3A7rEC6RKsMRz
149,Brooks & Dunn,Neon Moon,USA,2M38X60UJnupGPbFTkVPNQ
150,Morgan Wallen,Last Night,USA,583dMdiUquLMenarTp7PQm
151,Baby Keem,Ca$ino,USA,3VW6HJYa5l0uzGcCRA222P
152,Linkin Park,Somewhere I Belong,USA,3fjmSxt0PskST13CSdBUFx
153,Rihanna,Breakin' Dishes,USA,5EcG8eMMlwkHRVa4aTR1qd
154,Frank Ocean,Novacane,USA,4osgfFTICMkcGbbigdsa53
155,Frank Ocean,Thinkin Bout You,USA,7DfFc7a6Rwfi3YQMRbDMau
156,Tory Lanez,The Color Violet,USA,3azJifCSqg9fRij2yKIbWz
157,"Lil Wayne, Drake, Future",Love Me,USA,2XHzzp1j4IfTNp1FTn7YFg
158,SZA,Snooze,USA,4iZ4pt7kvcaH6Yo8UoZ4s2
159,Linkin Park,In the End,USA,60a0Rd6pjrkxjPbaKzXjfq
160,TV Girl,Lovers Rock,USA,6dBUzqjtbnIa1TwYbyw5CM
161,Mazzy Star,Fade Into You,USA,1LzNfuep1bnAUR9skqdHCK
162,Coldplay,Yellow,USA,3AJwUDP919kvQ9QcozQPxg
163,Gracie Abrams,That’s So True,USA,7ne4VBA60CxGM75vw0EYad
164,Hozier,Too Sweet,USA,19XpFsce28aByvCC4g89tJ
165,Jeff Buckley,"Lover, You Should've Come Over",USA,6Jv7kjGkhY2fT4yuBF3aTz
166,Julia Wolf,In My Room,USA,2Ui2JtVjnbHZuExldryCOA
167,Malcolm Todd,Roommates,USA,5vPUv0xziXbV4lnWeVNXNq
168,3 Doors Down,Kryptonite,USA,6ZOBP3NvffbU4SZcrnt1k6
169,Chris Stapleton,Think I'm In Love With You,USA,3Gn1zuHNLtGuGEOXwq0k7e
170,Radiohead,Let Down,USA,2fuYa3Lx06QQJAm0MjztKr
171,The Red Clay Strays,Wondering Why,USA,1HbzxLqpNVPdiBXvpC7Ovb
172,KATSEYE,Gabriela,USA,1xOqGUkyxGQRdCvGpvWKmL
173,Justin Bieber,YUKON,USA,29iva9idM6rFCPUlu7Rhxl
174,Hotel Ugly,Shut up My Moms Calling,USA,3hxIUxnT27p5WcmjGUXNwx
175,Morgan Wallen,20 Cigarettes,USA,0YsIYFRoxkmEvbKCwTp0Tg
176,Joji,SLOW DANCING IN THE DARK,USA,6rY5FAWxCdAGllYEOZMbjW
177,Red Hot Chili Peppers,Can't Stop,USA,6ojiTSzyv2qPMWqyhUKAqz
178,Olivia Dean,The Hardest Part,USA,3cPoiK69oQ1SdbB2j2ulGm
179,King Von,Took Her To The O,USA,7fEoXCZTZFosUFvFQg1BmW
180,TLC,No Scrubs,USA,1KGi9sZVMeszgZOWivFpxs
181,Rihanna,Only Girl (In The World),USA,2ENexcMEMsYk0rVJigVD3i
182,Don Toliver,Tiramisu,USA,2GHKo6nrSjruvBEQbzD7Fw
183,"B.o.B, Bruno Mars",Nothin' on You (feat. Bruno Mars),USA,59dLtGBS26x7kc0rHbaPrq
184,Hudson Westbrook,House Again,USA,1zM8S2pnIclcdTmrfFnWtX
185,Michael Jackson,Billie Jean,USA,7J1uxwnxfQLu4APicE5Rnj
186,Daniel Caesar,Superpowers,USA,736PP5LTtREkDgktNmX3Gu
187,"Baby Keem, Kendrick Lamar, Momo Boyd",Good Flirts (feat. Kendrick Lamar & Momo Boyd),USA,5sHeIGDbdzw8DeO57XZKIy
188,BLACKPINK,GO,USA,3FZPp9lBUvhsxFxKJi3VkB
189,"Tame Impala, JENNIE",Dracula - JENNIE Remix,USA,5yvVYFDUpbnjcnRBgjwTzM
190,The Cure,Boys Don't Cry,USA,1QFh8OH1e78dGd3VyJZCAC
191,Tate McRae,TIT FOR TAT,USA,1dByUyyoRKL99fJJ6VCQzb
192,"Kendrick Lamar, Lefty Gunplay",tv off (feat. lefty gunplay),USA,0aB0v4027ukVziUGwVGYpG
193,"USHER, Lil Jon, Ludacris",Yeah! (feat. Lil Jon & Ludacris),USA,5rb9QrpfcKFHM1EUbSIurX
194,Olivia Dean,Dive,USA,36vmaZyO0iAE6FZ7287fg2
195,"Kendrick Lamar, Jay Rock",Money Trees,USA,2HbKqm4o0w5wEeEFXm2sD4
196,Prince,Purple Rain,USA,1uvyZBs4IZYRebHIB1747m
197,The Cranberries,Linger,USA,0gEyKnHvgkrkBM6fbeHdwK
198,Coldplay,Viva La Vida,USA,1mea3bSkSGXuIRvnydlB5b
199,Morgan Wallen,Whiskey Glasses,USA,57TEkZN3f84tFJFHFrD4pO
200,Noah Kahan,Northern Attitude,USA,4O2rRsoSPb5aN7N3tG6Y3v
1,"Ryan Castro, Kapo, Gangsta",LA VILLA,Argentina,2ZyrAym0sRLwt4PhGotHuI
2,Bad Bunny,BAILE INoLVIDABLE,Argentina,2lTm559tuIvatlT1u0JYG2
3,"El Bogueto, Yung Beef",Cuando No Era Cantante,Argentina,6N2iccqxRInhTLHc2Fu3W0
4,La T y La M,Soy Favela,Argentina,3TfRpsYPQSXqqramSoWlNg
5,Max Carra,UWAIE - versión cumbia,Argentina,6UO9DhCUq4ZbQz7PXwelFV
6,"Lauta, Amigo de Artistas, Tote",Puñaladas,Argentina,4AL4EamHEBKPpdcFRkYdXN
7,Bad Bunny,DtMF,Argentina,3sK8wGT43QFpWrvNQsrQya
8,"Roze Oficial, Max Carra, Valen, RAMKY EN LOS CONTROLES",Tu jardín con enanitos,Argentina,6X8DTIJEgHUjZynuds0E2f
9,Bad Bunny,VOY A LLeVARTE PA PR,Argentina,59D4DOkspUbWyMmbAPQkxZ
10,"El Bogueto, Anuel AA, Fuerza Regida, Yung Beef",Cuando No Era Cantante - Remix,Argentina,2pbSCYzxrG0wa6qcj8IyiE
11,"Omar Courtz, Ñengo Flow",FOREVER TU GANTEL,Argentina,1YAWMfsmduIrpqrjP45pFn
12,Rels B,TU VAS SIN (fav),Argentina,6uiQ0DqbXTBc8tl0AUKZkR
13,Bad Bunny,EoO,Argentina,6J5kc12BW5HuP3d7C3vvx8
14,"Bad Bunny, Omar Courtz, Dei V",VeLDÁ,Argentina,7d6yK8v8J484SWH5prIQiE
15,"ROSALÍA, Yahritza Y Su Esencia",La Perla,Argentina,4oVO4fGNRRvEn0CRuFO4qv
16,Bad Bunny,NUEVAYoL,Argentina,5TFD2bmFKGhoCRbX61nXY5
17,Beéle,no tiene sentido,Argentina,1HEwEN64NjgTaHmo7LfkX8
18,"La T y La M, Malandro",Amor de Vago,Argentina,5MKbWaXeSQSmzmo7gPQha1
19,Airbag,Pensamientos,Argentina,1H7ktqkQx1PIuPfNtqvaBs
20,"W Sound, Beéle, Ovy On The Drums",La Plena - W Sound 05,Argentina,6iOndD4OFo7GkaDypWQIou
21,Milo j,Niño,Argentina,4aDbrgm1ZaebS1Bb2dOXac
22,"PEDRO SAMPAIO, Emilia, MC Meno K, Melody",JETSKI - Remix,Argentina,7z26frY6O7BXwyjeqzYo7W
23,La T y La M,No Se Va,Argentina,1Zh6HllrXT0Khrwk2j3TrZ
24,"Beéle, Ovy On The Drums",mi refe,Argentina,4zhk2RS2EZODmBW6il55Qj
25,"Ovy On The Drums, Quevedo, Beéle",YO y TÚ,Argentina,7koAf6aZgjO6TS7bipfPD0
26,"Myke Towers, Quevedo",SOLEAO,Argentina,4OsBqqMwFabHATATT527tH
27,"Alleh, Yorghaki",capaz (merengueton),Argentina,2dd3G3ZqEcG2cNS1tp3oEk
28,Bad Bunny,KLOuFRENS,Argentina,4MUrUT38U98olfnyzMBCzm
29,"Rauw Alejandro, Bad Bunny",Qué Pasaría...,Argentina,0l0vcZMU7AOeQmUIREoI2U
30,"J Balvin, Bad Bunny",LA CANCIÓN,Argentina,0fea68AdmYNygeTGI4RC18
31,Babasonicos,Como Eran Las Cosas,Argentina,61qPUnazSdkvua4wgA4L8C
32,Omar Courtz,POR SI MAÑANA NO ESTOY,Argentina,595wwjQiad6e6lSTScmXvz
33,"Bizarrap, Daddy Yankee","Daddy Yankee: Bzrp Music Sessions, Vol. 0/66",Argentina,2uPMsTEKx79gJ8rB3AcT0v
34,Bad Bunny,Tití Me Preguntó,Argentina,1IHWl5LamUGEuP4ozKQSXZ
35,"Bad Bunny, Ozuna, Farruko, Arcángel, Ñengo Flow, DJ Luian, Mambo Kingz",Diles,Argentina,6C1RD7YQVvt3YQj0CmuTeu
36,"Young Cister, Kreamly",QLOO*,Argentina,7CMj1OOS1ho4CPEQTFKzcN
37,Airbag,Por Mil Noches,Argentina,5vHWh24GAsXJ7tnIu8v7UN
38,Cazzu,Con Otra,Argentina,2F6PBqz7aPA7K309aFKMHt
39,"PEPU, Pizzu",TENGO UN FEELING,Argentina,1toIsvoqn3HCpdetMXk2sJ
40,"Bizarrap, J Balvin","J Balvin: Bzrp Music Sessions, Vol. 62/66",Argentina,04YMLAsyIAe1sLb6RO5YcC
41,"Blessd, Anuel AA, Yan Block, Luar La L, Kris R., ROA","YOGURCITO REMIX (feat. Kris R., ROA)",Argentina,7nrd0eIftH3NQLfgk20Qp9
42,No Te Va Gustar,A las Nueve,Argentina,0CgpCtEPvyDizcg2p47VrU
43,Djo,End of Beginning,Argentina,3qhlB30KknSejmIvZZLjOD
44,"Bad Bunny, Chuwi",WELTiTA,Argentina,5WEF0icHWmAZBBMglBd599
45,Plan B,Es un Secreto,Argentina,3KZCP2StVGdWkOKyRZNWA4
46,"No Te Va Gustar, Juan Casanova",Tan Lejos,Argentina,44m9PAUZYeOEGeaTYh6NAl
47,"Milo j, Trueno",Gil,Argentina,5jgmQkVypORb3enASCxjYs
48,"Maria Becerra, TINI, XROSS",HASTA QUE ME ENAMORO,Argentina,7rfYGYxsZzQAhlJy5B0IcW
49,Gustavo Cerati,Adiós,Argentina,1rh4kDY9T4fHVDum8Foi5k
50,Plan B,Fronteo,Argentina,0AXKoQuC2NQ8S2QRF0Gu02
51,Bad Bunny,NO ME QUIERO CASAR,Argentina,39L3LdlHS3gqB62HPWaJRg
52,"Tincho & Javi, Max Carra",Loco Enamorado I Varieté #4,Argentina,0UaxhDrvCVcCWCqYQUeeFF
53,Intoxicados,Nunca quise,Argentina,0ZAJ660VP57lLK4U7NlGOy
54,Callejeros,Creo,Argentina,5Bi9Cq5oVFy1OtUgecbegZ
55,Danny Ocean,Me Rehúso,Argentina,6ifUES3keWjwXgae8pXI3o
56,"Tiago PZK, Ke Personajes",Piel,Argentina,6kPCcIAGoTeRrh8qrmKa90
57,"Maria Becerra, El Alfa, XROSS",HACE CALOR,Argentina,4tabsd3NLLwuT90wkuNh7C
58,Patricio Rey y sus Redonditos de Ricota,Un Ángel para Tu Soledad,Argentina,6kUopck7LHVadAjAFcXiTj
59,"Luck Ra, Miranda!",TU MISTERIOSO ALGUIEN (CUARTETO) (feat. Miranda!),Argentina,4Kzi8hXKkT87SQoYClizh0
60,"Omar Courtz, ROA",WO OH OH,Argentina,0h54mLixODOqU6vTcZMqVM
61,"Q' Lokura, Los Herrera",Cuidado Que Te Supero,Argentina,2Xetks48zQL2K7xUbJBHRn
62,"Héctor ""El Father"", Wisin & Yandel",El Teléfono,Argentina,614NVFo5csQqRnryl4jXs2
63,"Luck Ra, Karina, RAMKY EN LOS CONTROLES",LADRON,Argentina,2NMctdE1VuUUc4VctEqamB
64,Taylor Swift,The Fate of Ophelia,Argentina,53iuhJlwXhSER5J2IYYv1W
65,"Anuel AA, Haze",Amanece,Argentina,1LiN0Z98FkR1t0m8KmLcAH
66,Turf,Pasos Al Costado,Argentina,7upAH0ezzsThyvr33YKn4u
67,"Anuel AA, Daddy Yankee, Zion & Lennox, Farruko, Wisin",Sola (Remix),Argentina,5q2JbCNi4FcnglgPfxcV65
68,Felix Record,Cuentame,Argentina,2lg4MDfkK2ya3dEAFu6Wh8
69,De La Rose,Yo te conozco :):,Argentina,1yG1za0O6OK6sKa79xGtsA
70,Babasonicos,Irresponsables,Argentina,6d4d6cwiAf59mKxoRmXQoK
71,"Yan Block, Panda Black",444,Argentina,1o4xkdBe0RjSf2u6VXi4OI
72,"Jere Klein, Katteyes, Mateo on the Beatz",TODO KE VER,Argentina,3D9mWy43zoJFWQUE6sz6ax
73,Los Huayra,La Noche Sin Tí,Argentina,6dT5W7zuEcUZHnZuVlSIJ5
74,Los Piojos,Bicho de Ciudad,Argentina,0oCiPqIEL5218yu2D996eP
75,Omar Courtz,KOKO,Argentina,1tz7RZirwiuaJw2p0jbdHb
76,Maluma,Borro Cassette,Argentina,6DUdDIRgLqCGq1DwkNWQTN
