artist,title,spotify_uri,original_lang,lyrics_in_en,length,translation_review_required
Fito y Fitipaldis,Soldadito marinero,0eVborSuxUeSg0meWYd9dZ,es,"He walks slowly because rushing is not good
In his arm carefully folded the jacket
Then he passes by the street where the kids play
He also wanted to be a boy but the war caught him

Sailor soldier you met a mermaid
One of those who say I love you if they see your wallet full
You chose the most beautiful and the least good
Without knowing how it came, the storm caught you

He wanted to cross the seas and forget his mermaid
The truth is, it wasn't difficult when he met Mariela.
Who had green eyes and a business between his legs
You have to see what aim, you don't get close to a good one

Sailor soldier you met a mermaid
One of those who say I love you if they see your wallet full
You chose the most beautiful and the least good
Without knowing how it came, the storm caught you

After a bad winter, a bad spring
Tell me why are you looking for a tear in the sand?
After a bad winter, a bad spring
Tell me why are you looking for a tear in the sand?
After a bad winter, a bad spring
Tell me why are you looking for a tear in the sand?
After a bad winter...",1113,False
"J Balvin, Bad Bunny",LA CANCIÓN,0fea68AdmYNygeTGI4RC18,es,"Yeh, yeh, yeh

I thought I had forgotten you, huh
But they played the song, eh, eh, eh
That we sing 'very drunk'
We dance 'very drunk'
We both kissed 'very drunk'
I thought I had forgotten you, huh
But they played the song, eh, eh, eh
That we sing 'very drunk'
We dance 'very drunk'
We both kissed 'very drunk'
I thought I had forgotten you

Just when I thought
That by eating two or ten, I would forget you' (Yeh)
I took a breath and got off the road
And like an asshole, I didn't know what I was doing
I never got over it, I never got over you (No; no)
I even learned the whole 'ballad' in English' (Yeh)
I breathed and counted to three (One, two, three)
It's Kanye West's dark fantasy, baby, hey
A long time ago, cheap was expensive for me (Yih)
I only tweet, crazy bullet I shoot (Yih)
How can we forget the mischief in the car?
What did he guide alone?

I thought I had forgotten you (But no), yeh
But they played the song, yeh, yeh
That we sing very drunk
We dance very drunk
We both kissed very drunk
I thought I had forgotten you, huh
But they played the song, yeh, yeh
That we sing 'very drunk'
We dance 'very drunk'
We both kissed 'very drunk', hey, hey

And it hasn't come to my mind for a long time
But there's a couple of beer'
And I remembered how you kiss me'
Of all the dust on the table
And in the car, the beach, and the motel
At your pai's house, when I was going to see you
The times that your mai didn't get to catch
You jumping wet, sweating Chanel
I know that ours is a thing of yesterday
And it makes me happy that you are doing well with him
I neither missed you nor wanted to see you
But they played the song that you liked to play
And I remembered you, when you made me happy
It's over, well, I'm gone, hey
I laugh at myself because—

I thought I had forgotten you, huh
But they played the song, yeh, yeh
That we sing very drunk
We dance very drunk
We kissed very drunk what we did


And I thought your name was dead, huh
But I dreamed of you awake, hey
Today I went out into the street loose
Without feeling, the deserted heart
And I thought your name was dead
But I dreamed of you awake
Today I went out into the street loose without feeling, the deserted heart",2239,False
"Dei V, JC Reyes",NYX00 (with JC Reyes),0FI11LoJ41qud3TkFEYlzI,unknown,,0,False
"The Weeknd, Playboi Carti",Timeless (feat Playboi Carti),0FIDCNYYjNvPVimz5icugS,tr,"The sun is shining, it's over
It happened tomorrow
Bathe yourself in light, in your love
XO
Ooh, yeah, ooh, yeah, no
[Verse 1: Playboi Carti & 
The Weeknd
]
Ever since I was little, I knew it was me (
Ooh, yeah
)
The girl always wants to come, wants to get fucked (
He wants to get fucked so hard
)
He thinks he's my first because I keep him next to me
Double O, cover the hour, he knows I'm timeless (
timeless
)
I'm passing some Rick to my son
I draw the gun from my hip
Pockets hold twenty-two clips (
oh
)
I'm breaking your heart, Comme Garçons
Wear something, don't get stepped on in the airship
She's a stain bitch, get ready to lick
Ever since I was little, I had to tell you that I knew it was me (Oh)
Singing my songs, trying to get carried away, trying to take a whiff
House like a bank, deposit this bitch, deposit that check
Smile on my face, I'm not acting, come and get checked (Ah)
Ice on my neck, double O wrists
Girl in Scat, what wheels
Fresh out of the trenches, four hundred packs
Ah, yes, I'm wandering around Paris (Ah)
Dress for the bitches, they'll flock to you
I put four drops in the soda, bubbles come out
Drugs will hit you good, I feel sick
Wrestling with all your demons, I feel like The Rock

(Fuck, ah, yeah)
Since I was a kid, I've been real (Child, ooh, no)
If I were you, I'd slit my wrists (
stupid bitch
)
XO tattooed all over his body, yeah (
Yes
)
Girl just wanna hang out and that's okay with me, yeah
Since I was little, I've been real (Ooh, no, ah)
You gotta let the girl go, she wants to be free (Oh, yeah)
Double O tattoo on your body, yeah
No matter what they say, I'm timeless, yeah (Shevet)

Oh, when I come home the city is on fire
Fill the sky (Yeah), I fill the Dome
One day they'll play this (Yes), what a performance
But it's gonna hurt 'cause we did it first
I feel like Skateboard P, BBC crew crawlin'
I feel like it's '03, linked Neptune drums (Yeah)
The wife is a masturbating hippie, she wants to fuck the crew
He fell in love with the cream (Yeah), he fell in love with the stage
Ooh, yeah, her man is quiet, not a peep (Oh, no)
Broke your heart, PTSD (Oh, no)
Hold your chest, let it breathe
Let it breathe, niggas make plans
And I have a priest holding the cross
Get off the road, send it to your God
I shed a tear, prayed for loss, ooh, yeah (Yeah)

Since my childhood, I've been genuine (
Homixide, Homixide, Homixide
, oh, oh)
If I were you, I'd slit my wrists (Ah)
XO tattooed all over your body, yeah (All over your body, yeah)
Girl just wanna hang out and that's okay with me, yeah
Since I was little, I've been real (Yeah, ooh, no)
You gotta let the girl go, she wants to be free (Oh, no)
Double O tattoo on your body, yeah (On your body, yeah)
No matter what they say, I'm timeless

Timeless (Oh), timeless, timeless
Timeless, timeless, timeless, we're timeless, oh
Timeless, timeless, timeless (Yeah), timeless
Timeless (Yeah), timeless, timeless, we're timeless, oh
Oh (Blatt)
Oh (Yah, it burns)",3037,False
JENNIE,like JENNIE,0fK7ie6XwGxQTIkpFoWkd1,en,,1760,False
Don Toliver,Body,0FlcmZ13DGRmscCroro9GO,en,,2170,False
Anuel AA,Tú No Lo Amas,0fLOPPoyIaPTe8dm2Mrft3,es,"Oh, Chris Jedi
Uah
Anuel
Wuh

Tell him that you got tangled in his skin and that it's easy to be faithful
But tell him that you don't love him' and that you claim me' (Claim')
And tell him that you're not going to get involved because he treats you well
Because you still call me and you think about my bed (My bed)
And tell him that sometimes in life we have to lose
But in this fight, he doesn't beat me, he doesn't beat me
And tell him that life is one and that you are my moon
And that I am your night and that the night is long
And the night is long

I so hot and your soul so cold
My bed feels empty
I don't know what you did but you left
And I have you on my mind all day (Uah)
Baby, tell me how long I'm going to keep waiting (Baby)
Upset, I even see your face in the smoke when I'm smoking (Smoking)
And I try to kiss you but the smoke disappears and you leave, eh (Rah!)
And I go in the Aventador but I collide with reality, eh
And all these whores love me but I love you nothing more, eh
And if no one has died of love, why don't you turn back?, eh (You don't turn back)
I didn't want to lose you and love got tangled with death
My conscience speaks to me and tells me that it's time to forget you (Wuh)
But where there was fire, the ashes are to remember you, eh
That sooner or later, I can fuck you again, eh-eh

Tell him that you got tangled in his skin and that it's easy to be faithful
But tell him that you don't love him' (That you don't love him)
And that you claim me' (And that you claim me)
And tell him that you are not going to get involved because he treats you well
Because you still call me and you think about my bed (My bed)
And tell him that sometimes in life we have to lose
But in this fight, he doesn't beat me, he doesn't beat me
And tell him that life is one and that you are my moon
And that I am your night and that the night is long
And the night is long, eh (Wuh)

Baby, don't leave me in limbo (Limbo)
Remember how I fuck you (Uah; rah!)
They say that first Tuesday was Monday
But first it was Sunday (Skrt; haha)
Tell him I have a Draco painted Versace for him (Brr!)
And that I was stuck in the past and that one day you will return
I need you (Uah), for you I burn in the fire
Little devil, I am your little devil (Your little devil)
Missing you (Uah, uah)
I miss your screams, tell him that you are mine again
And that I fell in love with your clitoris (Of your clitoris)
And from your totito (And from your totito)

Tell him to go away (Uah)
And explain to him that you put it on me
And that you guide me' (Uh-yeh, eh-eh)
We've already crossed that line (Uh-yeh, eh-eh)
That I am the love of your life, tell him that his heart is with mine
In your life, never measure it again (Uah)
May I never measure it more (May I never measure it more), uah

Tell him that you got tangled in his skin and that it's easy to be faithful
But tell him that you don't love him' (That you don't love him')
And that you claim me' (And that you claim me')
And tell him that you are not going to get involved because he treats you well
Because you still call me and you think about my bed (My bed)
And tell him that sometimes in life we have to lose
But in this fight, he doesn't beat me, he doesn't beat me
And tell him that life is one and that you are my moon
And that I am your night and that the night is long
And the night is long

Uah
Anuel
Real to death, you hear, baby?
The untouchables, the Illuminati
Chris Jedi
Gaby Music
(Wuh)",3204,False
Kapo,UWAIE,0fMjldiEpgjbWQ4bBQwVzH,es,"(Yo, Gangsta) Baby
Where are you at?

Oh, I have invented something to get your attention
And not just because you're beautiful, girl, your shine has me like this
Sit down and think about something, and I want to be that something
Oh, I tried to seduce her a lot, until it happened, and

Flaca, you are beautiful, and you deserve everything
Loving you is my need, my need
I like things about you, the truth is, everything
Taking away that insecurity is my need

It's giving you a couple of kisses'
It's dancing with you a little
That is to say: ""I'm crazy about it""
That is, ""What does it smell like?""
It smells delicious when you dance
It's perfect when you wake up
Oh, I tried to seduce her a lot, until she realized

Oh, skinny, you are beautiful, and you deserve everything
Loving you is my need, my need
I like things about you, the truth, everything (The truth, everything)
Taking away that insecurity is my need
Really, ah

Oh, I tried to seduce her a lot, until she realized
And if he knew everything that I prayed to God
So that you were here
Oh, my beautiful skinny girl, you're something else
It is the destiny that does not have happy
(Baby, get an idea of that)

Flaca, you are beautiful, and you deserve everything
Oh, loving you is my need, my need
I like things about you, the truth is, everything
(Baby, get an idea of that)
Flaca, you are beautiful (Uwaie), and you deserve everything (Uwaie)
Oh, loving you is my need, my need
I like things about you (Uwaie), the truth is, everything (Uwaie)
(Uwaie)

(Me, Gangsta)
(Oh, I'm your Kapo, baby)
(Baby, yeah, me)
The Industry Inc",1462,False
Frankie Ruiz,Deseándote,0FsXZAMf6NACvNJ2LI6ySp,es,"I see you on the street
Our glances stumble and get scared
And in an instant they caress each other, enjoy each other
And then they walk away discreetly
That man with you and that woman
That I don't know about my arm
The two substitutes who after that failure
You and I are looking for each other so as not to be alone

And the memory of your hug still burns me
Of the passion that we spend body to body
and I spend it

wishing you
Every day, every night wishing you
To sink into your abysses inventing you
When I tremble and spill on her
wishing you
Just as you are wishing me
In the farce of other lips tasting me
Tasting each other so far and so close

I give you my room
With the desire to become my fantasy
While my hands, which your hands caress me
And without you, but in you I go crazy

And the memory of your hug still burns me
Of the passion that we spend body to body
and I spend it

wishing you
Every day, every night wishing you
To sink into your abysses inventing you
When I tremble and spill on her
wishing you
Just as you are wishing me
In the farce of other lips tasting me
Tasting each other so far and so close

wishing you
Every day, every night
Wishing you woman, every day, every night
wishing you
Every day, every night
And the memory of your hug burns me
And the passion of your body


wishing you
Every day, every night
You and I are looking for each other, honey, so we won't be alone.
wishing you
Every day, every night
To sink into the abyss of your body
wishing you
Every day, every night
Savoring you and me, every day, every night
wishing you
Every day, every night
When our bodies meet
We enjoy you and me",1669,False
Yeison Jimenez,Aventurero,0ftcn4ddKESqQMA784Ebc0,es,"I am a vagabond
that I walk around the world
Wasting love
I am a womanizer
Poor and very sincere
with the heart
I like partying, good women
Living with friends, emptying bottles

I like life
I love love
I am adventurous
with the heart

And I like the party
I like women
Listen to a good band
And give pleasure to my pleasures
And I like the party
I like women
Listen to a good band
And give pleasure to my pleasures

Yeison Jimenez, with the heart

I have never been a saint
Not even a devil
I am as I am
And I, I don't run away from anyone
I never humiliate anyone
I am who I am

I like life
I love love
I am adventurous
with the heart

And I like the party
I like women
Listen to a good band
And give pleasure to my pleasures
And I like the party
I like women
Listen to a good band
And give pleasure to my pleasures",977,False
"Mora, Bad Bunny, Sech",Volando - Remix,0G2zPzWqVjR68iNPmx2TBe,en,,3224,False
The Cranberries,Linger,0gEyKnHvgkrkBM6fbeHdwK,en,,1415,False
"John Pollõn, TylerB",Vehículo longo,0GHaZd4ggGCx2RlMsDr9Vj,es,"I wrote a message with you but I don't upload it
With you I stay next to you and we go up to the moon
With you I get bad, with you I heal
Co-like you none
I write a message and I don't upload it
It's expensive and it doesn't last
I get sick and it doesn't cure me
Without you I am left in the dark
I stay next to his ass
And here I have no coverage
I get sick and it doesn't cure me
Without you I am left in the dark
What if we go to sleep? With the three of them in a bed
Well, surely, mommy, this is not going to be a drama
It's going to be a comedy, a pajama party
I don't think I'm going to regret it, I think I'll see tomorrow

How do I wear, when do I wear
Uh-uh, oh
Long vehicle, queen of hype
Uh-oh, oh

And he pulls me as if we were already very friends
I spend it circling below my navel
If you see her there, you'll see what I'm telling you.
I don't know what he gives me, but I know what I ask for

I wrote a message with you but I don't upload it
With you I stay next to you and we go up to the moon
With you I get bad, with you I heal
Co-like you none
I write a message and I don't upload it
It's expensive and it doesn't last
I get sick and it doesn't cure me
Without you I am left in the dark
I stay next to his ass
And here I have no coverage
I get sick and it doesn't cure me
Without you I am left in the dark
What if we go to sleep? With the three of them in a bed
Well, surely, mommy, this is not going to be a drama
It's going to be a comedy, a pajama party
I don't think I'm going to regret it, I think I'll see tomorrow

Damn, I've given your colleague Rubén a hard time, kid.

How do I wear, when do I wear
Uh-uh, oh
Long vehicle, queen of hype
Uh-oh, oh

She has what I want, I want what she has
We are sluts, he almost doesn't love me at all
That's what I want, that's what I die for, ma
We can't help it, I have to misbehave

She has what I want, I want what she has
We are sluts, he almost doesn't love me at all
That's what I want, that's what I die for, ma
We can't help it

How do I wear, when do I wear
Uh-uh, oh
Long vehicle, queen of hype
Uh-oh, oh

And he pulls me as if we were already very friends
I spend it circling below my navel
If you see her there, you'll see what I'm telling you.
I don't know what he gives me, but I know what I ask for",2169,False
Nirvana,Smells Like Teen Spirit,0gucTLf7trAf37Ua1uAyAu,en,,1412,False
Clarent,Enzaciao,0h0mWHM5SkpS9rcmGyBoox,es,"Boom-boom-boom-boom
yeh yeh
Music for 'capo', music for' breakers, do you know what I'm telling you? (RZ did this)
yeh yeh
Boom-boom-boom-boom

We're missing them and they do nothing
I am a ghost, comb 'e 30 with the laser
We stole the bases
I fell a couple of times and I'm not going to let that happen
On jetski Sundays we always go out in costume (Eh)
Enzacia'o I put a honey and I break it (Yeh)
Put me in the block, the block looks like Compton (Yeh; Compton)
With the ski mask on the Husqvarna I ride (Yeh)
We are not puppets, we are just in the hustle (Yeh, yeh; Ah)

I do missions in the BM, I never ride in a Kia Soul (Ah)
Two glopetas are sisters, I call them the Gasol (Oh)
I split the bitches in two and I don't drink the Panadol
We walk all the way, we leave the casino
It was three' and now two' because I pulled the trap phone
I stopped him with the Glock, I will put you in a Wood (Yes)
We hit them, the stick, we always hit the home runs
We got on the express later, no one saw us there
I'll stop you even without a PIN (Yeah), the purple jeans' with Alexander McQueens (Put me on)
The block's hot as if it had the Sprint
The 40, the comb 'e thirty (Grr, grr), I also put the chip in it, I also put the chip in it (Gra-gra, boom-boom-boom-boom)
She likes the movie and we are the cinema (Cinema)
On Sundays in the water, Sea-Doo, they look like delfine' (Delfine')
I'm going to break a million, the BM in the Sport+
I have the domi on the wheel I'll sound like Gra Gra Boom

We miss them and they do nothing (Nah)
I am a ghost, comb 'e 30 with the laser (Frr)
We stole the bases
I fell a couple of times and I'm not going to let that happen (Ah)
On jetski Sundays we always go out in costume (Eh)
Enzacia'o I put a honey and I break it (Yeh)
Put me in the block, the block looks like Compton (Yeh; Compton)
With the ski mask on the Husqvarna I ride (Yeh)
We are not puppets, we are just walking in the hustle (Yeh, yeh)

Boom-boom-boom-boom
yeh yeh",1912,False
"Omar Courtz, ROA",WO OH OH,0h54mLixODOqU6vTcZMqVM,es,"[Intro: 
Bad Bunny
]
But I am with her and you are with him
Knowing that I will always love you
Yeah, if you leave it, I'll leave it (I'll leave it)
Yeah, if you leave it, I'll leave it

Mommy, with you he feels like a bastard, it doesn't happen to me with just anyone.
He has me here talking to God, asking him to be for me
At night my soul goes out to look for you
Here I am calling to ask you

And tell me, ma (Ma), when do we fuck 'again'?
If it's for me, I'll never let you go, ah, ah-ah
When will we see each other? Tell me what I want

Make yourself all'-oh-oh-oh, oh-oh-oh-oh
I eat you for lunch and dinner, you are my baby
The world is left behind and we
Oh-oh-oh-oh, oh-oh-oh-oh
Nobody's watching, and while the world is spinning, you and I
Woh-oh-oh-oh, woh-oh-oh-oh
We enlist, we burn, we fuck
We fight a lot, I think we already love each other'
Woh-oh-oh-oh, woh-oh-oh-oh
You and me alone in my room, and the world is not spinning

You smell like the love of my life, one of those that are little left
Mommy, you are the chosen one, we are united by the red thread
And I feel like I open the portal (-such) when I look you in the eye' (Eye')
Writing songs for you, I feel the powers', Almighty with red hair
Baby, you've got me wrapped up, oh-oh (Oh-oh)
Take my heart, I'll lend it to you, you are the fantasy of my story

And I am with her, and you are with him
A face of a goddess, a woman angel (Eh)
You are my baby, my baby, my baby
Like in 2000, Baby Rasta
Me, Bieber and you, Selena
Even if I'm with someone, I'm your ghost

Oh-oh-oh-oh, oh-oh-oh-oh
I eat you for lunch and dinner, you are my baby
The world is left behind and we
Oh-oh-oh-oh, oh-oh-oh-oh
Nobody's watching, and while the world is spinning, you and I

You are my destiny, my chrono, mommy, like Simba with Nala
In this hell, you are my heaven
I feel A$AP the first time he put it on Rihanna
Looking into your eyes, you were my everything in the past life
Before I met you, I already missed you
You are the sun and the constellations, with you why the hell do I condone them?
You are completely mine, tell your ex's rascabicho not to mention me
You like to make me angry so that I can make you angry, so that I can tone you
There are many Kendalls, but Gabriela will always be the babe 'e Bad Bunny

And tell me, ma, when do we fuck again?
If it's for me, I'll never let you go, ah, ah-ah
When do we see each other? Tell me what I want

Make you all'-oh-oh-oh, oh-oh-oh-oh
How delicious to kiss you again, repeat the occasion-o-o-o-oh, oh-oh-oh-oh-oh
I hope that ours is eternal
Woh-oh-oh-oh, woh-oh-oh-oh
I eat you for lunch and dinner, you are my baby
The world is left behind and we
Woh-oh-oh-oh, woh-oh-oh-oh
Nobody's watching, and while the world is spinning, you and I
[Outro: 
Bad Bunny
]
But I am with her and you are with him
Knowing that I will always love you
Yeah, if you leave it, I'll leave it (I'll leave it)
Yeah, if you leave it, I'll leave it",2947,False
JOLIN,布拉格廣場 - JOLIN Version/ 星宇航空布拉格開航主題曲,0HnESxAFR5lTHioAlI7wo3,unknown,,0,False
The Marías,Sienna,0InIeZW4P6VO7dUGRM4AKH,en,,1038,False
King Gnu,カメレオン,0J0P8iSE6l3pYHbUdNFYdS,ja,"I want to find out
It won't come true
your true identity is
labyrinthine
an elusive mystery
change of mind, change of color
What changed its appearance lightly
sad dusk
Who are you that I don't know?

An express train passed by
A draft blew through the deserted station platform.
I can't find you anywhere
You who appeared on the call screen after time passed
You were someone I no longer knew.
Because you smile happily
I was so tired that I laughed too.

As many times as you like
As many times as you like
Fill it in
of dirty sadness
with white paint from above
ruin everything
Even the night I threw it away
The canvas is colored
Tears ooze and rain showers

With you in my memory
Both of you are true now
You are brightly colored
Colors I don't know anymore

As many times as you like
As many times as you like
Fill it in
suits you now
It doesn't matter what color it is
This feeling I want to convey
Even that won't come true though
If you say it, it's just simple bravado
Even if I'm not next to you

I want to find out
Not a match
your true identity is
labyrinthine
an elusive mystery
change of mind, change of color
What changed its appearance lightly
sad dusk
Who are you that I don't know?",451,False
Mrs. GREEN APPLE,ロマンチシズム,0JcI7OdALbpSFkyKoufRYs,ja,"“What kind of person are you?”
I wish I could hear it like that
On a summer day when I feel pushed back
Become a brightly swaying flower

like a polar bear
I want to stay cool
But this enthusiasm grows

I'm so excited right now
speak out with courage
As expected, it's about time
fall in love with you
I want you to notice me.

love love
fall in love with love
We are human beings.
love inside out
fall in love intentionally
They're humans too.

“This is the kind of person I am.”
I wish I could say it like that
A lonely night with my head in my hands
It must be a flower swaying deeply

like a wolf
I want to stay strong
But I can't find that confidence

There is also a unique pain
Muster up the courage to touch it
If your heart moves
fall in love with you
I want you to look at me
I want you to notice me

through an encounter
Know love properly
I'm a human being
I know both mischief and sadness
I'll tell you the meaning of wanting to be with you
it's my life

Coincidence? Inevitability?
romance suddenly
Pops are fresh
La-la, la-la, la
I was able to meet you, which seems like ""fate""
It's definitely not a matter of youthful inclination.

Every day cracks appear and my heart breaks
I lose my courage and confidence
You can live strong even when you are defeated.
Every day is about becoming an adult

love love
fall in love with love
We are human beings.
love love
fall in love with greatness
We are humans too.

The short spring is ending (Ah)
The short summer is ending
living in a new era
fall in love with you
I want you to notice me like that.
I want you to notice me",628,False
M!LK,E Jan,0jj4mLjwYcos3PPzjQwVzh,ja,"always, always
I'm only looking at you
I'll be your friend no matter what

So good
So good day
So good day

don't live for someone else
You just need to shine like you
Your downcast face and your tears are also unique

It's no good or it's impossible
Don't make up your mind yet
You don't have to follow everyone around you
I like your smile

Everything is labeled
In this difficult time
I want to compliment each other as much as we do.
in the middle of the world

That's beautiful today.
It's nice to be served
It's really good
Mhm That's good
Everyone is good
It's nice to be like that.
You're in love with me, aren't you?
Mhm イイじゃん

So good, ah
So good day
So good day

I took a long detour, but
I've started to like myself lately
That smile that makes you laugh
Because you're watching over me

Staring behind the screen
I'm asking you
What it looks like to live in the present
no one can take it away

Hey, it's okay to chase your dreams.
It's okay to believe
It's good to do it
Mhm That's good
Everyone is good
It's nice to be like that.
Are you riding the waves?
Mhm That's good


It's beautiful today
It's nice to be served
It's really good
Mhm That's good
Everyone is good
It's nice to be like that.
You're in love with me, aren't you?
Mhm That's good

It's okay to chase your dreams (always)
It's okay to believe (always)
It's okay to do it (only you)
Mhm That's good (I'm staring at you)
Everyone is good (always)
It's good to be yourself (always)
Aren't you riding the waves? (Only you)
Mhm That's good (I'm staring at you)",747,False
"Maluma, Trap Capos, Noriel, Bryant Myers, Juhn","Cuatro Babys (feat. Trap Capos, Noriel, Bryant Myers & Juhn)",0JoHqmlqE0W0i9prt6kcHR,es,"I don't know what to do anymore
I don't know which one to stay with
They all know how to mistreat me in bed
They have me well, they have me well with sex

I am in love with four babies, they always give me what I want
Chingan when I tell them, no one turns me on but
Two are married, one is single.
The other half psycho and if I don't call her she gets desperate
I am in love with four babies, they always give me what I want
Chingan when I tell them, no one turns me on but
Two are married, one is single.
The other half psycho and if I don't call her she gets desperate

(Noriel)
The first one despairs
He cringes if I put it outside
The second one has the cover
And he pays me to sink it
The third takes away my stress
We always have three cumshots
On the fourth of one, I lower the moon
But she wants to be with Maluma and me at the same time
I'm in love with all four
I always look for them after four
All four love it in four
And I never fail like 24
It's always the Lakers' cap
No one gets screwed
I'm in trouble, and even confused
Because none of my mind is erased

(Ah!)
I put on Cartier glasses, leaving the airport
Vestio' Giuseppe, leather shoes
You have all my bank accounts and the MasterCard number
You are my official wife, I am in love with that culotte with that blonde hair
But I have another black haired woman who always wants to chichar
Sometimes it even comes to the studio
The chichando redhead is the one who gets the wettest
It bothers her that she calls me and I don't pick it up
We fight and he throws away my clothes and I have to call parrot to pick them up
I have a little butt with short hair
He tells me: ""Daddy, come inside, if you get me pregnant'—"" (Bryant Myers)

I am in love with four babies, they always give me what I want
Chingan when I tell them, no one turns me on but
Two are married, one is single.
The other half psycho and if I don't call her she gets desperate
I am in love with four babies, they always give me what I want
Chingan when I tell them, no one turns me on but
Two are married, one is single.
The other half psycho and if I don't call her she gets desperate

And I'm in trouble
I want to give it to all of them
They have me confused
I don't even know which one to stay with
And they all suck well
They all do me good
They all want to fuck me over hundred bills
They got me on a skid
Shopping on Valentine's Day
I already got more faces than a Ulysse Nardin watch
The thing is that the babies are hard and none of the four have become complete
Two have husbands and neither of them respect the husband.

Four chimbitas, four personalities
Two speak nice to me, two say mean things
Different nationalities
But when they fuck they all shout the same
She wants me to take her to Medallo
She wants me to put her in the car of the year
Let him catch one, squeeze the other
And the other two got together in the bathroom
Say what else you want to do
Dirty is going to entertain them
In the giant house, there is a party on the yacht that he wants to have
I don't know if you understand me, baby

I am in love with four babies, they always give me what I want
Chingan when I tell them, no one turns me on but
Two are married, one is single.
The other half psycho and if I don't call her she gets desperate
I am in love with four babies, they always give me what I want
Chingan when I tell them, no one turns me on but
Two are married, one is single.
The other half psycho and if I don't call her she gets desperate

No-No-Noriel
Bryant Myers
Dirty Boy, Maluma
Versatility, guys
We are the kingpins of trap
Mr. Myers
Trap Capos
Maluma
Santana ""The Golden Boy""
Bryant Myers
Tell me, All Star, baby
Mera Juhn
Tell me, Ganda",3640,False
Miguel,Sure Thing,0JXXNGljqupsJaZsgSbMZV,en,,3419,False
back number,君の恋人になったら,0k4KaqElLVjdR6sVHPTS6h,ja,"If I could be your lover
In the light that made me feel the same way
I think about you for 3 hours every day
Not only that, I'll tell you that
But wait, if you think about it, that's it.
Is it okay if I touch your head and shoulders?
Ah, that's indescribable.
If you can't sleep and feel lonely
I'll send you as many words of love as I can think of.
It's so annoying that I laugh
Aira View Aira View
Then you got sleepy
It's so noisy, I want to be told to go to sleep now
If I could be your lover
When we got used to the same feeling,
While I am entertaining you overall,
you'll be happy
But wait, if you think about it, that's it.
I can enter your heart and your room, right?
Ah, that's indescribable.
If you get lost and start crying
Map, blanket, and water bottle
I'll bring it to you, so let's get lost together.
If I could be your lover
In the light that made me feel the same way
I put my feelings for you in a song like this, and it gets carried away in reverse.
Ah, I'll sing to you today too, ah
If you can't sleep and feel lonely
I'll send you as many words of love as I can think of.
It's so annoying that I laugh
Aira View Aira View
Someday you'll get hit too
I want to be told that I'm happy",522,False
Bruno Mars,That's What I Like,0KKkJNfGyhkQ5aFogxQAPU,en,,2711,False
Bruno Mars,Versace on the Floor,0kN8xEmgMW9mh7UmDYHlJP,en,,1636,False
高爾宣 OSN,Without You,0KWnRv3wxjltYVB3MqjNd2,zh,,1321,False
"Rauw Alejandro, Bad Bunny",Qué Pasaría...,0l0vcZMU7AOeQmUIREoI2U,es,,2154,False
Amazing Show,偷偷愛,0L7R4dmkwk46DEZgqx1fF7,zh,,831,False
Keane,Somewhere Only We Know,0ll8uFnc0nANY35E0Lfxvg,en,,1352,False
"Kybba, Sean Paul, Ryan Castro, Busy Signal",Ba Ba Bad Remix,0lMafSfME2iJEE972bsQaK,es,,2385,False
Cumbia rocha,"Suena en la Previa, Vol. 2",0LswOwsXAfPYLGVwqRlNyW,unknown,,0,False
Kris R.,MIL D AURA,0LvxvoeJmdhkxRIC4orlJ3,es,,2521,False
"DJ Snake, Justin Bieber",Let Me Love You,0lYBSQXN6rCTvUZvg9S0lU,en,,1719,False
JOLIN,妥協,0m1cI6aV1jq537JamnL592,zh,,451,False
CHANMINA,B-list,0mBPNrXQjNv3NfzqrljAZZ,en,,1697,False
Noah Kahan,Stick Season,0mflMxspEfB0VbI1kyLiAv,en,,2099,False
"Ronghao Li, A-Mei Chang",對等關係 (feat. 張惠妹),0mGNDAW085Jkn8IbEalZG3,unknown,,0,False
"Sam Fender, Olivia Dean",Rein Me In (with Olivia Dean),0MUXBhPUDF8or0kfQ0EHwV,en,,1781,False
Snow Man,オドロウゼ！,0MV9cdI2SS1s0tIkl9fTR8,ja,,1127,False
She & Him,I Thought I Saw Your Face Today,0myRViRgmQ3J8izICXEAVO,en,,1122,False
Aimyon,愛を伝えたいだとか,0N8Xztr4pBHJ7V0moJWhbO,sw,,1563,False
Wu Bai,淚橋,0NAcDn6U2GB2Arhspmh38S,zh,,379,False
"KAROL G, Feid",Verano Rosa,0nafF9MxcXJBQWv3BTKtdF,es,,1972,False
Kenshi Yonezu,BOW AND ARROW,0NHu2Lo9MWkvhOggEy1bYg,ja,,513,False
Los Piojos,Bicho de Ciudad,0oCiPqIEL5218yu2D996eP,es,,1154,False
Airbag,Solo aquí,0OcYoSGA1CFGZcCuPLyfhj,es,,915,False
Fleetwood Mac,Dreams,0ofHAoxe9vBkTCp2UQIavz,en,,1247,False
Sam Lee,最近,0ONg8VCxzW3CCNDxDY0DNe,zh,,496,False
"Pepe y Vizio, Delaossa, KIDDO",El Patio,0PtLrH95CQ2lKf6pym5LmA,es,,2629,False
Bruno Mars,Something Serious,0PV4VQCmE6Ujssr1bnswdF,en,,1396,False
F.I.R.,我們的愛,0Q4YuuiCuxIIKUw2fb1cmV,zh,,611,False
