artist,title,spotify_uri,lyrics,original_lang
GRECAS,Que culpa tiene el lunes de no ser un sabado,5bDRGw4njjPCO5ZYvSgRXr,"(¿Qué?)

Tengo un colega con los mismos hábitos que Ábalos
¿Qué culpa tiene el lunes de no ser un sábado? (Culpa)
Si los quieres, llámalos
Si los fías, págalos
Y si los tanas, no los huelas, véndelos, yeah
La doy polo en el probador del Zara
La pongo como un Ferrari en un Citroen Xsara
Le pago el botox de la cara en Príncipe Vergara
Dices demasiado cuando con su ex la compara
Yeah, llevo un establo bajo el capó
El comercial vio mi edad y dijo: ""Chapó""
La recogí de la universidad y se empapó
Mi cara no pega con el cochе, por eso para la policía

Creen que llevo mеrcancías
Vieron pelis de la CIA
Pensaron se parecían
Esta vida merecía
Lo sabía cuando crecía
Estudiaba, trabajaba y era así cómo lo hacía

Le dije: ""Tengo hambre"", y se pensó que hablaba de comida
Un hombre de verdad es el que a su familia cuida
Así que descuida, nunca usaré cuerda huida
Ahora me congratulan, pero antes era un suicida
Dicen que me pegué por Tiktok
Pero te vas a su Tiktok y tienen mil publicaciones (No cuadra)
La multi te comió por unas malas condiciones
No era mi intención y pegué to' las canciones
Una pena, ¿verdad?, no poder colaborar
Por eso prefieren tirar a través de una red social
Lo que tengo es especial, llevo una nave espacial
Con 24 años de edad, por eso para el oficial de la policía

Creen que llevo mercancías
Vieron pelis de la CIA
Pensaron se parecían
Esta vida merecía
Lo sabía cuando crecía
Estudiaba, trabajaba y era así cómo lo hacía

Por si echabas de menos al Angelito",es
"La La Love You, Axolotes Mexicanos",El Fin del Mundo,6XXQA6e8qXPJ1sZtRxvbws,"Huh, huh
Hola, yo venía a decirte que bailaras a mi lado
Que esta noche estás tan guapa y yo estoy más guapo callado
Ups, lo siento, no sabía, que ya había quien se muera por ti
Pero no me compadezcas porque asumo la derrota
Y es que tú eres tan perfecta, yo sólo un perfecto idiota
Que se vuelve tan pequeño, diminuto, casi nada por ti

Y tú bailando, bailando, bailando
Y yo llorando, llorando por ti
Me voy muriendo mientras bailas
Me voy muriendo mientras bailas
Y tú bailando, bailando, bailando
Y yo llorando y sufriendo de amor
Me voy muriendo mientras bailas
Me voy muriendo mientras bailas

Que paren la puta orquesta porque creo que me muero
Porque tú estabas de fiesta pero yo estaba de entierro
De mi amor propio acabado, aniquilado y enterrado por ti
Y hago que no pasa nada y me pierdo entre la gente
Mientras tú te vuelves loca, yo me vuelvo transparente
Oye, mira, sí que pasa, pasa y mucho y lo que pasa eres tú

Y tú bailando, bailando, bailando
Y yo llorando, llorando por ti
Me voy muriendo mientras bailas
Me voy muriendo mientras bailas
Y tú bailando, bailando, bailando
Y yo llorando y sufriendo de amor
Me voy muriendo mientras bailas
Me voy muriendo mientras bailas

Y tú bailabas y no sabías
Que el mundo entero se destruía
Que al veros juntos por un segundo
En lo más profundo-o-o-o

Fue el fin del mundo
El fin del mundo, oh
El fin del mundo
El fin del mundo, oh
El fin del mundo
El fin del mundo, oh
El fin del mundo
El fin del mundo, oh",es
"Delaossa, Quevedo, Bigla The Kid",Still Luvin,1k4Iyemx6P5fba7RRcHmeb,"Bigla got the sauce

Ey
Nunca leí este mensaje, lo perdí entre tanto texto
Lo siento por haber tarda'o en contestar tres mese', diez día' y seis hora'
Y sé que ahora está un poco fuera de contexto
Pero es que estaban poniendo tu canción favorita en la emisora
Pensé que tendrían otros tono' si algún día te hacía una canción
Unos acorde' más triste' y contar cómo fue mi versión
Y aunque te sigo еchando de menos y quitase nuеstras fotos del salón
No consigo odiarte, no tengo motivo', no tengo otra opción
Du-e-ermo en tu lado de la cama cuando estoy con otra' pa' que no se sientan especiale'
A ella' tampoco les importa, solo me dejan una nota con sus rede' sociale'
No sé si quieren que les siga o que les hable, pero no sé de qué les vale
Si mi algoritmo está empeñado en que tú eres la correcta y viendo tu foto me duele todo

Ahora me acuesto solo, despierto solo, cocino solo
Recojo solo, veo pelis solo, hago todo solo
La única vez que no estoy solo es cuando veo mi reflejo en el disco de oro
Sabes que no hablo inglés, bueno no muy bien del todo
Pero I still lovin' you

Lovin', lovin'
Keep on lovin', lovin' you
I-I-I-I keep lovin', lovin'
Keep on lovin', lovin' you
I keep lovin', lovin'
Keep on lovin', lovin' you
I keep lovin', lovin'
Keep on lovin', lovin' you

Ey, he vuelto a ver tu tatuaje, aunque esta vez en otro cuerpo
Y no pude evitar el parar y pensar en cómo te irá ahora
Siempre me cruzo a tu amiga, y cada vez que me la encuentro
Siento que me has olvida'o, y por cómo me mira, sé que ya no me odia
Este mensaje no tiene un motivo, borro y escribo, borro y escribo (Mierda)
Esto solo me pasa contigo, te lo juro, está el gato de testigo
Y ya que estamos, si tienes tiempo, a ver si vienes a recoger tu abrigo
Yo sigo soltero, pero tranquila, prometo portarme como es debido
La yaya se acuerda de poco, pero siempre me saca tu nombre
Siempre le gustaste pa' mí porque estás desde que éramo' pobres
Y la vecina se mudó, la nueva te caería mejor, oh, oh
Ahora a veces, por error, siguen llegando tus cartas al buzón

(Todavía)
Me quito tu anillo cuando estoy con otra, me lo pongo en la intimidad
(Porque yo)
Borré nuestras fotos del iPhone, pero hice una copia de seguridad
Ayer olí tu perfume mientras andábamos por la ciudad
Y le dije a los míos: ""Está todo bien"", pero a mí no me puedo engañar

Hm, hm, hm, hm
Aunque no es lo mismo sin ti
Me río imaginándono' discutir
Hm, hm, hm, hm, hm
Me suelo decir que no, pero sí
Baby, I still lovin' you

Lovin', lovin'
Keep on lovin', lovin' you
I-I-I-I keep lovin', lovin'
Keep on lovin', lovin' you
I keep lovin', lovin'
Keep on lovin', lovin' you
I keep lovin', lovin'
Keep on lovin', lovin' you
I keep lovin', lovin' (Keep lovin', lovin')
Keep on lovin', lovin' you  (Keep lovin', lovin')
I keep lovin', lovin'  (Keep lovin', lovin')
Keep on lovin', lovin' you (Keep lovin', lovin')
I keep lovin', lovin' (Keep lovin', lovin')
Keep on lovin', lovin' you (Keep lovin', lovin')
I keep lovin', lovin' (Keep lovin', lovin')
Keep on lovin', lovin' you  (Keep lovin', lovin')",es
"Juseph, La Pantera, Lucho RK",CUPIDOxX,3vYFpgpkQF0EY5E9h9BF1r,"Funde la grasa
Yo hago palo', y tengo palo'
Por si alguno se disfraza de gusano
Bajaron veinte Baron, veinte bichotas como Karol
Aquí todos follan y dan disparo'
Ro-Ropa y vino caro', bajen hembra', bajen guaro
Que hoy me llevo a la más linda de la disco
Me dicen ""Wembañema"", yo le juego bajo el aro
Llegaron los bad boys como pa' los tiempo' 'e los Piston' (Ji, ji)

Tumbé a Cupido, a mí nadie me va a enamorar
Yo hago dinero, el amor se gasta
Pero esta mujer me mira como que quiere bala'
Y yo con una .40, Baby Rasta
Tumbé a Cupido, a mí nadie me va a enamorar
Yo hago dinero, еl amor se gasta
Pero esta mujеr me mira como que quiere bala'
Yo con una .40, Baby Rasta

Entro con 100 brother, 100 kilo', 100 bala' (Brr)
Me siento D'Angelo Russell en Dalla'
Tu mai no quería un rapero ni tu pai una hija mala
Bendita maldición que los plane' se le' truncaran
Y ahora estemo' en la pista a 120 en la motora
Tú eres mía pa' siempre, aunque pase el tiempo y las modas, sheesh
La chupa a 1000 km/h, yeah
Dame el mechero, voy a prender un Yoda
Da-Da-Dame el mechero, voy a prendé' una chimenea
Yo sí soy tóxico, yo sí que te pongo correa
Tú eres mi Call of Duty, yo soy el que te campea (
Headshot
)
Ni con la pinga en la boca se mutea
Le dije: ""Si rompe' el silence, que sea pa' mejorarlo""
Fue decirle eso y empezó a gemir má' alto
Se puso a temblar y a gritar como si le diera un infarto
Y me puse más cachondo, estoy enfermo, fuck

Repetiría contigo como un loop
Desayuno con café, totito tiramisú
What the fuck? Te ves mucho mejor que en YouTube
Quiero que pongan una foto 'e tu culo en mi ataúd
Pa' subir bendecí'o, uy (Je)
Pa' que to' el mundo sepa bien lo rico que he comí'o
Yo no vine a jugar, bae, no calientes lo mío
Se lo meto con la chain pa' dar efecto frío y (Brr)
E' un tolete, esa tola solo sirve de juguete
Ma, yo soy la cabra, tu novio no le mete
Mi corillo va repleto de glamour, nos fuimo' al garete
Mami, al gare (Eh), tengo palo' (Oh), tengo pare' (Eh)
Si yo salgo, mami, nadie sale
No soy Hector pero soy tu father
Toma bofetá', eh

Tumbé a Cupido, a mí nadie me va a enamorar
Yo hago dinero, el amor se gasta
Pero esta mujer me mira como que quiere bala'
Y yo con una .40, Baby Rasta
Tumbé a Cupido, a mí nadie me va a enamorar
Yo hago dinero, el amor se gasta
Pero esta mujer me mira como que quiere bala'
Yo con una .40, Baby Rasta

(Si entramo' en la disco)
Les da la toticardia a toda' las nena' linda'
(Solo glamour, mami)
El combo está fuerte, esto parece un concurso de Mister Olympia, sí (Bad bitch)

Si anda' en busca de un chamaco malo, baby, hoy estás de suerte
Ando con La Pantery
Con Lucho y también con las bala' hollow, prr-prr-prr-prr
Yo sí soy malean, tengo una pistola Smith & Wesson
Por si encuentro al chiquillaje de la flecha dando vueltas por el área
Quiero una latina, otra canaria
Mi bicho puede con babie' simultánea'
Así que tíramelas toda' (Sí), meno' a las que anden buscando boda
Tiene novio pero que se joda, hoy vamo' a formar un bobo
Desde que probó al canario, baby, mmm
Ya no le gustan lo' godo', eso es normal, mami

(J-U) A Cupido, que me dé banda (Banda)
'Toy rulay cogiendo cuero'
Ando suelto por la calle, todas me ven lindo con dinero, qué hija 'e puta

Tumbé a Cupido, a mí nadie me va a enamorar
Yo hago dinero, el amor se gasta
Pero esta mujer me mira como que quiere bala'
Yo con una .40, Baby Rasta
Tumbé a Cupido, a mí nadie me va a enamorar
Yo hago dinero, el amor se gasta
Pero esta mujer me mira como que quiere bala'
Yo con una .40, 
Baby Rasta",es
"Dei V, JC Reyes",NYX00 (with JC Reyes),0FI11LoJ41qud3TkFEYlzI,,unknown
"La Pantera, Lucho RK, Pana YMB",PINKY PROMISE 2,6hFzA2zbArwtGpmTQEsxnn,"Funde la grasa
Yeah, yeah, yeah

De compras por los New Yores, dale, mami, dame un nene (Un nene)
Chupa sin miedo si quieres un Rolex, muévete suave si quieres un BM (Grr)
Cena en París pa' cuadrar con la cone, los chavos pa' la luna de miel (Ice)
Si las ganas de darte me aguantan el año entero, te pido matrimonio esté o no esté bien (Así)
Detesto un mensaje dе texto cuando quiero darte y lamеrte los pies (Pulgar)
Me tienes loco cantando fetiches, no quiero más bitches, ma, know what I'm saying? (No)
Pinky promise, prométeme que solo yo te lo meteré, ah ()
Pinky promise, dime que me amas y me autoconvenceré

Te chupo los pulgares como un lollipop, yeah (
Lil Wayne
)
¿Cómo mamas así siendo del 2002? (Teenager)
No te ha da'o tiempo a llegarle a esos códigos (¡Wuh!)
Pone cara de cerda y se hace un moño y yo
Me enamoré de tu—

Sí, sí, de tu totita
Ella es mi bestie, mi favorita
Te pinky prometo si lo necesita' (Toma)
Galleta porque tú estás rica (Jajaja, amén)
Eso es por ley, mami, te lo juro que eso es por ley
Si le como el culo, llega a los agudos de Mariah Carey
Le piso la cara, es un nollie (Suela)
Le esposo las manos, soy poli (¡Tu!)
Obediente, border collie (Ños)
La pinga de tu ex era un boli (Boli BIC)
Chiquita pero peligrosa, la aprieto y salpica, la llamo Lil Uzi (Pew, pew, pew)
Te pongo en 4 millones como ""Lucy"", shuffle en tu toto (Uff, diablo)
LMFAO (Party Rock)
Te pongo a dar vuelta', 720, Tony Hawk (Flip)
Quiere que le dé con maldad, e' el triple de mala que yo
No sabía que esto fuera legal, pero según ella esto e' amor (Jeje)

Te chupo los pulgares como un lollipop, yeah (Lil Wayne)
¿Cómo mamas así siendo del 2002? Yeah (Teenager)
No te ha da'o tiempo a llegarle a esos códigos, yeah (¡Wuh!)
Pone cara de cerda y se hace un moño y yo
Me enamoré de tu coñ—, de tu corazón

Dale, pide juguetes por Amazon (
Prime
)
Voy a darte con y sin caparazón
Quiero follar en medio de una discusión
Apartarte el tanga y darte la razón
Darte huevo hasta con depresión
Necesitas a alguien como Lucho y yo, fuck
Mami, alante había un control y te lo saltaste, qué hija de—, puta
Ni-Ni se preocupa, me pide que se lo deje dentro como un okupa
Y yo le doy todo lo que me pide
Me pidió el remix y le di el remix
Me pidió leche y le jodí el rímel
Vete quitándote los calcetines, bebé, que
Follar incómodo' e' un flexeo cuando e' en un bólido, yeah (Grra)
Amo esa pussy, ese culo, esos pies (Politoxicómano; dame otra), yeah
Baby, bota fuerte, haz que salga entero, si hace falta dóblalo, ah (Si hace falta dóblalo)
Talentosa de garganta, yeah (
Ah-ah
), Post Malone, ah

Te chupo los pulgares como un lollipop
¿Cómo mamas así siendo del 2002?
No te ha da'o tiempo a llegarle a esos códigos, yeah
Pone cara de cerda y se hace un moño y yo
Me enamoré de tu coñ—, coñ—
Coñ—, coñ—, coñ—, coñ—, coñ—
De tu corazón (De tu corazón)",es
"Omar Courtz, KARBeats",EL MUNDO SE VA A ACABAR,6SkbzQSYMJzrmmDBEvbh0S,"K.A.R. Beats
Ey, ey
Ajá
Yeah (Yeah-yeah), yeah (Yeah-yeah)
Ey

Mami, 'tán diciendo que el mundo se va a acabar
Me tiene' loquito, ¿cuándo es que te va' a trepar encima?
Calientita, pero te cambio el clima
Mami, yo le llego sin el GP
Tú 'tás rica, ma, pa' darte un ñaqui (Yeah)
Me lo agarra y con los bembes le da un topi (Topi)
A mí me encanta tu carita de sati (Sati)

Tú me tiene' loco, mami (Sí)
Sube fotos pa' que mamen (Yeah)
Rápido la busco y la monto en la nave (Yeah)
El booty suave, me da con darle un masaje

Tú me dice' y yo voy, siempre te quiero ver hoy
Tú me contesta' a mí, aunque tiene' par de choices
Se escucha bien bellaquita por los voices
Los vecinos dicen: ""¿Qué son esos noises?""
Yo siempre ando con el palo como Moisés (Prr)
Le traigo flores en moñas, no de roses (Yeah)
Quiero enganchártelo atrás como los troce' (Los troce')
Quiero hacerte un walk-in como mi clóset
Mami, tú ere' un trophy
Te doy pa' shopping y te quito los outfits
Cada vez que la veo 'esnúa, me quedo loading (Loading)
Pa' verme se combina el brasier y el panty

Tú me tiene' loco, mami
Sube fotos pa' que mamen (Mamen)
Rápido la busco y la monto en la nave (Yeah)
El booty suave, me da con darle un masaje

Oh-oh-oh-oh-oh, oh-oh-oh-oh-oh, baby
Yo nunca me olvido de ti (Ti)
El panty es X-small y tú eres triple X
Yo con esas titties tengo un feti, yeah (Feti)
Woh-oh-oh-oh-oh, woh-oh-oh-oh-oh, baby
Yo nunca me olvido de ti
¿Por qué tan mala con esa cara pretty?
Yo con esas titties tengo un feti

Mami, 'tán diciendo que el mundo se va a acabar
Me tiene' loquito, ¿cuándo es que te va' a trepar encima?
Calientita, pero te cambio el clima

¿Dónde estás? Le voy a llegar
Ese cuerpito, eso es una nave espacial
Baby, vamo' a conectar, tú me gusta' natural
Con estrías y barriguita, baby, acabaíta' 'e bañar, ey
Apaga la lu'-lu', Netflix y Hulu
La serie nos ve a nosotro', el cuarto frío iglú, -glú
Te llevo a la moo-moon, ma, tú ere' mi bubu
A-Asfixia'o contigo, me hiciste un vudú
¿Dónde estás? (Estás) Sube pa' la suite (Suite)
Yo no salgo a janguear
Dándote de espaldita con la vista al mar
Dime si lo que quiere' es jugar
Estamo' en la Tierra y yo te siento celestial
Me lo hizo rico pa' que tenga que virar
Cuando estés con alguien, ese cabrón me va a odiar y me va a bloquear
Tú te va' a reír y después me va' a buscar
Por ti voy a salir y nos vamo' a encontrar, el cuento de nunca acabar
Dicen que donde uno fue feliz vuelve a virar
Y tú vuelve' a virar
¿Dónde vamo' a acabar?
Tú por allá, yo por acá, quizás, baby
Nunca vamo' a acabar, el cuento de nunca acabar",es
"Mora, De La Rose",AURORA,18m5dJOPB2geFwOymXNaWg,"Si estoy cerca de ti
Se me acelera el pulso, siempre caigo easy
Baby, dame la verde pa' ponerme explicit (Sí, sí)
Ya yo estoy tipsy (Ah-ah)
Y creo que en tu almohada vo'a dejar mi lipstick

Cuando hizo efecto el vino
Ya tú estaba' encima mío
Si mañana tú trabaja', te trabajo y te cocino
Y cuando salga', repetimo'

Ya está saliendo el sol
Y pa' que te vaya', baby, no existe razón
Pero pa' que te quede', baby, hay más de una
Quiero que (Quiero que) se unan (Se unan)
Nuestro' cuerpo' en calor, nadie nos ve (Uh)
Solo la luna que está brillando (Brillando)
Igual que tus ojos siempre que me miran, como que hipnotizan

Quédate, mami, no hay prisa
Y si te arrodilla', como si esto fuese una misa
Lo meno' que te vo'a hacer es quitarte la camisa
Ese cuerpito está pa' exhibirlo en un museo al la'o de la Mona Lisa
Déjate querer, y el mundo lo pongo en tus pie'
Te lo juro que me encargaré
De que cada noche sea una luna de miel, una luna de miel
Carterita Chanel si te portas bien, solo si te portas bien

Te canto a capela, Christina Aguilera (Aguilera)
Donde yo pise, yo planto bandera (Uh-uh-uh)
Hace tres luna' atrás te chingué rico pa' que volviera'
Tus fantasía' no las cumple cualquiera
Y, baby, ya son las 1 y pico
Y aunque te pierda', yo siempre te ubico (Te ubico)
No me interesa que me trate' bien, tampoco que me hable' bonito
Y si la luna mira, dale, ponme a gritar (A gritar)
Dos alma' compartiendo, sacando tiempo pa' chingar
Y yo sé (Sé) lo que tengo que decir si en mi cama quiero verte (-te)
La noche se presta pa' hacer lo que dejamos pendiente
Tengo un don con mi boca, de eso eres consciente
Por eso vuelve

Ya está saliendo el sol
Y pa' que te vaya', mami, no existe razón, no, no
Pero pa' que te quede', baby, hay más de una
Quiero que (Quiero que) se unan
Nuestro' cuerpo' en calor, nadie nos ve
Solo la luna que está brillando
Igual que tus ojos siempre que me mi—",es
"Juseph, Quevedo",CHUOS,58l1aV1cOGrHMsm2j3GU2W,"Eh-eh-eh-ey
La noche está pa' ti, pa' mí, pa' ti, pa' mí na' má' (Eh-eh)
3 a. m., no son horas de llamar (Yeah)
A menos que quieras que te robe, uh-uh, uh-uh-uh (No, no)
Y cuando tu amiga te interrogue (Cuando te interrogue)

Tú no le des muchos detalle', déjala con la intriga (Se queda con la intriga)
No le cuentes to' lo que hacías en mi alcoba escondía' (Bebé), eh-eh-eh-eh
La noche está pa' ti, pa' mí, pa' ti, pa' mí na' má' (Pa' ti na' má')
Dejemo' que las gana' hablen

Si ven pasar más de treinta botella'
Es que ando 'e misioneo con el baifo
Te vo'a soltar un facto
Si hay bandera canaria en la biography (¿Qué?)
E' un quesito de infarto
Ella no juega en la UD, pero ese culo me da palmas (Qué rico)
Dale, mi vaquerita, cabalga (Súbete, mami)
Súbete y brega pa' que no salga
Me vio llegar con Los Del Glamoür y se le formó, jaja
Un cortocircuito en ese clito, tus ojito' (Se te viran, mami)
Cua-Cuando entro, se te ponen blanco perla
Vo'a ahogarte esa coochie pa' socorrerla, mami
Ya estoy bajando desde Tafira hasta la Garita
Cuando escuches la máquina, ve a la puerta (Llegó tu nene, baby)
Niégalo todo, y si pregunta tu amiga

No le de' muchos detalle', déjala con la intriga (Déjala con la intriga, mami)
No le cuentes to' lo que hacía' en mi alcoba escondida (No le diga' nada, no), yeah, eh-eh (Yeah)
La noche está pa' ti, pa' mí, pa' ti, pa' mí na' má' (Pa' los do', baby, es pa' los do')
Dejemo' que las gana' hablen (Jajaja)

En la pick-up caben cuatro, baby, llama a tu' amiga' (Ah-ah-ah)
Que ando por Las Palmas y ya no tengo piba (Ah-ah-ah)
Nadie sabe dónde estoy y siempre adentro 'e ti escondío' (Sí)
Y si no es contigo, en un VIP en Caserío (Ah-ah)
Les pasamo' por el la'o, y no dijeron ni pío
Estos cabrone' nos odian desde que estamos prendío'
To'a las gata' sin marío', pero ese culito es mío (Ah)
Vo'a poner tu Only en mi bio pa' que to'l mundo sepa-pa-pa-pa-pa
Para 'e bailarme así si no quieres notarlo (Woh)
Y tú no paras de acercarlo
Esa' curva 'e Montecarlo, brillan cuando sale (Sale)
Las Palmas con el Audi, en Miami en el McLaren

Baby, cuando estemos tú y yo solito' bajo el solito, vamo' a prender una seta (Una seta)
Y si nos vamos calentando, acaba tu mano en mi bi-bi—, mi mano en tu' te-te-te—


Dama' y caballero' (Sheesh, jaja)
Están a punto de presenciar (Brrr)
Uno de los juntes más duro de la historia (Plo-plo-plo-plo)
El Glamuroso con el baifo

Hoy quiero con Naiara, con Yanira y Tamara (Jeje)
Y si no es canaria, puto, a mí no se me para (Nah)
Estoy caprichoso, quiero una chicharrera (
Sí
)
Que sea guapa, culona y dicharachera (Pla-pla-pla)
Déjame con Yaiza, Yurena y Yamiley (Okey)
De Vecindario, las de fuera de la ley (Jaja)
Son las que me gustan, las que no hacen pregunta' (No)
Si me ven con otra, no se traban, no se enfuscan
Que vivan las mujere', Diosito me las bendiga (Amén)
Si quieren sexo esta noche, la copa arriba (Mua)
Yo soy de toda', le pertenezco a la calle
Apriétame con la corbata hasta que me desmaye, ja
Eso es mío desde los tiempo 'e Los Brezos
Traéme todo eso, bebé, que te lo beso
Hoy andas con el baifo y El Glamuroso (Sí)
Si las gatas bailan en la disco, fabuloso

Pa' las laja' soy un pijo, y pa' la' pija' un laja
Si tu novio no baja, Pedrito te lo trabaja (Ja, sí)
Si se pone bobo, dile a ese tolete
Que le caigo con la banda y no los de Agaete, prr
Juseph, Los Del Glamoür, Pedrito, el baifo
Cabrón, aprieta, eres malísimo",es
"LAJA, JC Reyes",SETEADORA REMIX (with JC Reyes),55ZSaezLr7fNrkLL0WCpOD,"It's Kosfinger, baby
Charlee, Charlee, púyalo, púyalo
You are proving to be a problem for everybody in the Octagon with
Who would you like to see next when you step into the Octagon?
Everybody! Everybody! I come here for everybody! Kill everybody! Ah!

Yo quería saludarte, pero con mi tola (Jajaja)
Con el gatillo digo ""hola"" (¡Brr!)
No salga' de noche, fíjate en la hora (Pa)
Después de las 10 es que tú llora'
¿En qué bloque e' que tú controla'? (ATR)
Hay que prenderlo, no importa la hora
Artista' tirando en pasola (Paw)
Tú no quiere' verlo después que menciona' (¡Brr! Paw)
¿Cuáles son la gente que tú menciona'? (¿Cuáles son?)
Si a ti te dicen ""la llorona"" (Mamagüevo)
Te reto a un get back y tú no reacciona'
La gente no se muere sola, el ritmo mira cómo mola (Pa, pa, pa)
(Después que le dimo' pepazo en el coat)
¿Cual es que quiere la corona? Vengan a toparme, que se le corona (Vengan)
Me gustan seteadora' y culona', la ganga también la detona (Jaja)
Ella te dio banda porque tú no roba' (¡Brr!)
Ni sabe' usar una pistola (Paw, paw, paw)
Papy Black, pedazo de bola, cuida'o si te muere' en el coma
No perdonamo', eso es Dios que perdona (¡Jajaja!)
Y cuando tiramo', eso e' alerta roja
Ando en un cumpleaño' tirando confeti
To' el mundo al suelo como el drippy
Artista y shooter, eso es fifty-fifty (Al suelo)
Si no suelta treinta, lo encuentro muy chipi
Se asustan, prendo por sospecha, buscando la brecha, LA te acecha
Giraron izquierda, yo giré derecha
Yo tengo un demonio en mi mano derecha

Es una seteadora, tú la asigna 'e malo
El peine va lleno de jalo
Tú no va' a correr si te pilla' este palo (Trr)
Dale, azótalo si se resbaló
Te alumbro con un headshot (Shot), indios siguiendo la flecha (Paw, paw)
Cuero, ¿pa' qué tú te apecha'? De tu muerte nosotro' tenemo' fecha ya
Solo vamo' donde yo no pillo (¡Prr!)
No lo pienso y le doy al gatillo (¡Wuh!)
En las misione' me monto sobrio, no me gusta darle ni a los cigarrillo'
(Voy camino de ser multimillo) Millo (Millo, woh)
¿Cuál es que quiere la corona? ¿Que yo lo iba a dejar? Que me lo cepillo (¡Prr!)
Me gusta que chupe, que se lo trague
Tú tiene' una luz, ven pa' que te apague
(Andamo' cobrando hasta en dólares)
Al que me deba, que ya no me pague
Empistola'o voy pa' to' los lugare'
Con las bala' 'toy haciendo malabare' (Paw, paw, paw, paw)
Te vo'a mandar con Dios si me haces señale' (Señale')

It's Kosfinger, baby",en
rusowsky,malibU,4uulymZhmebsjKedRaJ1gQ,"I was thinking 'bout you
No one else, no one else
Biromba, biromba, biromba
I was thinking 'bout you
No one else, no one else
Biromba, biromba, biromba
Ay, ah-ah-ah-ah, ah-ah-ah, ah-ah-ah
Ay, ah-ah-ah-ah, ah-ah-ah, ah-ah-ah
Ay, ah-ah-ah-ah, ah-ah-ah, ah-ah-ah
Ay, ah-ah-ah-ah, ah-ah-ah, ah-ah-ah

Quise guardar toda' mis caricia'
Y, niña mía, ¿dónde estás?
Tristes heridas que me duelen de verdad
Ese estilito Malibú te va genial
I was thinking 'bout you
Ay, ah-ah-ah-ah, ah-ah-ah, ah-ah-ah
Ay, ah-ah-ah-ah, ah-ah-ah, ah-ah-ah
I was thinking 'bout you
Ay, ah-ah-ah-ah, ah-ah-ah, ah-ah-ah
Ay, ah-ah-ah-ah, ah-ah-ah, ah-ah-ah

Ella es mi Tatiana, ella es mi Daisy
Ella es mi mundo, ella es mi baby
Cuando estamos juntos to' desaparece
Todo en un segundo, ¿dónde estás, mi baby?

Y de rеpente me sucеdió
Loquita loca, me pone mal
Ah-ah-ah-ah, ah-ah-ah
Ah-ah-ah-ah, ah-ah-ah
Cómo se mueve, na-na-na
La más linda que he visto yo
Ah-ah-ah-ah, ah-ah-ah
Ah-ah-ah-ah, ah-ah-ah

Y le doy beso' si me llora, ah-ah-ah
Qué bonita que es mi gata, ah-ah-ah
Y le doy beso' si me llora, ah-ah-ah
Qué bonita que es mi gata, ah-ah-ah

Quise guardar toda' mis caricia'
Y, niña mía, ¿dónde estás?
Tristes heridas que me duelen de verdad
Ese estilito Malibú te va genial

Y le doy beso' si me llora, ah-ah-ah
Qué bonita que es mi gata, ah-ah-ah
Y le doy beso' si me llora, ah-ah-ah
Qué bonita que es mi gata, ah-ah-ah

I was thinking 'bout you
No one else, no one else
Biromba, biromba, biromba

Y de repente me sucedió
Loquita loca, me pone mal
Ah-ah-ah-ah, ah-ah-ah
Ah-ah-ah-ah, ah-ah-ah
Cómo se mueve, na-na-na
La más linda que he visto yo
Ah-ah-ah-ah, ah-ah-ah (No sabía qué decir)
Ah-ah-ah-ah, ah-ah-ah

Quise guardar toda' mis caricia'
Y, niña mía, ¿dónde estás?
Tristes heridas que me duelen de verdad
Ese estilito Malibú te va genial (No sabía qué decir)

Ella es mi Tatiana, ella es mi Daisy
Ella es mi mundo, ella es mi baby
Cuando estamos juntos to' desaparece
Todo en un segundo, ¿dónde estás, mi baby?

Quise guardar toda' mis caricia'
Y, niña mía, ¿dónde estás?
Tristes heridas que me duelen de verdad
Ese estilito Malibú te va genial",en
