rank,artist,title,region,spotify_uri,lyrics_in_en,original_lang
122,Nirvana,Smells Like Teen Spirit,Global,0gucTLf7trAf37Ua1uAyAu,"Load up on guns, bring your friends
It's fun to lose and to pretend
She's over-bored and self-assured
Oh no, I know a dirty word

Hello, hello, hello, how low
Hello, hello, hello, how low
Hello, hello, hello, how low
Hello, hello, hello

With the lights out, it's less dangerous
Here we are now, entertain us
I feel stupid and contagious
Here we are now, entertain us
A mulatto, an albino
A mosquito, my libido, yeah

Hey, yay

I'm worse at what I do best
And for this gift, I feel blessed
Our little group has always been
And always will until the end

Hello, hello, hello, how low
Hello, hello, hello, how low
Hello, hello, hello, how low
Hello, hello, hello

With the lights out, it's less dangerous
Here we are now, entertain us
I feel stupid and contagious
Here we are now, entertain us
A mulatto, an albino
A mosquito, my libido, yeah

Hey, yay


And I forget just why I taste
Oh, yeah, I guess it makes me smile
I found it hard, it's hard to find
Oh, well, whatever, never mind

Hello, hello, hello, how low
Hello, hello, hello, how low
Hello, hello, hello, how low
Hello, hello, hello

With the lights out, it's less dangerous
Here we are now, entertain us
I feel stupid and contagious
Here we are now, entertain us
A mulatto, an albino
A mosquito, my libido

A denial, a denial
A denial, a denial
A denial, a denial
A denial, a denial
A denial",en
123,"Tame Impala, JENNIE",Dracula - JENNIE Remix,Global,5yvVYFDUpbnjcnRBgjwTzM,"Oh
Oh (Hahaha, hahaha)
(Check it out now)
(Hahaha)
(Mm)
(Dracula)
(
Ba-da-bing, ba-da-boom
)
(Dracula)

The morning light is turning blue, the feeling is bizarre (Bizarre)
The night is almost over, I still don't know where you are
The shadows, yeah, they keep me pretty like a movie star
Daylight makes me feel like Dracula (Dracula)

In the end, I hope it's you and me (You and me)
In the darkness, I would never leave (
Never leave
)
You won't ever see me in the light of day
It's far too late, the time has come

I'm on the verge of caving in, I run back to the dark (
To the dark
)
Now I'm Mr. Charisma, fuckin' Pablo Escobar
My friends are saying, ""Shut up, Jennie, just get in the car"" (Hahaha; Jennie)
I just wanna be right where you are (Oh, my love)

In the end, I hope it's you and me (You and me)
In the darkness, I would never leave (Never leave; I won't leave her)
We both saw this moment comin' from afar (Comin' from afar)
Now here we are (Here we are)

Run from the sunlight, Dracula
Run from the sunlight, Dracula
Run from the sunlight, Dracula (Run from the sun)
Isn't the view spectacular? (Dracula)

Hey, Kevin, what's up? (Haha)
Come pull up in my spot
Let's keep the night glowing, I don't ever wanna stop (Hahaha)
I'll never leave this floor, got me needin' more (
Oh)
Sky is turning blue, let it clear the smoke
Lip-stain on the rim, bass is 'bout to blow (
Oh
)
Sinking in my teeth, I buy time

But please, do you think about what it might mean? (
Mean
)
'Cause I dream about you in my sleep
Would you ever love someone like me, like me? (
Someone like me
; Oh)

In the end, I hope it's you and me (Oh, my love)
In the darkness, I would never leave
We both saw this moment comin' from afar (Comin' from afar)
Now here we are (Here we are)

So run from the sunlight, Dracula
So run from the sunlight, Dracula
Run from the sunlight, Dracula
Isn't the view spectacular?
So run from the sunlight, Dracula
Run from the sunlight, Dracula
Isn't the view spectacular? (Run from the sunlight, Dracula)
Run from the sunlight, Dracula (Run from the sunlight, Dracula)
Run from the sunlight, Dracula (Run from the sunlight, Dracula)
Isn't the view spectacular?",en
124,KAROL G,Si Antes Te Hubiera Conocido,Global,73scB4Q4fcOmnsBVZPmk32,"What what?
We're ready to rule
summer started
Fire

What would have been?
If I had met you before
Surely, you would be dancing this one with me
Not as friends

But as something else
You nearby make me dangerous
For a kiss I'll do anything
His girlfriend makes me jealous and although she is beautiful
Hey!

He's not going to treat you like me
He's not going to kiss you like me
She is not as rich as I am
She is shy and I am not
With this desire that I have
I dare to eat both
Today you are hanging out with her
But, mmm, maybe not later

What would have been?
If I had met you before
Surely, you would be dancing this one with me
Not as friends, hey!
What would have been?
Oh, if I had met you before
Surely, you would be dancing this one with me
Not as friends, hey!

And I see you and I don't know how to act
Baby, to conquer you, give me the manual
I hope whatever it is, I'm not going to leave
I have faith that those little eyes will look at me one day
I marry you
My name sounds good with your last name
'Toy waiting for the first carelessness
To introduce you as my husband
I marry you
My name sounds good with your last name
'Toy waiting for the first carelessness
To introduce you as my husband
You haven't understood that

He's not going to treat you like me
He's not going to kiss you like me
She is not as rich as I am
She is shy and I am not
With this desire that I have
I dare to eat both
Today you are hanging out with her
But (Mmm) later maybe not

What would have been?
If I had met you before (Hey, how?)
Surely, you would be dancing this one with me
Not as friends, no, no, no

Hey, hey, hey, hey
(What would have been?)
(If I had met you before)
Armholes, armholes, armholes, armholes (Haha, ah)
Uh-uh-uh-uh
(What would have been?)
(If I had met you before)",es
125,"Pitbull, AFROJACK, Ne-Yo, Nayer",Give Me Everything (feat. Nayer),Global,4QNpBfC0zvjKqPJcyqBy9W,"Am I not working hard?
Yeah, right now. Imagine it and shoot it with Kodak
Or better yet, go to Time Square
Take a photo of me with Kodak
Turned my life from negative to positive
I just want you all to know this
And tonight let's enjoy life
Pitbull, Nayer, Ne-Yo, yeah that's right

Tonight I want everything from you
Give me everything tonight
For we know
Tomorrow may not come, let's do it today
I don't care what they say or what games they play
Nothing's enough until I have your love (Let's do it today)
I want you today, I want you to stay
I want you today

Grab someone sexy, say ""Hey"" (Hey)
Give me everything tonight (Hey)
Give it all to me tonight (Ooh-oh-oh, hey)
Give it all to me tonight (Ooh-oh-oh, hey)
Give me everything tonight

Take advantage of tonight (Yeah)
Because tomorrow I'm flying to Dubai to perform for the princess.
But today I can make you my queen
And love you endlessly (Yes)
It's crazy how my name grows (Hey, hey)
Money flows like a river, things happen in silence (Hey, hey, hey, hey)
So I tiptoe around to keep the thunder going (Hey, hey, hey, hey)
I got it on lock like Lindsay Lohan (Hey, hey, ooh)

I swear on my life, baby (Heh)
I'll make you high baby
I can't promise tomorrow
But I promise today, come on (Uh)

Sorry (Sorry)
And maybe I'll drink a little more than I should today (Should today)
And maybe I'll take you home with me if I can today (I can today)
And baby I'll make you feel so good today (Okay)
'Cause there might not be a tomorrow, uh

Tonight I want everything from you
Give me everything tonight
For we know
Tomorrow may not come, let's do it today
I don't care what they say or what games they play
Nothing's enough until I have your love (Let's do it today)
I want you today, I want you to stay
I want you today

Grab someone sexy, say ""Hey"" (Hey)
Give me everything tonight (Hey)
Give it all to me tonight (Ooh-oh-oh, hey)
Give it all to me tonight (Ooh-oh-oh, hey)
Give me everything tonight

Reach for the stars, and even if you don’t reach them, you will at least fall to the top of the world
Think about it, if you slip, I'll fall right on top of your girl, ha ha ha ha
What I'm into is deeper than the Masons, baby, baby, and it's no secret
My family is from Cuba, but I'm an American Idol, making money like Seacrest (Yeah)

I swear on my life, baby (Baby)
I'll make you high, baby (Baby)
I can't promise tomorrow (Nah)
But I promise today, further (Ooh)

Sorry (Sorry)
And maybe I'll drink a little more than I should today (Should today)
And maybe I'll take you home with me if I can today (I can today)
And baby I'll make you feel so good today (Okay)
'Cause there might not be a tomorrow, ooh (Ooh)

Tonight I want everything from you
Give me everything tonight
For we know
Tomorrow may not come, let's do it today
I don't care what they say or what games they play
Nothing's enough until I have your love (Let's do it today)
I want you today, I want you to stay
I want you today

Grab someone sexy, say ""Hey"" (Hey)
Give me everything tonight (Hey)
Give it all to me tonight (Ooh-oh-oh, hey)
Give it all to me tonight (Ooh-oh-oh, hey)
Give me everything tonight

Sorry (Sorry)
And maybe I'll drink a little more than I should today (Should today)
And maybe I'll take you home with me if I can today (I can today)
And baby I'll make you feel so good today (Okay)
'Cause there might never be a tomorrow, ooh (There might never be a tomorrow)",ru
126,"Tyler, The Creator, Kali Uchis",See You Again (feat. Kali Uchis),Global,7KA4W4McWYRpgf0fWsJZWB,"Okay, okay, okay, okay
Okay, okay, oh

You live in my dream state
You transfer my fantasy
I stay in reality
You live in my dream state
Every moment I count sheep
That's the only time we kiss, we kiss
You exist behind my eyelids, my eyelids
Now I don't want to wake up

Vision, vision, vision, perfect vision
Cupid gave me, Cupid gave me precision, I
I wonder if you look both ways
When you cross my mind, I said, I said
I'm sick, tired, sick, sick of chasing you
You are the person who is always running through my dreams, I
I can only see your face when I close my eyes

Can I have a kiss?
And can you make it last forever?
I said I'm about to go to war
And I don't know if I'll see you again
Can I have a kiss? (Can I?)
And can you make it last forever? (Can you?)
I said I'm about to go to war (About)
And I don't know if I'll see you again
(Ah, turn it on)

I said, okay, okay, okay, okie dokie, my infatuation
It's moving towards another form of what do you call it? (Love)
Oh yeah, oh yeah, oh yeah, I didn't know you
I've been searching, stop the wait before I stop the chase, like an alcoholic
You don't understand me, what the fuck do you mean?
It's those pink-tinted cheeks, yes, it's those earth-colored eyes
Iced tea with sugar and honey, bumblebee on the scene
Yeah, I'd give up a cake to get a piece of your foot
Yeugh!

Vision, vision, vision, perfect vision
Cupid gave me, Cupid gave me precision, I
I wonder if you look both ways
When you cross my mind, I said, I said
I'm sick, tired, sick, sick of chasing you
You are the person who is always running through my dreams, I
I can only see your face when I close my eyes (So)

Can I have a kiss? (Can I have a kiss?)
And can you make it last forever? (May it last forever)
I said I'm about to go to war (About to go to war)
And I don't know if I'll see you again (I'll see you again)
Can I have a kiss? (Can I?)
And can you make it last forever? (Can you?)
I said I'm about to go to war (About)
And I don't know if I'll see you again

Okay, okay, okay, okay
Okay, okay, okay, oh
La-la, la-la-la-la, la-la
La-la, la-la-la, la-la
Okay, okay, okay, okay
Okay, okay, okay, oh
La-la, la-la-la-la, la-la
La-la, la-la-la-la
One more time?",es
129,Justin Bieber,DAISIES,Global,5BZsQlgw21vDOAjoqkNgKb,"Throwin' petals like, ""Do you love me or not?""
Head is spinnin', and it don't know when to stop
'Cause you said, ""Forever,"" babe, did you mean it or not?
Hold on, hold on
You leave me on read, babe, but I still get the message
Instead of a line, it's three dots, but I can connect them
And if it ain't right, babe, you know I'll respect it
But if you need time, just take your time
Honey, I get it, I get it, I get it

Way you got me all in my head
Think I'd rather you in my bed
Whatever it is, you know I can take it
I'm countin' the days, how many days 'til I can see you again?

Blowin' kisses like, ""Will you catch 'em or not?""
I'm Cupid with arrows, babe, I'm just shootin' my shot, mm-mm
If I could get in, drop me a pin, hop in the— and come over
Don't wanna be friends, just skin-to-skin, I wanna get closer and closer and closer, uh

The way you got me all in my head
Think I'd rather you in my bed
Whatever it is, you know I can take it
I'm countin' the days, how many days 'til I can see you again?

You got me all, all, my love (All in my feelings, babe)
And you got me all, I've been all in my feelings
And you got me all, all weak in my knees every time (You got me all in my head, you got me all in my head, you got—)
‘Cause you got me all, all in my feelings (You got me all in my head, you got me all in my head, you got—)
Every time

The way you got me all in my head (You got me all in my head)
Think I'd rather you in my bed
Whatever it is, you know I can take it
I'm countin' the days, how many days 'til I can see you again?",en
130,"Shakira, Wyclef Jean",Hips Don't Lie (feat. Wyclef Jean),Global,3d0WouFnFmr0K3kjeza3fF,"]

Let me introduce you
To one of the most talented men I know
My friend, the genius
Wyclef Jean!
I wanna see you dance, yeah!
Here we go!
Put your hands in the air!
Put your hands in the air!
Here we go
¡Uno, dos, tres, cuatro!
Put your hands in the air!
Put your hands in the air!
Put your hands in the air!
Hey
Shakira, Shakira

I never really knew that she could dance like this (Hey)
She make a man wanna speak Spanish
¿Cómo se llama? (¡Sí!), ¿bonita? (¡Sí!)
Shakira, Shakira
Oh, baby, when you talk like that (Oh!)
You make a woman go mad (Come on!)
So be wise (¡Sí!), and keep on (¡Sí!)
Reading the signs of my body (Put your hands up!)

I'm on tonight
You know my hips don’t lie
And I'm starting to feel you, boy (Come on!)
Come on, let's go (Sí!)
Real slow (Sí!)
Don’t you see, baby? This is perfection

Hey, girl, I can see your body moving
And it's driving me crazy
And I didn't have the slightest idea
Until I saw you dancing
And when you walk up on the dance floor, nobody cannot ignore
The way you move your body, girl
And everything's so unexpected, the way you right and left it
So you can keep on shakin' it

I never really knew that she could dance like this (Hey)
She make a man wanna speak Spanish
¿Cómo se llama? (¡Sí!), ¿bonita? (¡Sí!)
Mi casa
Shakira, Shakira
Oh, baby, when you talk like that (Oh!)
You make a woman go mad (Oh!)
So be wise (¡Sí!), and keep on (¡Sí!)
Reading the signs of my body (Wave your hands like this!)

I'm on tonight
You know my hips don't lie
And I'm starting to feel you, boy
Come on, let’s go (¡Sí!)
Real slow (¡Sí!)
Don’t you see, baby? This is perfection
They know I'm on tonight
My hips don’t lie and I'm starting to feel it's right
All the attraction (¡Sí!)
The tension (¡Sí!)
Don't you see, baby? This is perfection

Oh, boy, I can see your body movin’, half-animal, half-man
I don't, don't really know what I'm doin'
But you seem to have a plan
My will and self-restraint have come to fail now, fail now
See, I'm doing what I can, but I can't, so, you know
That's a bit too hard to explain

Baila en la calle de noche
Baila en la calle de día (Let's go!)
Baila en la calle de noche
Baila en la calle de día

I never really knew that she could dance like this (Hey)
She make a man wanna speak Spanish
¿Cómo se llama? (¡Sí!), ¿bonita? (¡Sí!)
Shakira, Shakira
Oh, baby, when you talk like that (Oh!)
You know you got me hypnotized (Oh!)
So be wise (¡Sí), and keep on (¡Sí!)
Readin' the signs of my body

Señorita, feel the conga
Let me see you move like you come from Colombia
Mira, en Barranquilla se baila así, say it!
En Barranquilla se baila así
¡Barranquillero'!

Yeah, she's so sexy, every man's fantasy
A refugee like me back with the Fugees from a third world country
I go back like when 'Pac carried crates for Humpty Humpty
We leave the whole club dizzy
Why the CIA wanna watch us?
It's the Colombians and Haitians
I ain't guilty, it's a musical transaction
Bo-bop-so-bop, no more do we snatch ropes
Refugees run the seas, 'cause we own our own boats

I'm on tonight
My hips don't lie, and I'm starting to feel you, boy
Come on, let's go (Si!)
Real slow (Si!)
Baby, like this is perfection
They know I'm on tonight (Come on!)
My hips don't lie, and I'm starting to feel it's right
All the attraction,(Si!)
The tension(Si!)
Baby, like this is perfection

I'm on tonight, come on!
Everybody, jump! Jump! Jump! Jump! Jump!
I'm on tonight, go!
Sean Pauñ, happy birthday! Let's go!!
Come on, come on!
I'm on tonight
Everybody, jump! Jump! Jump! Jump!
I'm on tonight
Go Shaki, go Shaki, go!
I'm on tonight
If you from Miami, put your hands in the air!
I'm on tonight
I'm on tonight
Go Shaki, go Shaki, go!
I'm on tonight
¡Cumbia de mi tierra!
Come on!
Put your hands in the air! Come on!
I'm on tonight

I'm on tonight
You know my hips don't lie
And I'm starting to feel you, boy (Come on!)
Come on, let's go, (¡Sí!)
Real slow (Put your hands up!)
Don't you see, baby? This is perfection (Put your hands up!)
They know I'm on tonight
You know my hips don't lie
And I'm starting to feel it's right (Come on!)
All the attraction (¡Sí!)
The tension (¡Sí!)
Don't you see, baby? This is perfection

No fighting tonight!
No fighting!
No fighting, right, people?
Shakira, Shakira
¡Gracias!
¡Gracias, Wyclef!
Thank you!
Thank you so much!
Make some noise!
Make some noise!
Put your hands in the air!
Put your hands up!
¡Gracias!
¡Hasta siempre!
¡Los quiero mucho!",en
131,Keane,Somewhere Only We Know,Global,0ll8uFnc0nANY35E0Lfxvg,"I walked across an empty land
I knew the pathway like the back of my hand
I felt the earth beneath my feet
Sat by the river and it made me complete

Oh, simple thing, where have you gone?
I'm getting old and I need something to rely on
So tell me when you're gonna let me in
I'm getting tired and I need somewhere to begin

I came across a fallen tree
I felt the branches of it looking at me
Is this the place we used to love?
Is this the place that I've been dreaming of?

Oh, simple thing, where have you gone?
I'm getting old and I need something to rely on
So tell me when you're gonna let me in
I'm getting tired and I need somewhere to begin

And if you have a minute, why don't we go
Talk about it somewhere only we know?
This could be the end of everything
So why don't we go somewhere only we know?
Somewhere only we know

Oh, simple thing, where have you gone?
I'm getting old and I need something to rely on
So tell me when you're gonna let me in
I'm getting tired and I need somewhere to begin

And if you have a minute, why don't we go
Talk about it somewhere only we know?
This could be the end of everything
So why don't we go? So why don't we go?

Ooh-ooh-ooh
Oh-oh-oh

This could be the end of everything
So why don't we go somewhere only we know?
Somewhere only we know
Somewhere only we know",en
132,Rihanna,Only Girl (In The World),Global,2ENexcMEMsYk0rVJigVD3i,"La-la-la-la
La-la-la-la
La-la-la-la (Uh, yeah)
La-la-la-la

I want you to love me
Like I'm a hot ride (Uh, yeah)
Be thinking of me (Uh)
Doing what you like (Haha)
So, boy, forget about the world
'Cause it's gon' be me and you tonight (Yeah)
I wanna make you beg for it
Then I'ma make you swallow your pride, oh (Uh, uh)

Want you to make me feel
Like I'm the only girl in the world
Like I'm the only one that you'll ever love
Like I'm the only one who knows your heart
Only girl in the world
Like I'm the only one that's in command
'Cause I'm the only one who understands
How to make you feel like a man, yeah
Want you to make me feel
Like I'm the only girl in the world
Like I'm the only one that you'll ever love
Like I'm the only one who knows your heart
Only one

Want you to take it (Uh)
Like a thief in the night (Uh)
Hold me like a pillow
Make me feel right (Uh)
Baby, I'll tell you all my secrets that I'm keeping
You can come inside (Yeah)
And when you enter, you ain't leaving
Be my prisoner for the night, oh

Want you to make me feel
Like I'm the only girl in the world
Like I'm the only one that you'll ever love
Like I'm the only one who knows your heart
Only girl in the world
Like I'm the only one that's in command
'Cause I'm the only one who understands
Like I'm the only one who knows your heart
Only one

Take me for a ride, ride
Oh, baby, take me high, high
Let me make you rise, rise
Oh, make it last all night, night
Take me for a ride, ride
Oh, baby, take me high, high
Let me make you rise, rise
Make it last all night

Want you to make me feel
Like I'm the only girl in the world
Like I'm the only one that you'll ever love
Like I'm the only one who knows your heart
Only girl in the world
Like I'm the only one that's in command
'Cause I'm the only one who understands
How to make you feel like a man

Only girl in the world
Girl in the world
Only girl in the world
Girl in the world",en
135,Kehlani,Folded,Global,0bxPRWprUVpQK0UFcddkrA,"It's so silly of me to act like I don't need you bad
When all, all I can think about is us since I seen you last
I know I didn't have to walk away
All I had to do was ask for space
I'm telling you, ""be on your way""
When I told you to fall back

So can you come pick up your clothes?
I have them folded
Meet me at the door while it's still open
I know it's getting cold out, but it's not frozen
So come pick up your clothes
I have them folded

I'll let your body decide if this is good enough for you
Already folding it for you
Already folding up for you
I'll let your body decide if this is good enough for you
Already folding it for you
Already folding up for you

No matter what you do to switch the story up, I know I made my mark
And I would still choose you through it all, that's the crazy part (Crazy part)
I don't need no morе empty promises, promise mе that you got it
I don't need roses, just need some flowers from my garden
Can't you go back to how you loved on me when you started?
I'll be here begging for ya, you should be giving me love
All damn day, 'til the day is done (Done)
So if you wanna go that way, I'll be waiting on

For you to come pick up your clothes
I have them folded
Meet me at the door while it's still open
I know it's getting cold out, but it's not frozen
So come pick up your clothes
I have them folded
So come pick up your clothes
I have them folded
Meet me at my door while it's still open
I know it's getting cold out, but tell me that it's not frozen
So come pick up your clothes
I have them folded

I'll let your body decide if this is good enough for you
Already folding it for you
Already folding up for you
I'll let your body decide if this is good enough for you
Already folding it for you
Already folding up for you
I'll let your body decide if this is good enough for you
Already folding it for you
Already folding up for you
I'll let your body decide if this is good enough for you
Already folding it for you
Already folding up for you",en
136,Eminem,Without Me,Global,7lQ8MOhq6IN2w8EYcFNSUk,"Obie Trice, real name, no gimmicks
Ra—
Two trailer-park girls go round the outside
Round the outside, round the outside
Two trailer-park girls go round the outside
Round the outside, round the outside
Woo (
Ooh
)
Guess who's back, back again?
Shady's back, tell a friend
Guess who's back, guess who's back
Guess who's back, guess who's back
Guess who's back, guess who's back
Guess who's back
(Na-na-na, na, na, na, na, na, na)
(Na-na-na, na, na, na, na)

I've created a monster
'Cause nobody wants to see Marshall no more
They want Shady, I'm chopped liver
Well, if you want Shady, this is what I'll give ya
A little bit of weed mixed with some hard liquor
Some vodka that'll jump-start my heart quicker
Than a shock when I get shocked at the hospital
By the doctor when I'm not cooperating
When I'm rockin' the table while he's operating (Hey)
You waited this long, now stop debating
'Cause I'm back, I'm on the rag and ovulating
I know that you got a job, Ms. Cheney
But your husband's heart problem's complicating
So the FCC won't let me be
Or let me be me, so let me see
They tried to shut me down on MTV
But it feels so empty without me
So come on and dip, bum on your lips
Fuck that, cum on your lips and some on your tits
And get ready, 'cause this shit's about to get heavy
I just settled all my lawsuits (Fuck you, Debbie)

Now, this looks like a job for me
So, everybody, just follow me
'Cause we need a little controversy
'Cause it feels so empty without me
I said this looks like a job for me
So, everybody, just follow me
'Cause we need a little controversy
'Cause it feels so empty without me

Little hellions, kids feelin' rebellious
Embarrassed, their parents still listen to Elvis
They start feelin' like prisoners, helpless
'Til someone comes along on a mission and yells, ""Bitch""
A visionary, vision is scary
Could start a revolution, pollutin' the airwaves
A rebel, so just let me revel and bask
In the fact that I got everyone kissin' my ass
And it's a disaster, such a catastrophe
For you to see so damn much of my ass, you asked for me?
Well, I'm back, da-na-na-na, na-na-na-na-na-na
Fix your bent antenna, tune it in, and then I'm gonna
Enter in and up under your skin like a splinter
The center of attention, back for the winter
I'm interesting, the best thing since wrestling
Infesting in your kid's ears and nesting
Testing, ""Attention, please""
Feel the tension soon as someone mentions me
Here's my ten cents, my two cents is free
A nuisance, who sent? You sent for me?

Now, this looks like a job for me
So, everybody, just follow me
'Cause we need a little controversy
'Cause it feels so empty without me
I said this looks like a job for me
So, everybody, just follow me
'Cause we need a little controversy
'Cause it feels so empty without me

A tisket, a tasket, I'll go tit-for-tat wit'
Anybody who's talkin', ""This shit, that shit""
Chris Kirkpatrick, you can get your ass kicked
Worse than them little Limp Bizkit bastards
And Moby? You can get stomped by Obie
You thirty-six-year-old bald-headed fag, blow me
You don't know me, you're too old, let go
It's over, nobody listens to techno
Now, let's go, just give me the signal
I'll be there with a whole list full of new insults
I've been dope, suspenseful with a pencil
Ever since Prince turned himself into a symbol
But, sometimes, the shit just seems
Everybody only wants to discuss me
So this must mean I'm disgusting
But it's just me, I'm just obscene (Yeah)
Though I'm not the first king of controversy
I am the worst thing since Elvis Presley
To do Black music so selfishly
And use it to get myself wealthy (Hey)
There's a concept that works
Twenty million other white rappers emerge
But no matter how many fish in the sea
It'd be so empty without me

Now, this looks like a job for me
So, everybody, just follow me
'Cause we need a little controversy
'Cause it feels so empty without me
I said this looks like a job for me
So, everybody, just follow me
'Cause we need a little controversy
'Cause it feels so empty without me

Hum, dei-dei, la-la
La-la, la-la-la
La-la, la-la-la
La-la, la-la
Hum, dei-dei, la-la
La-la, la-la-la
La-la, la-la-la
La-la, la-la
Kids",en
137,OneRepublic,Counting Stars,Global,2tpWsVSb9UEmDRxAl1zhX1,"Lately, I been, I been losin' sleep
Dreamin' about the things that we could be
But, baby, I been, I been prayin' hard
Said, ""No more countin' dollars, we'll be countin' stars
Yeah, we'll be countin' stars""

I see this life like a swingin' vine
Swing my heart across the line
In my face is flashin' signs
Seek it out and ye shall find

The old, but I'm not that old
Young, but I'm not that bold
And I don't think the world is sold
On just doin' what we're told

I feel somethin' so right doin' the wrong thing
And I feel somethin' so wrong doin' the right thing
I couldn't lie, couldn't lie, couldn't lie
Everything that kills me makes me feel alive

Lately, I been, I been losin' sleep
Dreamin' about the things that we could be
But, baby, I been, I been prayin' hard
Said, ""No more countin' dollars, we'll be countin' stars""
Lately, I been, I been losin' sleep
Dreamin' about the things that we could be
But, baby, I been, I been prayin' hard
Said, ""No more countin' dollars, we'll be, we'll be countin' stars"", yeah

I feel your love, and I feel it burn
Down this river, every turn
""Hope"" is our four-letter word
Make that money, watch it burn

Old, but I'm not that old
Young, but I'm not that bold
And I don't think the world is sold
On just doin' what we're told

And I feel somethin' so wrong doin' the right thing
I couldn't lie, couldn't lie, couldn't lie
Everything that drowns me makes me wanna fly

Lately, I been, I been losin' sleep
Dreamin' about the things that we could be
But, baby, I been, I been prayin' hard
Said, ""No more countin' dollars, we'll be countin' stars""
Lately, I been, I been losin' sleep
Dreamin' about the things that we could be
But, baby, I been, I been prayin' hard
Said, ""No more countin' dollars, we'll be, we'll be countin' stars""

Oh, take that money, watch it burn
Sink in the river the lessons I learned
Take that money, watch it burn
Sink in the river the lessons I learned
Take that money, watch it burn
Sink in the river the lessons I learned
Take that money, watch it burn
Sink in the river the lessons I learned

Everything that kills me makes me feel alive

Lately, I been, I been losin' sleep
Dreamin' about the things that we could be
But, baby, I been, I been prayin' hard
Said, ""No more countin' dollars, we'll be countin' stars""
Lately, I been, I been losin' sleep
Dreamin' about the things that we could be
But, baby, I been, I been prayin' hard
Said, ""No more countin' dollars, we'll be, we'll be countin' stars""

Take that money, watch it burn
Sink in the river the lessons I learned
Take that money, watch it burn
Sink in the river the lessons I learned
Take that money, watch it burn
Sink in the river the lessons I learned
Take that money, watch it burn
Sink in the river the lessons I learned",en
138,TOTO,Africa,Global,2374M0fQpWi3dLnB54qaLX,"I hear the drums echoin' tonight
But she hears only whispers of some quiet conversation
She's comin' in, 12:30 flight
The moonlit wings reflect the stars that guide me towards salvation
I stopped an old man along the way
Hopin' to find some old forgotten words or ancient melodies
He turned to me as if to say
""Hurry, boy, it's waitin' there for you""

It's gonna take a lot to drag me away from you
There's nothin' that a hundred men or more could ever do
I bless the rains down in Africa
Gonna take some time to do the things we never had
Ooh, ooh

The wild dogs cry out in the night
As they grow restless, longing for some solitary company
I know that I must do what's right
As sure as Kilimanjaro rises like Olympus above the Serengeti
I seek to cure what's deep inside
Frightened of this thing that I've become

It's gonna take a lot to drag me away from you
There's nothin' that a hundred men or more could ever do
I bless the rains down in Africa
Gonna take some time to do the things we never had
Ooh, ooh


""Hurry, boy, she's waiting there for you""

It's gonna take a lot to drag me away from you
There's nothin' that a hundred men or more could ever do
I bless the rains down in Africa
I bless the rains down in Africa (I bless the rains)
I bless the rains down in Africa (I bless the rains)
I bless the rains down in Africa
I bless the rains down in Africa (I'm gonna take the time)
Gonna take some time to do the things we never had
Ooh, ooh",en
139,Linkin Park,Numb,Global,2nLtzopw4rPReszdYBJU6h,"I'm tired of being what you want me to be
Feeling so faithless, lost under the surface
I don't know what you're expecting of me
Put under the pressure of walking in your shoes

Caught in the undertow, just caught in the undertow
Every step that I take is another mistake to you
Caught in the undertow, just caught in the undertow

I've become so numb, I can't feel you there
Become so tired, so much more aware
I'm becoming this, all I want to do
Is be more like me and be less like you

Can't you see that you're smothering me?
Holding too tightly, afraid to lose control
'Cause everything that you thought I would be
Has fallen apart, right in front of you

Caught in the undertow, just caught in the undertow
Every step that I take is another mistake to you
Caught in the undertow, just caught in the undertow
And every second I waste is more than I can take

I've become so numb, I can't feel you there
Become so tired, so much more aware
I'm becoming this, all I want to do
Is be more like me and be less like you

And I know
I may end up failing too
But I know
You were just like me with someone disappointed in you

I've become so numb, I can't feel you there
Become so tired, so much more aware
I'm becoming this, all I want to do
Is be more like me and be less like you

I've become so numb, I can't feel you there
I'm tired of being what you want me to be
I've become so numb, I can't feel you there
I'm tired of being what you want me to be",en
142,Lana Del Rey,Young And Beautiful,Global,2nMeu6UenVvwUktBCpLMK9,"I've seen the world, done it all
Had my cake now
Diamonds, brilliant, and Bel Air now

Hot summer nights, mid-July
When you and I were forever wild
The crazy days, city lights
The way you'd play with me like a child

Will you still love me when I'm no longer young and beautiful?
Will you still love me when I got nothing but my aching soul?
I know you will, I know you will, I know that you will
Will you still love me when I'm no longer beautiful?

I've seen the world, lit it up as my stage now
Channeling angels in the new age now

Hot summer days, rock and roll
The way you'd play for me at your show
And all the ways I got to know
Your pretty face and electric soul

Will you still love me when I'm no longer young and beautiful?
Will you still love me when I got nothing but my aching soul?
I know you will, I know you will, I know that you will
Will you still love me when I'm no longer beautiful?

Dear Lord, when I get to Heaven
Please, let me bring my man
When he comes, tell me that You'll let him in
Father, tell me if You can
All that grace, all that body
All that face makes me wanna party
He's my sun, he makes me shine like diamonds

And will you still love me when I'm no longer young and beautiful?
Will you still love me when I got nothin' but my aching soul?
I know you will, I know you will, I know that you will
Will you still love me when I'm no longer beautiful?

Will you still love me when I'm no longer beautiful?
Will you still love me when I'm not young and beautiful?",en
